activity_id,sport_type,timestamp,latitude,longitude,altitude,distance,heart_rate,duration_seconds,altitude_diff,distance_diff,gradient
2020-05-02T20:10:09Z,Biking,2020-05-02 20:10:09+00:00,-8.032238006591797,-34.934349060058594,0.0,0.0,95,0.0,,,
2020-05-02T20:10:09Z,Biking,2020-05-02 20:10:11+00:00,-8.032238006591797,-34.934349060058594,0.0,0.0,95,2.0,0.0,0.0,
2020-05-02T20:10:09Z,Biking,2020-05-02 20:10:13+00:00,-8.032238006591797,-34.934349060058594,0.0,0.0,95,4.0,0.0,0.0,
2020-05-02T20:10:09Z,Biking,2020-05-02 20:10:16+00:00,-8.032238006591797,-34.934349060058594,0.0,0.0,95,7.0,0.0,0.0,
2020-05-02T20:10:09Z,Biking,2020-05-02 20:10:17+00:00,-8.03225040435791,-34.934356689453125,0.0,2.0,95,8.0,0.0,2.0,0.0
2020-05-02T20:10:09Z,Biking,2020-05-02 20:10:17+00:00,-8.03225040435791,-34.934356689453125,0.0,2.0,95,8.0,0.0,0.0,
2020-05-02T20:10:09Z,Biking,2020-05-02 20:10:17+00:00,-8.03225040435791,-34.934356689453125,0.0,2.0,95,8.0,0.0,0.0,
2020-05-02T20:10:09Z,Biking,2020-05-02 20:10:17+00:00,-8.03225040435791,-34.934356689453125,0.0,2.0,95,8.0,0.0,0.0,
2020-05-02T20:10:09Z,Biking,2020-05-02 20:10:27+00:00,-8.032293319702148,-34.934539794921875,0.0,23.0,95,18.0,0.0,21.0,0.0
2020-05-02T20:10:09Z,Biking,2020-05-02 20:10:27+00:00,-8.032293319702148,-34.934539794921875,0.0,23.0,95,18.0,0.0,0.0,
2020-05-02T20:10:09Z,Biking,2020-05-02 20:10:27+00:00,-8.032293319702148,-34.934539794921875,0.0,23.0,95,18.0,0.0,0.0,
2020-05-02T20:10:09Z,Biking,2020-05-02 20:10:27+00:00,-8.032293319702148,-34.934539794921875,0.0,23.0,95,18.0,0.0,0.0,
2020-05-02T20:10:09Z,Biking,2020-05-02 20:10:28+00:00,-8.03228759765625,-34.934539794921875,0.0,24.0,95,19.0,0.0,1.0,0.0
2020-05-02T20:10:09Z,Biking,2020-05-02 20:10:28+00:00,-8.03228759765625,-34.934539794921875,0.0,24.0,95,19.0,0.0,0.0,
2020-05-02T20:10:09Z,Biking,2020-05-02 20:10:28+00:00,-8.03228759765625,-34.934539794921875,0.0,24.0,95,19.0,0.0,0.0,
2020-05-02T20:10:09Z,Biking,2020-05-02 20:10:28+00:00,-8.03228759765625,-34.934539794921875,0.0,24.0,94,19.0,0.0,0.0,
2020-05-02T20:10:09Z,Biking,2020-05-02 20:10:33+00:00,-8.032356262207031,-34.934566497802734,0.0,32.0,93,24.0,0.0,8.0,0.0
2020-05-02T20:10:09Z,Biking,2020-05-02 20:10:33+00:00,-8.032356262207031,-34.934566497802734,0.0,32.0,94,24.0,0.0,0.0,
2020-05-02T20:10:09Z,Biking,2020-05-02 20:10:33+00:00,-8.032356262207031,-34.934566497802734,0.0,32.0,94,24.0,0.0,0.0,
2020-05-02T20:10:09Z,Biking,2020-05-02 20:10:33+00:00,-8.032356262207031,-34.934566497802734,0.0,32.0,94,24.0,0.0,0.0,
2020-05-02T20:10:09Z,Biking,2020-05-02 20:10:36+00:00,-8.032438278198242,-34.93457794189453,41.0,41.0,95,27.0,41.0,9.0,455.55555555555554
2020-05-02T20:10:09Z,Biking,2020-05-02 20:10:36+00:00,-8.032438278198242,-34.93457794189453,41.0,41.0,95,27.0,0.0,0.0,
2020-05-02T20:10:09Z,Biking,2020-05-02 20:10:36+00:00,-8.032438278198242,-34.93457794189453,41.0,41.0,95,27.0,0.0,0.0,
2020-05-02T20:10:09Z,Biking,2020-05-02 20:10:36+00:00,-8.032438278198242,-34.93457794189453,41.0,41.0,95,27.0,0.0,0.0,
2020-05-02T20:10:09Z,Biking,2020-05-02 20:10:38+00:00,-8.032511711120605,-34.93458557128906,41.0,49.0,96,29.0,0.0,8.0,0.0
2020-05-02T20:10:09Z,Biking,2020-05-02 20:10:38+00:00,-8.032511711120605,-34.93458557128906,41.0,49.0,96,29.0,0.0,0.0,
2020-05-02T20:10:09Z,Biking,2020-05-02 20:10:38+00:00,-8.032511711120605,-34.93458557128906,41.0,49.0,96,29.0,0.0,0.0,
2020-05-02T20:10:09Z,Biking,2020-05-02 20:10:38+00:00,-8.032511711120605,-34.93458557128906,41.0,49.0,96,29.0,0.0,0.0,
2020-05-02T20:10:09Z,Biking,2020-05-02 20:10:40+00:00,-8.032587051391602,-34.93459701538086,41.0,57.0,97,31.0,0.0,8.0,0.0
2020-05-02T20:10:09Z,Biking,2020-05-02 20:10:40+00:00,-8.032587051391602,-34.93459701538086,41.0,57.0,97,31.0,0.0,0.0,
2020-05-02T20:10:09Z,Biking,2020-05-02 20:10:40+00:00,-8.032587051391602,-34.93459701538086,41.0,57.0,97,31.0,0.0,0.0,
2020-05-02T20:10:09Z,Biking,2020-05-02 20:10:40+00:00,-8.032587051391602,-34.93459701538086,41.0,57.0,97,31.0,0.0,0.0,
