activity_id,sport_type,timestamp,latitude,longitude,heart_rate,duration_seconds
2023-03-07T22:33:57Z,ride,2023-03-07 22:38:11+00:00,-8.04923908,-34.95319672,109.0,217.0
2023-03-07T22:33:57Z,ride,2023-03-07 22:38:12+00:00,-8.0492714,-34.95320004,109.0,218.0
2023-03-07T22:33:57Z,ride,2023-03-07 22:38:12+00:00,-8.04930172,-34.95320303,109.0,218.0
2023-03-07T22:33:57Z,ride,2023-03-07 22:38:13+00:00,-8.04932772,-34.95320602,108.0,219.0
2023-03-07T22:33:57Z,ride,2023-03-07 22:38:14+00:00,-8.04934772,-34.95320901,107.0,220.0
2023-03-07T22:33:57Z,ride,2023-03-07 22:38:15+00:00,-8.04936405,-34.95321168,107.0,221.0
2023-03-07T22:33:57Z,ride,2023-03-07 22:38:16+00:00,-8.04937771,-34.95321401,107.0,222.0
2023-03-07T22:33:57Z,ride,2023-03-07 22:38:17+00:00,-8.0493897,-34.95321568,107.0,223.0
2023-03-07T22:33:57Z,ride,2023-03-07 22:38:18+00:00,-8.04940004,-34.95321667,106.0,224.0
2023-03-07T22:33:57Z,ride,2023-03-07 22:38:19+00:00,-8.04940969,-34.95321732,105.0,225.0
2023-03-07T22:33:57Z,ride,2023-03-07 22:38:20+00:00,-8.04941702,-34.95321732,105.0,226.0
2023-03-07T22:33:57Z,ride,2023-03-07 22:38:21+00:00,-8.04942267,-34.95321633,105.0,227.0
2023-03-07T22:33:57Z,ride,2023-03-07 22:38:22+00:00,-8.04942967,-34.95321533,105.0,228.0
2023-03-07T22:33:57Z,ride,2023-03-07 22:38:23+00:00,-8.049442,-34.953216,105.0,229.0
2023-03-07T22:33:57Z,ride,2023-03-07 22:38:24+00:00,-8.049458,-34.95321899,106.0,230.0
2023-03-07T22:33:57Z,ride,2023-03-07 22:38:25+00:00,-8.04947799,-34.95322298,106.0,231.0
2023-03-07T22:33:57Z,ride,2023-03-07 22:38:26+00:00,-8.04950265,-34.95322698,106.0,232.0
2023-03-07T22:33:57Z,ride,2023-03-07 22:38:27+00:00,-8.04953131,-34.95323297,106.0,233.0
2023-03-07T22:33:57Z,ride,2023-03-07 22:38:28+00:00,-8.04956364,-34.95324029,106.0,234.0
2023-03-07T22:33:57Z,ride,2023-03-07 22:38:29+00:00,-8.04959797,-34.95324629,106.0,235.0
