activity_id,sport_type,timestamp,latitude,longitude,heart_rate,duration_seconds
2023-03-14T00:13:29Z,ride,2023-03-14 00:13:46+00:00,-8.104875,-35.04683666,90,0.0
2023-03-14T00:13:29Z,ride,2023-03-14 00:13:47+00:00,-8.10486701,-35.046832,90,1.0
2023-03-14T00:13:29Z,ride,2023-03-14 00:13:48+00:00,-8.10484568,-35.046813,90,2.0
2023-03-14T00:13:29Z,ride,2023-03-14 00:13:49+00:00,-8.10481502,-35.04680034,89,3.0
2023-03-14T00:13:29Z,ride,2023-03-14 00:13:50+00:00,-8.10477703,-35.04678134,89,4.0
2023-03-14T00:13:29Z,ride,2023-03-14 00:13:51+00:00,-8.10473537,-35.04675768,89,5.0
2023-03-14T00:13:29Z,ride,2023-03-14 00:13:52+00:00,-8.10469238,-35.04673001,89,6.0
2023-03-14T00:13:29Z,ride,2023-03-14 00:13:53+00:00,-8.10464838,-35.04670002,89,7.0
2023-03-14T00:13:29Z,ride,2023-03-14 00:13:54+00:00,-8.10460073,-35.0466657,89,8.0
2023-03-14T00:13:29Z,ride,2023-03-14 00:13:55+00:00,-8.10455306,-35.04663136,88,9.0
2023-03-14T00:13:29Z,ride,2023-03-14 00:13:56+00:00,-8.1045024,-35.04659971,88,10.0
2023-03-14T00:13:29Z,ride,2023-03-14 00:13:57+00:00,-8.10445174,-35.04656872,87,11.0
2023-03-14T00:13:29Z,ride,2023-03-14 00:13:58+00:00,-8.10440408,-35.04654338,87,12.0
2023-03-14T00:13:29Z,ride,2023-03-14 00:14:00+00:00,-8.10435208,-35.04651706,86,14.0
2023-03-14T00:13:29Z,ride,2023-03-14 00:14:00+00:00,-8.10429875,-35.04649339,86,14.0
2023-03-14T00:13:29Z,ride,2023-03-14 00:14:01+00:00,-8.10424509,-35.04647274,87,15.0
2023-03-14T00:13:29Z,ride,2023-03-14 00:14:02+00:00,-8.10419042,-35.04645407,87,16.0
2023-03-14T00:13:29Z,ride,2023-03-14 00:14:03+00:00,-8.10413842,-35.04643975,87,17.0
2023-03-14T00:13:29Z,ride,2023-03-14 00:14:04+00:00,-8.10408043,-35.04642841,87,18.0
2023-03-14T00:13:29Z,ride,2023-03-14 00:14:05+00:00,-8.10402078,-35.04641842,86,19.0
2023-03-14T00:13:29Z,ride,2023-03-14 00:14:06+00:00,-8.10396478,-35.04641076,86,20.0
2023-03-14T00:13:29Z,ride,2023-03-14 00:14:07+00:00,-8.10390745,-35.04640509,85,21.0
2023-03-14T00:13:29Z,ride,2023-03-14 00:14:08+00:00,-8.10384913,-35.04640009,85,22.0
2023-03-14T00:13:29Z,ride,2023-03-14 00:14:09+00:00,-8.10379113,-35.04639776,85,23.0
2023-03-14T00:13:29Z,ride,2023-03-14 00:14:10+00:00,-8.10373214,-35.04639809,85,24.0
2023-03-14T00:13:29Z,ride,2023-03-14 00:14:11+00:00,-8.10367414,-35.04640008,85,25.0
2023-03-14T00:13:29Z,ride,2023-03-14 00:14:12+00:00,-8.10361647,-35.04640408,85,26.0
2023-03-14T00:13:29Z,ride,2023-03-14 00:14:13+00:00,-8.10355981,-35.04640907,86,27.0
2023-03-14T00:13:29Z,ride,2023-03-14 00:14:14+00:00,-8.10350348,-35.0464154,86,28.0
2023-03-14T00:13:29Z,ride,2023-03-14 00:14:15+00:00,-8.10344815,-35.04642239,86,29.0
2023-03-14T00:13:29Z,ride,2023-03-14 00:14:16+00:00,-8.10339415,-35.04642872,86,30.0
2023-03-14T00:13:29Z,ride,2023-03-14 00:14:17+00:00,-8.10334148,-35.04643505,87,31.0
2023-03-14T00:13:29Z,ride,2023-03-14 00:14:19+00:00,-8.10328916,-35.04644371,89,33.0
2023-03-14T00:13:29Z,ride,2023-03-14 00:14:20+00:00,-8.10323683,-35.04645171,88,34.0
2023-03-14T00:13:29Z,ride,2023-03-14 00:14:21+00:00,-8.10318217,-35.04646136,86,35.0
2023-03-14T00:13:29Z,ride,2023-03-14 00:14:22+00:00,-8.10313117,-35.04647635,85,36.0
2023-03-14T00:13:29Z,ride,2023-03-14 00:14:23+00:00,-8.10308585,-35.04649602,85,37.0
2023-03-14T00:13:29Z,ride,2023-03-14 00:14:24+00:00,-8.10304752,-35.04652402,85,38.0
2023-03-14T00:13:29Z,ride,2023-03-14 00:14:25+00:00,-8.10301552,-35.04655869,85,39.0
2023-03-14T00:13:29Z,ride,2023-03-14 00:14:26+00:00,-8.10298752,-35.04659834,87,40.0
2023-03-14T00:13:29Z,ride,2023-03-14 00:14:27+00:00,-8.10296386,-35.04664034,88,41.0
2023-03-14T00:13:29Z,ride,2023-03-14 00:14:28+00:00,-8.10294353,-35.04668467,89,42.0
2023-03-14T00:13:29Z,ride,2023-03-14 00:14:29+00:00,-8.1029242,-35.04673167,89,43.0
2023-03-14T00:13:29Z,ride,2023-03-14 00:14:30+00:00,-8.10290754,-35.04677966,89,44.0
2023-03-14T00:13:29Z,ride,2023-03-14 00:14:31+00:00,-8.10289354,-35.04682731,89,45.0
2023-03-14T00:13:29Z,ride,2023-03-14 00:14:32+00:00,-8.10288221,-35.04687631,90,46.0
2023-03-14T00:13:29Z,ride,2023-03-14 00:14:33+00:00,-8.10287489,-35.0469293,90,47.0
2023-03-14T00:13:29Z,ride,2023-03-14 00:14:34+00:00,-8.10287222,-35.0469853,89,48.0
2023-03-14T00:13:29Z,ride,2023-03-14 00:14:35+00:00,-8.10286923,-35.04703797,89,49.0
2023-03-14T00:13:29Z,ride,2023-03-14 00:14:36+00:00,-8.10286624,-35.04708297,89,50.0
2023-03-14T00:13:29Z,ride,2023-03-14 00:14:37+00:00,-8.10285992,-35.0471273,90,51.0
2023-03-14T00:13:29Z,ride,2023-03-14 00:14:38+00:00,-8.10284892,-35.04717063,91,52.0
2023-03-14T00:13:29Z,ride,2023-03-14 00:14:39+00:00,-8.10283193,-35.04720863,91,53.0
