activity_id,sport_type,timestamp,latitude,longitude,heart_rate,cadence,duration_seconds
2023-01-10T22:40:29Z,walk,2023-01-10 22:41:03+00:00,-8.05178,-34.94892833,82.0,31.0,0.0
2023-01-10T22:40:29Z,walk,2023-01-10 22:41:04+00:00,-8.05177833,-34.94892966,82.0,31.0,1.0
2023-01-10T22:40:29Z,walk,2023-01-10 22:41:05+00:00,-8.05176901,-34.94893999,82.0,31.0,2.0
2023-01-10T22:40:29Z,walk,2023-01-10 22:41:06+00:00,-8.05176834,-34.94895731,82.0,32.0,3.0
2023-01-10T22:40:29Z,walk,2023-01-10 22:41:07+00:00,-8.05176402,-34.94897197,82.0,32.0,4.0
2023-01-10T22:40:29Z,walk,2023-01-10 22:41:08+00:00,-8.05175602,-34.94898097,82.0,33.0,5.0
2023-01-10T22:40:29Z,walk,2023-01-10 22:41:09+00:00,-8.05175136,-34.94899096,83.0,33.0,6.0
2023-01-10T22:40:29Z,walk,2023-01-10 22:41:10+00:00,-8.05174871,-34.94900096,83.0,33.0,7.0
2023-01-10T22:40:29Z,walk,2023-01-10 22:41:11+00:00,-8.05174404,-34.94901095,83.0,33.0,8.0
2023-01-10T22:40:29Z,walk,2023-01-10 22:41:12+00:00,-8.05174172,-34.94901928,83.0,33.0,9.0
2023-01-10T22:40:29Z,walk,2023-01-10 22:41:13+00:00,-8.05174072,-34.94902495,83.0,33.0,10.0
2023-01-10T22:40:29Z,walk,2023-01-10 22:41:14+00:00,-8.05173773,-34.94903094,83.0,33.0,11.0
2023-01-10T22:40:29Z,walk,2023-01-10 22:41:15+00:00,-8.05173073,-34.94903594,83.0,33.0,12.0
2023-01-10T22:40:29Z,walk,2023-01-10 22:41:16+00:00,-8.0517234,-34.94904493,84.0,33.0,13.0
2023-01-10T22:40:29Z,walk,2023-01-10 22:41:17+00:00,-8.05171507,-34.94905526,84.0,33.0,14.0
2023-01-10T22:40:29Z,walk,2023-01-10 22:41:18+00:00,-8.05170474,-34.9490656,84.0,33.0,15.0
2023-01-10T22:40:29Z,walk,2023-01-10 22:41:19+00:00,-8.05169441,-34.94907659,84.0,33.0,16.0
2023-01-10T22:40:29Z,walk,2023-01-10 22:41:20+00:00,-8.05168141,-34.94908792,85.0,33.0,17.0
2023-01-10T22:40:29Z,walk,2023-01-10 22:41:21+00:00,-8.05167342,-34.94909891,85.0,33.0,18.0
2023-01-10T22:40:29Z,walk,2023-01-10 22:41:22+00:00,-8.05166343,-34.94910791,85.0,31.0,19.0
2023-01-10T22:40:29Z,walk,2023-01-10 22:41:23+00:00,-8.0516541,-34.9491169,85.0,31.0,20.0
2023-01-10T22:40:29Z,walk,2023-01-10 22:41:24+00:00,-8.05164678,-34.9491249,85.0,31.0,21.0
2023-01-10T22:40:29Z,walk,2023-01-10 22:41:25+00:00,-8.05164012,-34.94913256,85.0,32.0,22.0
2023-01-10T22:40:29Z,walk,2023-01-10 22:41:26+00:00,-8.05163612,-34.94914089,85.0,32.0,23.0
2023-01-10T22:40:29Z,walk,2023-01-10 22:41:27+00:00,-8.05163412,-34.94915089,85.0,31.0,24.0
2023-01-10T22:40:29Z,walk,2023-01-10 22:41:28+00:00,-8.05163345,-34.94916355,85.0,31.0,25.0
2023-01-10T22:40:29Z,walk,2023-01-10 22:41:29+00:00,-8.05163213,-34.94917755,85.0,31.0,26.0
2023-01-10T22:40:29Z,walk,2023-01-10 22:41:30+00:00,-8.05163146,-34.94919155,85.0,31.0,27.0
2023-01-10T22:40:29Z,walk,2023-01-10 22:41:31+00:00,-8.05163114,-34.94920555,85.0,31.0,28.0
2023-01-10T22:40:29Z,walk,2023-01-10 22:41:32+00:00,-8.05163114,-34.94922055,84.0,31.0,29.0
2023-01-10T22:40:29Z,walk,2023-01-10 22:41:33+00:00,-8.05163146,-34.94923455,84.0,31.0,30.0
2023-01-10T22:40:29Z,walk,2023-01-10 22:41:34+00:00,-8.05163213,-34.94924754,84.0,31.0,31.0
2023-01-10T22:40:29Z,walk,2023-01-10 22:41:35+00:00,-8.05163345,-34.94926087,84.0,31.0,32.0
2023-01-10T22:40:29Z,walk,2023-01-10 22:41:36+00:00,-8.05163612,-34.9492742,84.0,31.0,33.0
2023-01-10T22:40:29Z,walk,2023-01-10 22:41:37+00:00,-8.05163911,-34.94928853,84.0,64.0,34.0
2023-01-10T22:40:29Z,walk,2023-01-10 22:41:38+00:00,-8.05164378,-34.94930352,84.0,64.0,35.0
2023-01-10T22:40:29Z,walk,2023-01-10 22:41:39+00:00,-8.05164943,-34.94931985,84.0,64.0,36.0
2023-01-10T22:40:29Z,walk,2023-01-10 22:41:40+00:00,-8.05165343,-34.94933385,84.0,63.0,37.0
2023-01-10T22:40:29Z,walk,2023-01-10 22:41:41+00:00,-8.05165576,-34.94934785,85.0,64.0,38.0
2023-01-10T22:40:29Z,walk,2023-01-10 22:41:42+00:00,-8.05165142,-34.94936051,85.0,64.0,39.0
2023-01-10T22:40:29Z,walk,2023-01-10 22:41:43+00:00,-8.0516451,-34.94937284,85.0,64.0,40.0
2023-01-10T22:40:29Z,walk,2023-01-10 22:41:44+00:00,-8.05163677,-34.9493845,85.0,64.0,41.0
2023-01-10T22:40:29Z,walk,2023-01-10 22:41:45+00:00,-8.05162843,-34.94939483,85.0,64.0,42.0
2023-01-10T22:40:29Z,walk,2023-01-10 22:41:46+00:00,-8.05161911,-34.94940349,85.0,64.0,43.0
2023-01-10T22:40:29Z,walk,2023-01-10 22:41:47+00:00,-8.05160911,-34.94941314,85.0,64.0,44.0
2023-01-10T22:40:29Z,walk,2023-01-10 22:41:48+00:00,-8.05159745,-34.94942348,85.0,64.0,45.0
2023-01-10T22:40:29Z,walk,2023-01-10 22:41:49+00:00,-8.05158546,-34.9494348,85.0,64.0,46.0
2023-01-10T22:40:29Z,walk,2023-01-10 22:41:50+00:00,-8.05157446,-34.94944612,85.0,64.0,47.0
2023-01-10T22:40:29Z,walk,2023-01-10 22:41:51+00:00,-8.05156547,-34.94945811,85.0,64.0,48.0
2023-01-10T22:40:29Z,walk,2023-01-10 22:41:52+00:00,-8.05156047,-34.94947111,85.0,64.0,49.0
2023-01-10T22:40:29Z,walk,2023-01-10 22:41:53+00:00,-8.05155748,-34.9494861,85.0,64.0,50.0
2023-01-10T22:40:29Z,walk,2023-01-10 22:41:54+00:00,-8.05155616,-34.9494991,85.0,64.0,51.0
2023-01-10T22:40:29Z,walk,2023-01-10 22:41:55+00:00,-8.05155517,-34.94951176,85.0,64.0,52.0
2023-01-10T22:40:29Z,walk,2023-01-10 22:41:56+00:00,-8.05155517,-34.94952709,85.0,63.0,53.0
2023-01-10T22:40:29Z,walk,2023-01-10 22:41:57+00:00,-8.05155517,-34.94954275,85.0,63.0,54.0
2023-01-10T22:40:29Z,walk,2023-01-10 22:41:58+00:00,-8.05155549,-34.94956007,85.0,63.0,55.0
2023-01-10T22:40:29Z,walk,2023-01-10 22:41:59+00:00,-8.05155649,-34.94957907,85.0,63.0,56.0
2023-01-10T22:40:29Z,walk,2023-01-10 22:42:00+00:00,-8.05155815,-34.94959774,85.0,63.0,57.0
2023-01-10T22:40:29Z,walk,2023-01-10 22:42:01+00:00,-8.05155947,-34.94961473,85.0,64.0,58.0
2023-01-10T22:40:29Z,walk,2023-01-10 22:42:02+00:00,-8.05156014,-34.94962939,85.0,63.0,59.0
