activity_id,sport_type,timestamp,latitude,longitude,heart_rate,cadence,speed,duration_seconds
2025-07-16T19:21:13Z,Run,2025-07-16 19:22:36+00:00,-8.04440999,-34.93921667,101,47,0.0,0.0
2025-07-16T19:21:13Z,Run,2025-07-16 19:22:38+00:00,-8.04441832,-34.93902333,102,47,0.0,2.0
2025-07-16T19:21:13Z,Run,2025-07-16 19:22:40+00:00,-8.04440166,-34.93902666,102,47,0.0,4.0
2025-07-16T19:21:13Z,Run,2025-07-16 19:22:42+00:00,-8.0444,-34.93902999,102,47,0.0,6.0
2025-07-16T19:21:13Z,Run,2025-07-16 19:22:43+00:00,-8.04439201,-34.93903266,104,47,0.0,7.0
2025-07-16T19:21:13Z,Run,2025-07-16 19:22:44+00:00,-8.04438234,-34.93904765,105,47,0.0,8.0
2025-07-16T19:21:13Z,Run,2025-07-16 19:22:45+00:00,-8.04437269,-34.93907064,106,47,0.0,9.0
2025-07-16T19:21:13Z,Run,2025-07-16 19:22:46+00:00,-8.04436335,-34.93909264,106,47,0.0,10.0
2025-07-16T19:21:13Z,Run,2025-07-16 19:22:47+00:00,-8.04435502,-34.93911396,105,47,0.0,11.0
2025-07-16T19:21:13Z,Run,2025-07-16 19:22:48+00:00,-8.04435236,-34.93913496,105,47,0.0,12.0
2025-07-16T19:21:13Z,Run,2025-07-16 19:22:49+00:00,-8.04435003,-34.93915062,103,47,0.0,13.0
2025-07-16T19:21:13Z,Run,2025-07-16 19:22:50+00:00,-8.04435302,-34.93917095,102,47,0.0,14.0
2025-07-16T19:21:13Z,Run,2025-07-16 19:22:51+00:00,-8.04435802,-34.93919194,102,47,0.0,15.0
2025-07-16T19:21:13Z,Run,2025-07-16 19:22:52+00:00,-8.04436068,-34.93920161,102,47,0.0,16.0
2025-07-16T19:21:13Z,Run,2025-07-16 19:22:53+00:00,-8.04436434,-34.9392096,102,47,0.0,17.0
2025-07-16T19:21:13Z,Run,2025-07-16 19:22:54+00:00,-8.044366,-34.93921693,103,47,0.0,18.0
2025-07-16T19:21:13Z,Run,2025-07-16 19:22:55+00:00,-8.04436732,-34.93922592,103,47,0.0,19.0
2025-07-16T19:21:13Z,Run,2025-07-16 19:22:56+00:00,-8.04436965,-34.93923491,103,47,0.0,20.0
2025-07-16T19:21:13Z,Run,2025-07-16 19:22:57+00:00,-8.04437264,-34.93924458,104,47,0.5899999737739563,21.0
2025-07-16T19:21:13Z,Run,2025-07-16 19:22:58+00:00,-8.04437597,-34.93925457,104,47,0.5899999737739563,22.0
2025-07-16T19:21:13Z,Run,2025-07-16 19:22:59+00:00,-8.04438064,-34.9392629,105,47,1.0499999523162842,23.0
2025-07-16T19:21:13Z,Run,2025-07-16 19:23:00+00:00,-8.04438629,-34.93927156,105,47,0.8999999761581421,24.0
2025-07-16T19:21:13Z,Run,2025-07-16 19:23:01+00:00,-8.04439396,-34.93928356,105,47,0.8799999952316284,25.0
2025-07-16T19:21:13Z,Run,2025-07-16 19:23:02+00:00,-8.04440028,-34.93928889,105,70,0.4399999976158142,26.0
2025-07-16T19:21:13Z,Run,2025-07-16 19:23:03+00:00,-8.04440462,-34.93928921,105,70,0.0,27.0
2025-07-16T19:21:13Z,Run,2025-07-16 19:23:04+00:00,-8.04440627,-34.93928987,105,70,0.0,28.0
2025-07-16T19:21:13Z,Run,2025-07-16 19:23:06+00:00,-8.04441327,-34.93929487,105,70,0.0,30.0
2025-07-16T19:21:13Z,Run,2025-07-16 19:23:07+00:00,-8.04441195,-34.93929586,105,70,0.0,31.0
2025-07-16T19:21:13Z,Run,2025-07-16 19:23:08+00:00,-8.04441129,-34.93929618,106,70,0.0,32.0
2025-07-16T19:21:13Z,Run,2025-07-16 19:23:09+00:00,-8.04441328,-34.93929553,106,70,0.0,33.0
2025-07-16T19:21:13Z,Run,2025-07-16 19:23:10+00:00,-8.04441428,-34.93929319,106,70,0.0,34.0
2025-07-16T19:21:13Z,Run,2025-07-16 19:23:11+00:00,-8.04441461,-34.93928954,106,70,0.0,35.0
2025-07-16T19:21:13Z,Run,2025-07-16 19:23:12+00:00,-8.04441394,-34.93928355,106,70,0.0,36.0
2025-07-16T19:21:13Z,Run,2025-07-16 19:23:13+00:00,-8.04441327,-34.93927855,107,70,0.0,37.0
