activity_id,sport_type,timestamp,latitude,longitude,speed,heart_rate,duration_seconds
2024-09-22T14:07:39Z,Ride,2024-09-22 14:07:50+00:00,-8.04447333,-34.939405,0.0,,0.0
2024-09-22T14:07:39Z,Ride,2024-09-22 14:07:51+00:00,-8.04444967,-34.939413,0.0,,1.0
2024-09-22T14:07:39Z,Ride,2024-09-22 14:07:52+00:00,-8.04445032,-34.93941067,0.0,,2.0
2024-09-22T14:07:39Z,Ride,2024-09-22 14:07:53+00:00,-8.04438032,-34.93940434,0.0,,3.0
2024-09-22T14:07:39Z,Ride,2024-09-22 14:07:54+00:00,-8.044318,-34.93941467,0.0,,4.0
2024-09-22T14:07:39Z,Ride,2024-09-22 14:07:55+00:00,-8.044271,-34.93942433,0.0,,5.0
2024-09-22T14:07:39Z,Ride,2024-09-22 14:07:56+00:00,-8.04423568,-34.939435,0.0,,6.0
2024-09-22T14:07:39Z,Ride,2024-09-22 14:07:57+00:00,-8.04419501,-34.93945066,1.0800000429153442,,7.0
2024-09-22T14:07:39Z,Ride,2024-09-22 14:07:58+00:00,-8.04415368,-34.93946899,1.0800000429153442,,8.0
2024-09-22T14:07:39Z,Ride,2024-09-22 14:07:59+00:00,-8.04411402,-34.93948631,2.5999999046325684,,9.0
2024-09-22T14:07:39Z,Ride,2024-09-22 14:08:00+00:00,-8.04405703,-34.93950697,3.069999933242798,,10.0
2024-09-22T14:07:39Z,Ride,2024-09-22 14:08:01+00:00,-8.04402336,-34.93952429,3.240000009536743,,11.0
2024-09-22T14:07:39Z,Ride,2024-09-22 14:08:02+00:00,-8.04401971,-34.93953496,3.240000009536743,,12.0
2024-09-22T14:07:39Z,Ride,2024-09-22 14:08:03+00:00,-8.04403603,-34.93954128,3.049999952316284,,13.0
2024-09-22T14:07:39Z,Ride,2024-09-22 14:08:04+00:00,-8.04404402,-34.93954461,3.049999952316284,,14.0
2024-09-22T14:07:39Z,Ride,2024-09-22 14:08:05+00:00,-8.04405235,-34.93954794,2.9100000858306885,,15.0
