activity_id,sport_type,timestamp,latitude,longitude,cadence,speed,heart_rate,duration_seconds
2024-10-31T22:20:20Z,Run,2024-10-31 22:20:34+00:00,-8.04836667,-34.95113666,87.0,0.0,,0.0
2024-10-31T22:20:20Z,Run,2024-10-31 22:20:35+00:00,-8.04837567,-34.95114732,87.0,0.0,,1.0
2024-10-31T22:20:20Z,Run,2024-10-31 22:20:38+00:00,-8.048295,-34.95120166,87.0,0.0,99.0,4.0
2024-10-31T22:20:20Z,Run,2024-10-31 22:20:39+00:00,-8.04831,-34.95121231,87.0,0.0,98.0,5.0
2024-10-31T22:20:20Z,Run,2024-10-31 22:20:40+00:00,-8.04834232,-34.95122964,88.0,0.7400000095367432,96.0,6.0
2024-10-31T22:20:20Z,Run,2024-10-31 22:20:41+00:00,-8.04836832,-34.95124364,89.0,1.399999976158142,95.0,7.0
2024-10-31T22:20:20Z,Run,2024-10-31 22:20:42+00:00,-8.04838331,-34.95125364,88.0,1.4299999475479126,96.0,8.0
2024-10-31T22:20:20Z,Run,2024-10-31 22:20:43+00:00,-8.0483913,-34.9512583,89.0,1.7000000476837158,96.0,9.0
2024-10-31T22:20:20Z,Run,2024-10-31 22:20:44+00:00,-8.0483973,-34.95126263,88.0,2.0,97.0,10.0
2024-10-31T22:20:20Z,Run,2024-10-31 22:20:45+00:00,-8.04840529,-34.95127263,88.0,2.0,97.0,11.0
2024-10-31T22:20:20Z,Run,2024-10-31 22:20:46+00:00,-8.04841496,-34.95128528,88.0,2.1500000953674316,98.0,12.0
2024-10-31T22:20:20Z,Run,2024-10-31 22:20:47+00:00,-8.04842128,-34.95130428,88.0,2.0399999618530273,101.0,13.0
2024-10-31T22:20:20Z,Run,2024-10-31 22:20:48+00:00,-8.04842528,-34.95132628,89.0,1.9900000095367432,103.0,14.0
2024-10-31T22:20:20Z,Run,2024-10-31 22:20:49+00:00,-8.04842661,-34.95135162,88.0,2.0399999618530273,102.0,15.0
2024-10-31T22:20:20Z,Run,2024-10-31 22:20:50+00:00,-8.04842495,-34.95137994,88.0,2.0399999618530273,103.0,16.0
2024-10-31T22:20:20Z,Run,2024-10-31 22:20:51+00:00,-8.04842329,-34.95140926,88.0,2.0999999046325684,103.0,17.0
2024-10-31T22:20:20Z,Run,2024-10-31 22:20:52+00:00,-8.04842163,-34.95143693,88.0,2.25,102.0,18.0
2024-10-31T22:20:20Z,Run,2024-10-31 22:20:53+00:00,-8.04841897,-34.95146193,88.0,2.25,102.0,19.0
2024-10-31T22:20:20Z,Run,2024-10-31 22:20:54+00:00,-8.04841864,-34.9514886,88.0,2.4100000858306885,108.0,20.0
2024-10-31T22:20:20Z,Run,2024-10-31 22:20:55+00:00,-8.04842064,-34.95151559,88.0,2.5299999713897705,111.0,21.0
2024-10-31T22:20:20Z,Run,2024-10-31 22:20:56+00:00,-8.04842264,-34.95154158,88.0,2.5899999141693115,112.0,22.0
2024-10-31T22:20:20Z,Run,2024-10-31 22:20:57+00:00,-8.04842563,-34.95156824,88.0,2.630000114440918,112.0,23.0
2024-10-31T22:20:20Z,Run,2024-10-31 22:20:59+00:00,-8.04842896,-34.95159558,89.0,2.640000104904175,113.0,25.0
2024-10-31T22:20:20Z,Run,2024-10-31 22:20:59+00:00,-8.04843428,-34.95162357,89.0,2.640000104904175,113.0,25.0
2024-10-31T22:20:20Z,Run,2024-10-31 22:21:00+00:00,-8.04843928,-34.95165123,88.0,2.6500000953674316,114.0,26.0
2024-10-31T22:20:20Z,Run,2024-10-31 22:21:01+00:00,-8.04844427,-34.9516799,89.0,2.6500000953674316,114.0,27.0
2024-10-31T22:20:20Z,Run,2024-10-31 22:21:02+00:00,-8.04844926,-34.95170822,88.0,2.6700000762939453,114.0,28.0
2024-10-31T22:20:20Z,Run,2024-10-31 22:21:03+00:00,-8.04845292,-34.95173421,88.0,2.690000057220459,115.0,29.0
