activity_id,sport_type,timestamp,latitude,longitude,cadence,heart_rate,duration_seconds
2023-06-06T22:35:50Z,walk,2023-06-06 22:36:04+00:00,-8.05179167,-34.94864832,31.0,,0.0
2023-06-06T22:35:50Z,walk,2023-06-06 22:36:05+00:00,-8.05178934,-34.94864966,31.0,,1.0
2023-06-06T22:35:50Z,walk,2023-06-06 22:36:06+00:00,-8.05177169,-34.94863732,31.0,,2.0
2023-06-06T22:35:50Z,walk,2023-06-06 22:36:07+00:00,-8.05176069,-34.94864532,32.0,94.0,3.0
2023-06-06T22:35:50Z,walk,2023-06-06 22:36:08+00:00,-8.05175302,-34.94866231,32.0,93.0,4.0
2023-06-06T22:35:50Z,walk,2023-06-06 22:36:09+00:00,-8.05175102,-34.94868398,31.0,93.0,5.0
2023-06-06T22:35:50Z,walk,2023-06-06 22:36:10+00:00,-8.05174503,-34.94870231,31.0,93.0,6.0
2023-06-06T22:35:50Z,walk,2023-06-06 22:36:11+00:00,-8.0517357,-34.94871631,32.0,93.0,7.0
2023-06-06T22:35:50Z,walk,2023-06-06 22:36:12+00:00,-8.05172671,-34.94872997,32.0,93.0,8.0
2023-06-06T22:35:50Z,walk,2023-06-06 22:36:13+00:00,-8.05171904,-34.94874197,32.0,93.0,9.0
2023-06-06T22:35:50Z,walk,2023-06-06 22:36:14+00:00,-8.05171104,-34.94875496,32.0,94.0,10.0
2023-06-06T22:35:50Z,walk,2023-06-06 22:36:15+00:00,-8.05170472,-34.94876896,32.0,95.0,11.0
2023-06-06T22:35:50Z,walk,2023-06-06 22:36:16+00:00,-8.05169806,-34.94878296,31.0,96.0,12.0
2023-06-06T22:35:50Z,walk,2023-06-06 22:36:17+00:00,-8.05169174,-34.94879829,32.0,97.0,13.0
2023-06-06T22:35:50Z,walk,2023-06-06 22:36:18+00:00,-8.05168407,-34.94881195,32.0,97.0,14.0
2023-06-06T22:35:50Z,walk,2023-06-06 22:36:19+00:00,-8.05167874,-34.94882528,32.0,98.0,15.0
2023-06-06T22:35:50Z,walk,2023-06-06 22:36:20+00:00,-8.05167641,-34.94883895,32.0,98.0,16.0
2023-06-06T22:35:50Z,walk,2023-06-06 22:36:21+00:00,-8.05167476,-34.94885127,31.0,98.0,17.0
2023-06-06T22:35:50Z,walk,2023-06-06 22:36:22+00:00,-8.05167608,-34.94886227,31.0,98.0,18.0
2023-06-06T22:35:50Z,walk,2023-06-06 22:36:23+00:00,-8.05167675,-34.94887394,30.0,98.0,19.0
2023-06-06T22:35:50Z,walk,2023-06-06 22:36:24+00:00,-8.05167408,-34.9488896,30.0,98.0,20.0
2023-06-06T22:35:50Z,walk,2023-06-06 22:36:25+00:00,-8.05166976,-34.94890826,30.0,98.0,21.0
2023-06-06T22:35:50Z,walk,2023-06-06 22:36:26+00:00,-8.05166709,-34.94892525,30.0,98.0,22.0
2023-06-06T22:35:50Z,walk,2023-06-06 22:36:27+00:00,-8.05166642,-34.94894091,30.0,99.0,23.0
2023-06-06T22:35:50Z,walk,2023-06-06 22:36:28+00:00,-8.05166875,-34.94895691,30.0,99.0,24.0
2023-06-06T22:35:50Z,walk,2023-06-06 22:36:29+00:00,-8.05167007,-34.94897423,30.0,100.0,25.0
2023-06-06T22:35:50Z,walk,2023-06-06 22:36:30+00:00,-8.05167173,-34.94899023,30.0,100.0,26.0
2023-06-06T22:35:50Z,walk,2023-06-06 22:36:31+00:00,-8.05167107,-34.94900589,30.0,100.0,27.0
2023-06-06T22:35:50Z,walk,2023-06-06 22:36:32+00:00,-8.05166975,-34.94902288,30.0,100.0,28.0
2023-06-06T22:35:50Z,walk,2023-06-06 22:36:33+00:00,-8.05166908,-34.94903655,30.0,103.0,29.0
2023-06-06T22:35:50Z,walk,2023-06-06 22:36:34+00:00,-8.0516694,-34.94904921,30.0,103.0,30.0
2023-06-06T22:35:50Z,walk,2023-06-06 22:36:35+00:00,-8.05167074,-34.94906187,30.0,104.0,31.0
2023-06-06T22:35:50Z,walk,2023-06-06 22:36:36+00:00,-8.05167107,-34.94907554,30.0,104.0,32.0
2023-06-06T22:35:50Z,walk,2023-06-06 22:36:37+00:00,-8.0516694,-34.94908986,30.0,104.0,33.0
2023-06-06T22:35:50Z,walk,2023-06-06 22:36:38+00:00,-8.05166641,-34.94910619,30.0,104.0,34.0
2023-06-06T22:35:50Z,walk,2023-06-06 22:36:39+00:00,-8.05166441,-34.94912318,30.0,104.0,35.0
2023-06-06T22:35:50Z,walk,2023-06-06 22:36:40+00:00,-8.05165909,-34.94914351,30.0,104.0,36.0
2023-06-06T22:35:50Z,walk,2023-06-06 22:36:41+00:00,-8.05165342,-34.94916284,30.0,104.0,37.0
2023-06-06T22:35:50Z,walk,2023-06-06 22:36:42+00:00,-8.05165342,-34.94917951,30.0,105.0,38.0
2023-06-06T22:35:50Z,walk,2023-06-06 22:36:43+00:00,-8.05165375,-34.94919484,30.0,105.0,39.0
2023-06-06T22:35:50Z,walk,2023-06-06 22:36:44+00:00,-8.05165474,-34.94920884,30.0,106.0,40.0
2023-06-06T22:35:50Z,walk,2023-06-06 22:36:45+00:00,-8.05165807,-34.94922383,30.0,106.0,41.0
2023-06-06T22:35:50Z,walk,2023-06-06 22:36:46+00:00,-8.0516614,-34.94923615,30.0,106.0,42.0
2023-06-06T22:35:50Z,walk,2023-06-06 22:36:47+00:00,-8.05166707,-34.94924715,64.0,106.0,43.0
2023-06-06T22:35:50Z,walk,2023-06-06 22:36:48+00:00,-8.05167006,-34.94925949,63.0,106.0,44.0
