activity_id,sport_type,timestamp,latitude,longitude,altitude,distance,heart_rate,duration_seconds,altitude_diff,distance_diff,gradient
2020-04-25T19:35:45Z,Biking,2020-04-25 19:35:45+00:00,-8.032966613769531,-34.934730529785156,0.0,0.0,102,0.0,,,
2020-04-25T19:35:45Z,Biking,2020-04-25 19:35:48+00:00,-8.032966613769531,-34.934730529785156,0.0,0.0,102,3.0,0.0,0.0,
2020-04-25T19:35:45Z,Biking,2020-04-25 19:35:49+00:00,-8.032970428466797,-34.93472671508789,0.0,1.0,102,4.0,0.0,1.0,0.0
2020-04-25T19:35:45Z,Biking,2020-04-25 19:35:49+00:00,-8.032970428466797,-34.93472671508789,0.0,1.0,101,4.0,0.0,0.0,
2020-04-25T19:35:45Z,Biking,2020-04-25 19:35:50+00:00,-8.032970428466797,-34.93472671508789,0.0,1.0,101,5.0,0.0,0.0,
2020-04-25T19:35:45Z,Biking,2020-04-25 19:35:50+00:00,-8.032970428466797,-34.93472671508789,0.0,1.0,101,5.0,0.0,0.0,
2020-04-25T19:35:45Z,Biking,2020-04-25 19:35:51+00:00,-8.032971382141113,-34.93472671508789,0.0,1.0,101,6.0,0.0,0.0,
2020-04-25T19:35:45Z,Biking,2020-04-25 19:35:51+00:00,-8.032971382141113,-34.93472671508789,0.0,1.0,100,6.0,0.0,0.0,
2020-04-25T19:35:45Z,Biking,2020-04-25 19:35:52+00:00,-8.03297233581543,-34.934722900390625,0.0,1.0,100,7.0,0.0,0.0,
2020-04-25T19:35:45Z,Biking,2020-04-25 19:35:52+00:00,-8.03297233581543,-34.934722900390625,0.0,1.0,100,7.0,0.0,0.0,
2020-04-25T19:35:45Z,Biking,2020-04-25 19:35:53+00:00,-8.032973289489746,-34.934722900390625,0.0,1.0,100,8.0,0.0,0.0,
2020-04-25T19:35:45Z,Biking,2020-04-25 19:35:53+00:00,-8.032973289489746,-34.934722900390625,0.0,1.0,99,8.0,0.0,0.0,
2020-04-25T19:35:45Z,Biking,2020-04-25 19:35:54+00:00,-8.032975196838379,-34.93471908569336,0.0,1.0,99,9.0,0.0,0.0,
2020-04-25T19:35:45Z,Biking,2020-04-25 19:35:54+00:00,-8.032975196838379,-34.93471908569336,0.0,1.0,98,9.0,0.0,0.0,
2020-04-25T19:35:45Z,Biking,2020-04-25 19:35:55+00:00,-8.032978057861328,-34.934715270996094,0.0,2.0,98,10.0,0.0,1.0,0.0
2020-04-25T19:35:45Z,Biking,2020-04-25 19:35:55+00:00,-8.032978057861328,-34.934715270996094,0.0,2.0,98,10.0,0.0,0.0,
2020-04-25T19:35:45Z,Biking,2020-04-25 19:35:56+00:00,-8.032976150512695,-34.93471908569336,0.0,2.0,98,11.0,0.0,0.0,
2020-04-25T19:35:45Z,Biking,2020-04-25 19:35:56+00:00,-8.032976150512695,-34.93471908569336,0.0,2.0,98,11.0,0.0,0.0,
2020-04-25T19:35:45Z,Biking,2020-04-25 19:35:57+00:00,-8.032971382141113,-34.93471908569336,0.0,3.0,98,12.0,0.0,1.0,0.0
2020-04-25T19:35:45Z,Biking,2020-04-25 19:35:57+00:00,-8.032971382141113,-34.93471908569336,0.0,3.0,98,12.0,0.0,0.0,
2020-04-25T19:35:45Z,Biking,2020-04-25 19:35:58+00:00,-8.032968521118164,-34.93471908569336,-9.0,3.0,98,13.0,-9.0,0.0,
2020-04-25T19:35:45Z,Biking,2020-04-25 19:35:58+00:00,-8.032968521118164,-34.93471908569336,-9.0,3.0,97,13.0,0.0,0.0,
