activity_id,sport_type,timestamp,latitude,longitude,cadence,heart_rate,duration_seconds
2022-12-03T21:21:39Z,walk,2022-12-03 21:21:52+00:00,-8.05160333,-34.948945,32,,0.0
2022-12-03T21:21:39Z,walk,2022-12-03 21:21:53+00:00,-8.05160366,-34.948945,32,,1.0
2022-12-03T21:21:39Z,walk,2022-12-03 21:21:54+00:00,-8.05160598,-34.948926,32,,2.0
2022-12-03T21:21:39Z,walk,2022-12-03 21:21:55+00:00,-8.05160764,-34.94890467,32,,3.0
2022-12-03T21:21:39Z,walk,2022-12-03 21:21:56+00:00,-8.05160997,-34.948885,32,100.0,4.0
2022-12-03T21:21:39Z,walk,2022-12-03 21:21:57+00:00,-8.05161163,-34.94887667,32,100.0,5.0
2022-12-03T21:21:39Z,walk,2022-12-03 21:21:58+00:00,-8.05161096,-34.94887334,32,100.0,6.0
2022-12-03T21:21:39Z,walk,2022-12-03 21:21:59+00:00,-8.05160896,-34.94887667,32,100.0,7.0
2022-12-03T21:21:39Z,walk,2022-12-03 21:22:00+00:00,-8.05160764,-34.948883,32,99.0,8.0
2022-12-03T21:21:39Z,walk,2022-12-03 21:22:01+00:00,-8.05160731,-34.94889232,32,99.0,9.0
2022-12-03T21:21:39Z,walk,2022-12-03 21:22:02+00:00,-8.05160798,-34.94890465,32,98.0,10.0
2022-12-03T21:21:39Z,walk,2022-12-03 21:22:03+00:00,-8.05160765,-34.94891665,32,98.0,11.0
2022-12-03T21:21:39Z,walk,2022-12-03 21:22:04+00:00,-8.05160732,-34.9489293,32,98.0,12.0
2022-12-03T21:21:39Z,walk,2022-12-03 21:22:05+00:00,-8.051603,-34.9489403,32,98.0,13.0
2022-12-03T21:21:39Z,walk,2022-12-03 21:22:06+00:00,-8.05159934,-34.9489533,33,101.0,14.0
2022-12-03T21:21:39Z,walk,2022-12-03 21:22:07+00:00,-8.05159568,-34.94896464,33,102.0,15.0
2022-12-03T21:21:39Z,walk,2022-12-03 21:22:08+00:00,-8.05159335,-34.9489783,33,102.0,16.0
2022-12-03T21:21:39Z,walk,2022-12-03 21:22:09+00:00,-8.0515927,-34.94899096,33,102.0,17.0
2022-12-03T21:21:39Z,walk,2022-12-03 21:22:10+00:00,-8.05159237,-34.94900363,33,102.0,18.0
2022-12-03T21:21:39Z,walk,2022-12-03 21:22:11+00:00,-8.05159204,-34.94901595,33,102.0,19.0
2022-12-03T21:21:39Z,walk,2022-12-03 21:22:12+00:00,-8.05159237,-34.94902861,33,102.0,20.0
2022-12-03T21:21:39Z,walk,2022-12-03 21:22:13+00:00,-8.05159204,-34.94904094,33,102.0,21.0
2022-12-03T21:21:39Z,walk,2022-12-03 21:22:14+00:00,-8.05159204,-34.94905393,33,102.0,22.0
2022-12-03T21:21:39Z,walk,2022-12-03 21:22:15+00:00,-8.05159004,-34.94906926,33,101.0,23.0
2022-12-03T21:21:39Z,walk,2022-12-03 21:22:16+00:00,-8.05158905,-34.94908526,33,101.0,24.0
2022-12-03T21:21:39Z,walk,2022-12-03 21:22:17+00:00,-8.05158938,-34.94910159,33,101.0,25.0
2022-12-03T21:21:39Z,walk,2022-12-03 21:22:18+00:00,-8.05158838,-34.94911625,33,103.0,26.0
2022-12-03T21:21:39Z,walk,2022-12-03 21:22:19+00:00,-8.05158673,-34.94913058,33,103.0,27.0
2022-12-03T21:21:39Z,walk,2022-12-03 21:22:20+00:00,-8.05158506,-34.9491439,33,104.0,28.0
2022-12-03T21:21:39Z,walk,2022-12-03 21:22:21+00:00,-8.0515844,-34.94915723,33,105.0,29.0
2022-12-03T21:21:39Z,walk,2022-12-03 21:22:22+00:00,-8.05158407,-34.94917189,33,105.0,30.0
2022-12-03T21:21:39Z,walk,2022-12-03 21:22:23+00:00,-8.0515844,-34.94918689,33,105.0,31.0
2022-12-03T21:21:39Z,walk,2022-12-03 21:22:24+00:00,-8.0515834,-34.94920089,33,105.0,32.0
2022-12-03T21:21:39Z,walk,2022-12-03 21:22:25+00:00,-8.05158241,-34.94921421,33,100.0,33.0
