activity_id,sport_type,timestamp,latitude,longitude,heart_rate,speed,duration_seconds
2025-05-13T21:16:39Z,Ride,2025-05-13 21:17:49+00:00,-8.04458167,-34.93956667,108,0.0,0.0
2025-05-13T21:16:39Z,Ride,2025-05-13 21:17:51+00:00,-8.04449167,-34.939395,108,0.0,2.0
2025-05-13T21:16:39Z,Ride,2025-05-13 21:17:52+00:00,-8.04448901,-34.939395,109,0.0,3.0
2025-05-13T21:16:39Z,Ride,2025-05-13 21:17:53+00:00,-8.04448434,-34.93939567,112,0.0,4.0
2025-05-13T21:16:39Z,Ride,2025-05-13 21:17:54+00:00,-8.04447569,-34.93939799,113,0.0,5.0
2025-05-13T21:16:39Z,Ride,2025-05-13 21:17:55+00:00,-8.04446469,-34.93939966,113,0.0,6.0
2025-05-13T21:16:39Z,Ride,2025-05-13 21:17:56+00:00,-8.04445335,-34.93940031,113,0.0,7.0
2025-05-13T21:16:39Z,Ride,2025-05-13 21:17:57+00:00,-8.04444403,-34.93939966,113,0.0,8.0
2025-05-13T21:16:39Z,Ride,2025-05-13 21:17:58+00:00,-8.04443904,-34.93940065,113,0.0,9.0
2025-05-13T21:16:39Z,Ride,2025-05-13 21:17:59+00:00,-8.04443704,-34.93940097,114,0.0,10.0
2025-05-13T21:16:39Z,Ride,2025-05-13 21:18:00+00:00,-8.04443471,-34.93940065,115,0.0,11.0
2025-05-13T21:16:39Z,Ride,2025-05-13 21:18:02+00:00,-8.04441004,-34.9394033,116,0.0,13.0
2025-05-13T21:16:39Z,Ride,2025-05-13 21:18:03+00:00,-8.04440672,-34.93940564,116,0.0,14.0
2025-05-13T21:16:39Z,Ride,2025-05-13 21:18:04+00:00,-8.04440238,-34.9394103,116,0.0,15.0
2025-05-13T21:16:39Z,Ride,2025-05-13 21:18:05+00:00,-8.04439805,-34.93941663,116,0.0,16.0
2025-05-13T21:16:39Z,Ride,2025-05-13 21:18:06+00:00,-8.04439639,-34.93942295,115,0.0,17.0
2025-05-13T21:16:39Z,Ride,2025-05-13 21:18:07+00:00,-8.04439639,-34.93942795,115,0.0,18.0
2025-05-13T21:16:39Z,Ride,2025-05-13 21:18:08+00:00,-8.0443954,-34.93942962,115,0.0,19.0
2025-05-13T21:16:39Z,Ride,2025-05-13 21:18:09+00:00,-8.04440339,-34.93943461,115,0.0,20.0
2025-05-13T21:16:39Z,Ride,2025-05-13 21:18:11+00:00,-8.04442506,-34.93944994,110,0.0,22.0
2025-05-13T21:16:39Z,Ride,2025-05-13 21:18:12+00:00,-8.04442573,-34.93945126,109,0.0,23.0
2025-05-13T21:16:39Z,Ride,2025-05-13 21:18:13+00:00,-8.04442772,-34.9394556,109,0.0,24.0
2025-05-13T21:16:39Z,Ride,2025-05-13 21:18:14+00:00,-8.04443072,-34.93946125,109,0.0,25.0
2025-05-13T21:16:39Z,Ride,2025-05-13 21:18:15+00:00,-8.04443337,-34.93946758,109,0.0,26.0
2025-05-13T21:16:39Z,Ride,2025-05-13 21:18:16+00:00,-8.04443603,-34.93947323,109,0.0,27.0
2025-05-13T21:16:39Z,Ride,2025-05-13 21:18:17+00:00,-8.04443636,-34.93947689,109,0.0,28.0
2025-05-13T21:16:39Z,Ride,2025-05-13 21:18:18+00:00,-8.04443371,-34.93948122,110,0.0,29.0
2025-05-13T21:16:39Z,Ride,2025-05-13 21:18:19+00:00,-8.04443138,-34.93948988,110,0.0,30.0
2025-05-13T21:16:39Z,Ride,2025-05-13 21:18:20+00:00,-8.04443405,-34.9395042,110,0.0,31.0
2025-05-13T21:16:39Z,Ride,2025-05-13 21:18:21+00:00,-8.04444137,-34.93952554,109,0.0,32.0
2025-05-13T21:16:39Z,Ride,2025-05-13 21:18:22+00:00,-8.04444636,-34.93955219,109,0.0,33.0
2025-05-13T21:16:39Z,Ride,2025-05-13 21:18:23+00:00,-8.04444636,-34.93957653,110,0.0,34.0
2025-05-13T21:16:39Z,Ride,2025-05-13 21:18:24+00:00,-8.04444271,-34.93959985,110,0.9900000095367432,35.0
2025-05-13T21:16:39Z,Ride,2025-05-13 21:18:25+00:00,-8.04443571,-34.93961885,110,0.9900000095367432,36.0
2025-05-13T21:16:39Z,Ride,2025-05-13 21:18:26+00:00,-8.04442404,-34.93963285,110,2.259999990463257,37.0
2025-05-13T21:16:39Z,Ride,2025-05-13 21:18:27+00:00,-8.04441272,-34.93964551,111,2.569999933242798,38.0
2025-05-13T21:16:39Z,Ride,2025-05-13 21:18:28+00:00,-8.04440138,-34.93965683,112,2.609999895095825,39.0
2025-05-13T21:16:39Z,Ride,2025-05-13 21:18:29+00:00,-8.04438773,-34.93966483,114,2.609999895095825,40.0
2025-05-13T21:16:39Z,Ride,2025-05-13 21:18:30+00:00,-8.04437106,-34.9396695,114,2.390000104904175,41.0
2025-05-13T21:16:39Z,Ride,2025-05-13 21:18:31+00:00,-8.04434974,-34.93967183,114,2.390000104904175,42.0
2025-05-13T21:16:39Z,Ride,2025-05-13 21:18:32+00:00,-8.04432374,-34.93967117,114,2.0899999141693115,43.0
2025-05-13T21:16:39Z,Ride,2025-05-13 21:18:33+00:00,-8.0442944,-34.93966684,115,2.0,44.0
2025-05-13T21:16:39Z,Ride,2025-05-13 21:18:34+00:00,-8.04426308,-34.93966018,115,2.0,45.0
2025-05-13T21:16:39Z,Ride,2025-05-13 21:18:35+00:00,-8.04423141,-34.93965453,114,2.0899999141693115,46.0
2025-05-13T21:16:39Z,Ride,2025-05-13 21:18:36+00:00,-8.04419808,-34.93965019,114,2.3399999141693115,47.0
2025-05-13T21:16:39Z,Ride,2025-05-13 21:18:37+00:00,-8.04416476,-34.9396462,114,2.3399999141693115,48.0
