activity_id,sport_type,timestamp,latitude,longitude,speed,heart_rate,duration_seconds
2024-09-22T16:31:38Z,Ride,2024-09-22 16:31:46+00:00,-8.04937999,-34.95589333,0.0,,0.0
2024-09-22T16:31:38Z,Ride,2024-09-22 16:31:47+00:00,-8.04937133,-34.95588833,0.0,,1.0
2024-09-22T16:31:38Z,Ride,2024-09-22 16:31:48+00:00,-8.04935533,-34.955858,0.0,,2.0
2024-09-22T16:31:38Z,Ride,2024-09-22 16:31:49+00:00,-8.04934068,-34.95584301,0.0,,3.0
2024-09-22T16:31:38Z,Ride,2024-09-22 16:31:50+00:00,-8.04933102,-34.95582401,0.0,,4.0
2024-09-22T16:31:38Z,Ride,2024-09-22 16:31:50+00:00,-8.04933002,-34.95580002,0.0,,4.0
2024-09-22T16:31:38Z,Ride,2024-09-22 16:31:51+00:00,-8.04933035,-34.95577435,0.0,,5.0
2024-09-22T16:31:38Z,Ride,2024-09-22 16:31:52+00:00,-8.04933469,-34.95575003,0.0,,6.0
2024-09-22T16:31:38Z,Ride,2024-09-22 16:31:53+00:00,-8.04933901,-34.95572303,0.0,,7.0
2024-09-22T16:31:38Z,Ride,2024-09-22 16:31:54+00:00,-8.04934767,-34.95569637,0.0,,8.0
2024-09-22T16:31:38Z,Ride,2024-09-22 16:31:55+00:00,-8.04935433,-34.95566737,0.0,98.0,9.0
2024-09-22T16:31:38Z,Ride,2024-09-22 16:31:56+00:00,-8.04936166,-34.95563872,1.190000057220459,98.0,10.0
2024-09-22T16:31:38Z,Ride,2024-09-22 16:31:57+00:00,-8.04936931,-34.95560706,2.559999942779541,98.0,11.0
2024-09-22T16:31:38Z,Ride,2024-09-22 16:31:58+00:00,-8.04937698,-34.95557307,2.890000104904175,98.0,12.0
2024-09-22T16:31:38Z,Ride,2024-09-22 16:31:59+00:00,-8.04938665,-34.95553707,2.890000104904175,98.0,13.0
2024-09-22T16:31:38Z,Ride,2024-09-22 16:32:00+00:00,-8.0493963,-34.95549975,3.25,97.0,14.0
2024-09-22T16:31:38Z,Ride,2024-09-22 16:32:01+00:00,-8.04940629,-34.95546375,3.4700000286102295,96.0,15.0
2024-09-22T16:31:38Z,Ride,2024-09-22 16:32:02+00:00,-8.04941795,-34.95542475,3.609999895095825,95.0,16.0
2024-09-22T16:31:38Z,Ride,2024-09-22 16:32:03+00:00,-8.04942828,-34.95538541,3.799999952316284,95.0,17.0
2024-09-22T16:31:38Z,Ride,2024-09-22 16:32:04+00:00,-8.04943962,-34.95534542,3.950000047683716,94.0,18.0
2024-09-22T16:31:38Z,Ride,2024-09-22 16:32:05+00:00,-8.04945062,-34.95530409,3.950000047683716,94.0,19.0
2024-09-22T16:31:38Z,Ride,2024-09-22 16:32:06+00:00,-8.04946361,-34.95526443,4.090000152587891,94.0,20.0
2024-09-22T16:31:38Z,Ride,2024-09-22 16:32:07+00:00,-8.04947661,-34.95522543,4.210000038146973,93.0,21.0
2024-09-22T16:31:38Z,Ride,2024-09-22 16:32:08+00:00,-8.0494886,-34.95518711,4.320000171661377,90.0,22.0
2024-09-22T16:31:38Z,Ride,2024-09-22 16:32:09+00:00,-8.04949992,-34.95514911,4.400000095367432,90.0,23.0
2024-09-22T16:31:38Z,Ride,2024-09-22 16:32:10+00:00,-8.04951025,-34.95511445,4.400000095367432,91.0,24.0
2024-09-22T16:31:38Z,Ride,2024-09-22 16:32:11+00:00,-8.04951925,-34.95507845,4.400000095367432,91.0,25.0
2024-09-22T16:31:38Z,Ride,2024-09-22 16:32:12+00:00,-8.04952658,-34.95503913,4.420000076293945,92.0,26.0
2024-09-22T16:31:38Z,Ride,2024-09-22 16:32:13+00:00,-8.04953257,-34.95499681,4.460000038146973,91.0,27.0
2024-09-22T16:31:38Z,Ride,2024-09-22 16:32:14+00:00,-8.04953723,-34.95495481,4.480000019073486,92.0,28.0
2024-09-22T16:31:38Z,Ride,2024-09-22 16:32:15+00:00,-8.04954357,-34.95491648,4.480000019073486,92.0,29.0
2024-09-22T16:31:38Z,Ride,2024-09-22 16:32:16+00:00,-8.04955089,-34.95488115,4.480000019073486,92.0,30.0
2024-09-22T16:31:38Z,Ride,2024-09-22 16:32:17+00:00,-8.04956089,-34.95484748,4.480000019073486,92.0,31.0
2024-09-22T16:31:38Z,Ride,2024-09-22 16:32:18+00:00,-8.04957155,-34.95481583,4.420000076293945,92.0,32.0
2024-09-22T16:31:38Z,Ride,2024-09-22 16:32:19+00:00,-8.0495812,-34.95478683,4.320000171661377,93.0,33.0
2024-09-22T16:31:38Z,Ride,2024-09-22 16:32:20+00:00,-8.04958886,-34.95476084,4.230000019073486,93.0,34.0
2024-09-22T16:31:38Z,Ride,2024-09-22 16:32:21+00:00,-8.04959186,-34.95473651,4.090000152587891,93.0,35.0
2024-09-22T16:31:38Z,Ride,2024-09-22 16:32:22+00:00,-8.04958886,-34.95471518,3.9000000953674316,94.0,36.0
2024-09-22T16:31:38Z,Ride,2024-09-22 16:32:23+00:00,-8.04958053,-34.95469651,3.9000000953674316,94.0,37.0
2024-09-22T16:31:38Z,Ride,2024-09-22 16:32:24+00:00,-8.04956587,-34.95468152,3.619999885559082,94.0,38.0
2024-09-22T16:31:38Z,Ride,2024-09-22 16:32:25+00:00,-8.04954654,-34.95466786,3.240000009536743,94.0,39.0
2024-09-22T16:31:38Z,Ride,2024-09-22 16:32:26+00:00,-8.04952255,-34.95465553,2.990000009536743,95.0,40.0
2024-09-22T16:31:38Z,Ride,2024-09-22 16:32:27+00:00,-8.04949521,-34.95464388,2.930000066757202,97.0,41.0
2024-09-22T16:31:38Z,Ride,2024-09-22 16:32:28+00:00,-8.04946622,-34.95463221,2.930000066757202,97.0,42.0
2024-09-22T16:31:38Z,Ride,2024-09-22 16:32:29+00:00,-8.04943556,-34.95462055,2.930000066757202,97.0,43.0
2024-09-22T16:31:38Z,Ride,2024-09-22 16:32:30+00:00,-8.04940357,-34.95460723,2.990000009536743,98.0,44.0
2024-09-22T16:31:38Z,Ride,2024-09-22 16:32:31+00:00,-8.04937057,-34.9545929,3.1600000858306885,99.0,45.0
2024-09-22T16:31:38Z,Ride,2024-09-22 16:32:32+00:00,-8.0493369,-34.95457657,3.369999885559082,100.0,46.0
2024-09-22T16:31:38Z,Ride,2024-09-22 16:32:33+00:00,-8.04930291,-34.95455991,3.5399999618530273,101.0,47.0
2024-09-22T16:31:38Z,Ride,2024-09-22 16:32:34+00:00,-8.04926791,-34.95454292,3.6700000762939453,102.0,48.0
2024-09-22T16:31:38Z,Ride,2024-09-22 16:32:35+00:00,-8.04923025,-34.95452492,3.6700000762939453,102.0,49.0
2024-09-22T16:31:38Z,Ride,2024-09-22 16:32:36+00:00,-8.0491946,-34.95450993,3.809999942779541,103.0,50.0
2024-09-22T16:31:38Z,Ride,2024-09-22 16:32:37+00:00,-8.04915593,-34.95449626,3.950000047683716,98.0,51.0
2024-09-22T16:31:38Z,Ride,2024-09-22 16:32:38+00:00,-8.04911627,-34.95448559,4.03000020980835,101.0,52.0
2024-09-22T16:31:38Z,Ride,2024-09-22 16:32:39+00:00,-8.04907627,-34.9544766,4.110000133514404,97.0,53.0
2024-09-22T16:31:38Z,Ride,2024-09-22 16:32:40+00:00,-8.04903494,-34.95447127,4.210000038146973,96.0,54.0
2024-09-22T16:31:38Z,Ride,2024-09-22 16:32:41+00:00,-8.04899228,-34.95446594,4.210000038146973,96.0,55.0
2024-09-22T16:31:38Z,Ride,2024-09-22 16:32:42+00:00,-8.04894928,-34.95446027,4.309999942779541,95.0,56.0
2024-09-22T16:31:38Z,Ride,2024-09-22 16:32:43+00:00,-8.04890729,-34.95445428,4.380000114440918,95.0,57.0
2024-09-22T16:31:38Z,Ride,2024-09-22 16:32:44+00:00,-8.04886664,-34.95444696,4.460000038146973,95.0,58.0
2024-09-22T16:31:38Z,Ride,2024-09-22 16:32:45+00:00,-8.04882631,-34.95443929,4.519999980926514,95.0,59.0
2024-09-22T16:31:38Z,Ride,2024-09-22 16:32:46+00:00,-8.04878699,-34.95442963,4.519999980926514,95.0,60.0
2024-09-22T16:31:38Z,Ride,2024-09-22 16:32:47+00:00,-8.04874866,-34.9544183,4.519999980926514,95.0,61.0
2024-09-22T16:31:38Z,Ride,2024-09-22 16:32:48+00:00,-8.04870966,-34.95440698,4.539999961853027,95.0,62.0
2024-09-22T16:31:38Z,Ride,2024-09-22 16:32:49+00:00,-8.04867033,-34.95439665,4.559999942779541,95.0,63.0
2024-09-22T16:31:38Z,Ride,2024-09-22 16:32:50+00:00,-8.04863067,-34.95438565,4.539999961853027,95.0,64.0
2024-09-22T16:31:38Z,Ride,2024-09-22 16:32:51+00:00,-8.04859168,-34.95437499,4.519999980926514,93.0,65.0
2024-09-22T16:31:38Z,Ride,2024-09-22 16:32:52+00:00,-8.04855268,-34.95436465,4.519999980926514,93.0,66.0
