activity_id,sport_type,timestamp,latitude,longitude,speed,heart_rate,cadence,duration_seconds
2025-08-26T21:50:18Z,Walk,2025-08-26 21:50:28+00:00,-8.04828833,-34.94035333,0.0,,,0.0
2025-08-26T21:50:18Z,Walk,2025-08-26 21:50:29+00:00,-8.048296,-34.94033634,0.0,,,1.0
2025-08-26T21:50:18Z,Walk,2025-08-26 21:50:31+00:00,-8.04834832,-34.94028334,0.0,113.0,31.0,3.0
2025-08-26T21:50:18Z,Walk,2025-08-26 21:50:32+00:00,-8.04835131,-34.94027568,0.0,113.0,31.0,4.0
2025-08-26T21:50:18Z,Walk,2025-08-26 21:50:33+00:00,-8.04836098,-34.94026702,0.0,113.0,31.0,5.0
2025-08-26T21:50:18Z,Walk,2025-08-26 21:50:34+00:00,-8.04837498,-34.94025602,0.0,114.0,31.0,6.0
2025-08-26T21:50:18Z,Walk,2025-08-26 21:50:35+00:00,-8.04838797,-34.94024636,0.0,115.0,31.0,7.0
2025-08-26T21:50:18Z,Walk,2025-08-26 21:50:36+00:00,-8.04840097,-34.94024103,0.0,115.0,31.0,8.0
2025-08-26T21:50:18Z,Walk,2025-08-26 21:50:37+00:00,-8.04841564,-34.94023704,0.0,116.0,31.0,9.0
2025-08-26T21:50:18Z,Walk,2025-08-26 21:50:38+00:00,-8.0484323,-34.94023237,0.0,116.0,31.0,10.0
2025-08-26T21:50:18Z,Walk,2025-08-26 21:50:39+00:00,-8.04844796,-34.94022771,0.6800000071525574,116.0,31.0,11.0
2025-08-26T21:50:18Z,Walk,2025-08-26 21:50:40+00:00,-8.04846162,-34.94022204,1.350000023841858,116.0,31.0,12.0
2025-08-26T21:50:18Z,Walk,2025-08-26 21:50:41+00:00,-8.04847461,-34.94021472,1.340000033378601,116.0,31.0,13.0
2025-08-26T21:50:18Z,Walk,2025-08-26 21:50:42+00:00,-8.04848794,-34.94020772,1.340000033378601,116.0,32.0,14.0
2025-08-26T21:50:18Z,Walk,2025-08-26 21:50:43+00:00,-8.04849926,-34.94020073,1.340000033378601,116.0,32.0,15.0
