activity_id,sport_type,timestamp,latitude,longitude,heart_rate,speed,duration_seconds
2024-08-25T14:16:47Z,ride,2024-08-25 14:17:56+00:00,-8.04454,-34.93955832,91.0,0.0,0.0
2024-08-25T14:16:47Z,ride,2024-08-25 14:17:57+00:00,-8.04454967,-34.93956432,92.0,0.0,1.0
2024-08-25T14:16:47Z,ride,2024-08-25 14:17:58+00:00,-8.044572,-34.93960331,92.0,0.0,2.0
2024-08-25T14:16:47Z,ride,2024-08-25 14:17:59+00:00,-8.04458733,-34.9396373,92.0,0.0,3.0
2024-08-25T14:16:47Z,ride,2024-08-25 14:18:00+00:00,-8.04458966,-34.93965564,92.0,0.10999999940395355,4.0
2024-08-25T14:16:47Z,ride,2024-08-25 14:18:02+00:00,-8.04458866,-34.93966729,95.0,0.4000000059604645,6.0
2024-08-25T14:16:47Z,ride,2024-08-25 14:18:03+00:00,-8.04458799,-34.93967796,95.0,0.7300000190734863,7.0
2024-08-25T14:16:47Z,ride,2024-08-25 14:18:04+00:00,-8.04458533,-34.93968563,95.0,0.7300000190734863,8.0
2024-08-25T14:16:47Z,ride,2024-08-25 14:18:05+00:00,-8.04458401,-34.93969295,95.0,0.8899999856948853,9.0
2024-08-25T14:16:47Z,ride,2024-08-25 14:18:06+00:00,-8.044588,-34.93970395,95.0,0.4399999976158142,10.0
2024-08-25T14:16:47Z,ride,2024-08-25 14:18:07+00:00,-8.044598,-34.93971894,95.0,0.0,11.0
2024-08-25T14:16:47Z,ride,2024-08-25 14:18:08+00:00,-8.04461266,-34.93973794,95.0,0.0,12.0
2024-08-25T14:16:47Z,ride,2024-08-25 14:18:09+00:00,-8.04463199,-34.93976427,95.0,0.0,13.0
2024-08-25T14:16:47Z,ride,2024-08-25 14:18:10+00:00,-8.04464831,-34.9398026,95.0,0.0,14.0
2024-08-25T14:16:47Z,ride,2024-08-25 14:18:10+00:00,-8.04465465,-34.9398246,,,14.0
2024-08-25T14:16:47Z,ride,2024-08-25 14:18:12+00:00,-8.04465798,-34.93983925,95.0,0.0,16.0
2024-08-25T14:16:47Z,ride,2024-08-25 14:18:13+00:00,-8.0446593,-34.93984892,94.0,0.0,17.0
2024-08-25T14:16:47Z,ride,2024-08-25 14:18:16+00:00,-8.04467496,-34.93987824,94.0,0.0,20.0
2024-08-25T14:16:47Z,ride,2024-08-25 14:18:39+00:00,-8.04451497,-34.93958658,,,43.0
2024-08-25T14:16:47Z,ride,2024-08-25 14:18:41+00:00,-8.04455164,-34.93953659,98.0,0.0,45.0
2024-08-25T14:16:47Z,ride,2024-08-25 14:18:42+00:00,-8.04454298,-34.93955858,98.0,0.0,46.0
2024-08-25T14:16:47Z,ride,2024-08-25 14:18:43+00:00,-8.04453431,-34.93956624,99.0,0.0,47.0
2024-08-25T14:16:47Z,ride,2024-08-25 14:18:44+00:00,-8.04453231,-34.93956525,100.0,0.0,48.0
2024-08-25T14:16:47Z,ride,2024-08-25 14:18:44+00:00,-8.04452732,-34.93955859,101.0,0.75,48.0
2024-08-25T14:16:47Z,ride,2024-08-25 14:18:47+00:00,-8.044495,-34.93970659,101.0,1.559999942779541,51.0
2024-08-25T14:16:47Z,ride,2024-08-25 14:18:48+00:00,-8.04449533,-34.93969693,101.0,2.1600000858306885,52.0
2024-08-25T14:16:47Z,ride,2024-08-25 14:18:49+00:00,-8.04449566,-34.93970793,101.0,2.0399999618530273,53.0
2024-08-25T14:16:47Z,ride,2024-08-25 14:18:51+00:00,-8.04447167,-34.93969326,101.0,1.1299999952316284,55.0
2024-08-25T14:16:47Z,ride,2024-08-25 14:18:52+00:00,-8.044469,-34.93969027,,,56.0
2024-08-25T14:16:47Z,ride,2024-08-25 14:18:53+00:00,-8.04446734,-34.93967028,101.0,0.8899999856948853,57.0
2024-08-25T14:16:47Z,ride,2024-08-25 14:18:54+00:00,-8.044469,-34.93964629,101.0,0.7599999904632568,58.0
2024-08-25T14:16:47Z,ride,2024-08-25 14:18:55+00:00,-8.04447467,-34.93960229,101.0,0.6800000071525574,59.0
2024-08-25T14:16:47Z,ride,2024-08-25 14:18:56+00:00,-8.044483,-34.93956896,102.0,0.7799999713897705,60.0
2024-08-25T14:16:47Z,ride,2024-08-25 14:18:57+00:00,-8.04449,-34.93955464,103.0,0.41999998688697815,61.0
2024-08-25T14:16:47Z,ride,2024-08-25 14:18:58+00:00,-8.04449632,-34.93954198,103.0,0.0,62.0
2024-08-25T14:16:47Z,ride,2024-08-25 14:18:59+00:00,-8.04449865,-34.93953031,103.0,0.0,63.0
2024-08-25T14:16:47Z,ride,2024-08-25 14:19:00+00:00,-8.04449965,-34.93951999,103.0,0.0,64.0
2024-08-25T14:16:47Z,ride,2024-08-25 14:19:01+00:00,-8.04449997,-34.93947332,102.0,0.0,65.0
2024-08-25T14:16:47Z,ride,2024-08-25 14:19:03+00:00,-8.04449997,-34.93947099,102.0,0.0,67.0
2024-08-25T14:16:47Z,ride,2024-08-25 14:19:04+00:00,-8.04449997,-34.93946532,102.0,0.0,68.0
