activity_id,sport_type,timestamp,latitude,longitude,speed,heart_rate,duration_seconds
2025-07-18T19:29:35Z,Ride,2025-07-18 19:29:50+00:00,-8.05457833,-34.95411,0.0,,0.0
2025-07-18T19:29:35Z,Ride,2025-07-18 19:29:51+00:00,-8.05458033,-34.95409167,0.0,83.0,1.0
2025-07-18T19:29:35Z,Ride,2025-07-18 19:29:53+00:00,-8.05441001,-34.95321668,0.0,80.0,3.0
2025-07-18T19:29:35Z,Ride,2025-07-18 19:29:54+00:00,-8.05441733,-34.95322567,0.0,76.0,4.0
2025-07-18T19:29:35Z,Ride,2025-07-18 19:29:55+00:00,-8.054429,-34.95324599,0.0,76.0,5.0
2025-07-18T19:29:35Z,Ride,2025-07-18 19:29:56+00:00,-8.05443999,-34.95329932,0.3400000035762787,73.0,6.0
2025-07-18T19:29:35Z,Ride,2025-07-18 19:29:57+00:00,-8.05445166,-34.95338032,1.090000033378601,73.0,7.0
2025-07-18T19:29:35Z,Ride,2025-07-18 19:29:58+00:00,-8.05445765,-34.95345366,2.0199999809265137,73.0,8.0
2025-07-18T19:29:35Z,Ride,2025-07-18 19:29:59+00:00,-8.05446264,-34.95351865,3.1600000858306885,73.0,9.0
2025-07-18T19:29:35Z,Ride,2025-07-18 19:30:00+00:00,-8.0544643,-34.95356764,4.110000133514404,73.0,10.0
2025-07-18T19:29:35Z,Ride,2025-07-18 19:30:01+00:00,-8.05447064,-34.9535993,4.110000133514404,73.0,11.0
2025-07-18T19:29:35Z,Ride,2025-07-18 19:30:02+00:00,-8.05447729,-34.95362696,4.460000038146973,72.0,12.0
2025-07-18T19:29:35Z,Ride,2025-07-18 19:30:03+00:00,-8.05448629,-34.95364763,4.059999942779541,72.0,13.0
2025-07-18T19:29:35Z,Ride,2025-07-18 19:30:04+00:00,-8.05449796,-34.95366262,3.6600000858306885,72.0,14.0
2025-07-18T19:29:35Z,Ride,2025-07-18 19:30:05+00:00,-8.05451095,-34.95367427,3.4800000190734863,72.0,15.0
2025-07-18T19:29:35Z,Ride,2025-07-18 19:30:06+00:00,-8.05452495,-34.9536836,2.9800000190734863,72.0,16.0
2025-07-18T19:29:35Z,Ride,2025-07-18 19:30:07+00:00,-8.05453962,-34.95369126,2.9800000190734863,72.0,17.0
2025-07-18T19:29:35Z,Ride,2025-07-18 19:30:08+00:00,-8.05455261,-34.9536966,2.4000000953674316,71.0,18.0
2025-07-18T19:29:35Z,Ride,2025-07-18 19:30:09+00:00,-8.05456494,-34.95370093,2.0299999713897705,70.0,19.0
2025-07-18T19:29:35Z,Ride,2025-07-18 19:30:10+00:00,-8.05457594,-34.95370392,1.8700000047683716,69.0,20.0
2025-07-18T19:29:35Z,Ride,2025-07-18 19:30:11+00:00,-8.05458693,-34.95370758,1.7799999713897705,69.0,21.0
2025-07-18T19:29:35Z,Ride,2025-07-18 19:30:12+00:00,-8.05459926,-34.95371023,1.7100000381469727,69.0,22.0
2025-07-18T19:29:35Z,Ride,2025-07-18 19:30:13+00:00,-8.05461425,-34.95371389,1.7100000381469727,69.0,23.0
2025-07-18T19:29:35Z,Ride,2025-07-18 19:30:14+00:00,-8.05463025,-34.95371522,1.6399999856948853,69.0,24.0
2025-07-18T19:29:35Z,Ride,2025-07-18 19:30:15+00:00,-8.05464591,-34.95371223,1.600000023841858,69.0,25.0
2025-07-18T19:29:35Z,Ride,2025-07-18 19:30:16+00:00,-8.05466191,-34.95370723,1.600000023841858,69.0,26.0
2025-07-18T19:29:35Z,Ride,2025-07-18 19:30:17+00:00,-8.05467823,-34.95370324,1.6100000143051147,69.0,27.0
2025-07-18T19:29:35Z,Ride,2025-07-18 19:30:18+00:00,-8.05469457,-34.95370024,1.6299999952316284,69.0,28.0
2025-07-18T19:29:35Z,Ride,2025-07-18 19:30:19+00:00,-8.05471356,-34.95369892,1.6299999952316284,69.0,29.0
2025-07-18T19:29:35Z,Ride,2025-07-18 19:30:20+00:00,-8.05473355,-34.95369924,1.690000057220459,70.0,30.0
2025-07-18T19:29:35Z,Ride,2025-07-18 19:30:21+00:00,-8.05475355,-34.95370058,1.7300000190734863,71.0,31.0
2025-07-18T19:29:35Z,Ride,2025-07-18 19:30:22+00:00,-8.05477254,-34.95370257,1.7999999523162842,71.0,32.0
2025-07-18T19:29:35Z,Ride,2025-07-18 19:30:23+00:00,-8.05479086,-34.95370224,1.9299999475479126,71.0,33.0
2025-07-18T19:29:35Z,Ride,2025-07-18 19:30:24+00:00,-8.05481019,-34.95370257,2.069999933242798,71.0,34.0
2025-07-18T19:29:35Z,Ride,2025-07-18 19:30:25+00:00,-8.05482952,-34.95370257,2.069999933242798,71.0,35.0
2025-07-18T19:29:35Z,Ride,2025-07-18 19:30:26+00:00,-8.05484751,-34.95370457,2.1500000953674316,70.0,36.0
2025-07-18T19:29:35Z,Ride,2025-07-18 19:30:27+00:00,-8.05486584,-34.95370789,2.180000066757202,70.0,37.0
2025-07-18T19:29:35Z,Ride,2025-07-18 19:30:28+00:00,-8.05488351,-34.95371155,2.180000066757202,70.0,38.0
2025-07-18T19:29:35Z,Ride,2025-07-18 19:30:29+00:00,-8.05490083,-34.95371555,2.1700000762939453,70.0,39.0
2025-07-18T19:29:35Z,Ride,2025-07-18 19:30:30+00:00,-8.0549195,-34.95371887,2.1600000858306885,70.0,40.0
2025-07-18T19:29:35Z,Ride,2025-07-18 19:30:31+00:00,-8.05493915,-34.95372186,2.1600000858306885,70.0,41.0
2025-07-18T19:29:35Z,Ride,2025-07-18 19:30:32+00:00,-8.05496015,-34.95372518,2.1600000858306885,70.0,42.0
2025-07-18T19:29:35Z,Ride,2025-07-18 19:30:33+00:00,-8.05498081,-34.95372752,2.1600000858306885,70.0,43.0
