activity_id,sport_type,timestamp,latitude,longitude,heart_rate,speed,cadence,duration_seconds
2024-10-22T22:02:16Z,Run,2024-10-22 22:02:22+00:00,-8.04855333,-34.95126833,135.0,0.0,,0.0
2024-10-22T22:02:16Z,Run,2024-10-22 22:02:23+00:00,-8.04853467,-34.95125668,135.0,0.0,,1.0
2024-10-22T22:02:16Z,Run,2024-10-22 22:02:24+00:00,-8.04850067,-34.95125369,136.0,0.0,,2.0
2024-10-22T22:02:16Z,Run,2024-10-22 22:02:26+00:00,-8.04842501,-34.9511917,137.0,0.0,,4.0
2024-10-22T22:02:16Z,Run,2024-10-22 22:02:27+00:00,-8.04843633,-34.9512047,138.0,0.0,89.0,5.0
2024-10-22T22:02:16Z,Run,2024-10-22 22:02:28+00:00,-8.04845066,-34.95122769,139.0,0.0,89.0,6.0
2024-10-22T22:02:16Z,Run,2024-10-22 22:02:29+00:00,-8.04846031,-34.95125468,140.0,0.0,89.0,7.0
2024-10-22T22:02:16Z,Run,2024-10-22 22:02:30+00:00,-8.04846397,-34.95128201,141.0,0.0,89.0,8.0
2024-10-22T22:02:16Z,Run,2024-10-22 22:02:31+00:00,-8.04845731,-34.95130601,141.0,0.0,88.0,9.0
2024-10-22T22:02:16Z,Run,2024-10-22 22:02:32+00:00,-8.04845198,-34.95133333,141.0,0.0,88.0,10.0
2024-10-22T22:02:16Z,Run,2024-10-22 22:02:33+00:00,-8.04844966,-34.95136167,141.0,1.3700000047683716,88.0,11.0
2024-10-22T22:02:16Z,Run,2024-10-22 22:02:34+00:00,-8.04844933,-34.951388,141.0,2.75,89.0,12.0
2024-10-22T22:02:16Z,Run,2024-10-22 22:02:36+00:00,-8.04845,-34.95141366,142.0,2.7100000381469727,88.0,14.0
2024-10-22T22:02:16Z,Run,2024-10-22 22:02:36+00:00,-8.04845366,-34.95143898,142.0,2.7100000381469727,88.0,14.0
2024-10-22T22:02:16Z,Run,2024-10-22 22:02:37+00:00,-8.04845665,-34.95146497,142.0,2.690000057220459,87.0,15.0
2024-10-22T22:02:16Z,Run,2024-10-22 22:02:38+00:00,-8.04845831,-34.95148997,142.0,2.690000057220459,87.0,16.0
2024-10-22T22:02:16Z,Run,2024-10-22 22:02:39+00:00,-8.04845831,-34.95151397,142.0,2.6600000858306885,88.0,17.0
2024-10-22T22:02:16Z,Run,2024-10-22 22:02:40+00:00,-8.04845498,-34.95153929,142.0,2.630000114440918,88.0,18.0
2024-10-22T22:02:16Z,Run,2024-10-22 22:02:41+00:00,-8.04845098,-34.95156362,142.0,2.609999895095825,88.0,19.0
2024-10-22T22:02:16Z,Run,2024-10-22 22:02:42+00:00,-8.04844866,-34.95158961,142.0,2.5999999046325684,88.0,20.0
2024-10-22T22:02:16Z,Run,2024-10-22 22:02:43+00:00,-8.04844466,-34.95161261,142.0,2.5899999141693115,88.0,21.0
2024-10-22T22:02:16Z,Run,2024-10-22 22:02:44+00:00,-8.048443,-34.95163726,142.0,2.5899999141693115,88.0,22.0
2024-10-22T22:02:16Z,Run,2024-10-22 22:02:45+00:00,-8.048443,-34.95166226,142.0,2.5899999141693115,88.0,23.0
2024-10-22T22:02:16Z,Run,2024-10-22 22:02:46+00:00,-8.048442,-34.9516856,142.0,2.5999999046325684,88.0,24.0
2024-10-22T22:02:16Z,Run,2024-10-22 22:02:47+00:00,-8.04843867,-34.95170592,142.0,2.5899999141693115,88.0,25.0
2024-10-22T22:02:16Z,Run,2024-10-22 22:02:48+00:00,-8.048433,-34.95172591,142.0,2.5799999237060547,88.0,26.0
2024-10-22T22:02:16Z,Run,2024-10-22 22:02:49+00:00,-8.04842801,-34.95174524,142.0,2.569999933242798,88.0,27.0
2024-10-22T22:02:16Z,Run,2024-10-22 22:02:50+00:00,-8.04842335,-34.9517659,142.0,2.569999933242798,88.0,28.0
2024-10-22T22:02:16Z,Run,2024-10-22 22:02:51+00:00,-8.04841935,-34.95178723,142.0,2.5299999713897705,88.0,29.0
2024-10-22T22:02:16Z,Run,2024-10-22 22:02:52+00:00,-8.04841735,-34.95180989,142.0,2.4700000286102295,88.0,30.0
2024-10-22T22:02:16Z,Run,2024-10-22 22:02:53+00:00,-8.0484167,-34.95183388,142.0,2.430000066757202,88.0,31.0
2024-10-22T22:02:16Z,Run,2024-10-22 22:02:54+00:00,-8.0484167,-34.95185888,142.0,2.4200000762939453,88.0,32.0
