,ano,mes,Distance,tempo_min,Calories
0,2025.0,0.0,52.720000000000006,1133.1333333333332,9231.0
1,2025.0,1.0,0.0,64.76666666666667,560.0
2,2025.0,2.0,0.0,0.0,0.0
3,2025.0,3.0,0.0,0.0,0.0
4,2025.0,4.0,0.0,0.0,0.0
5,2025.0,5.0,0.0,0.0,0.0
6,2025.0,6.0,0.0,0.0,0.0
7,2025.0,7.0,0.0,0.0,0.0
8,2025.0,8.0,0.0,0.0,0.0
9,2025.0,9.0,0.0,0.0,0.0
10,2025.0,10.0,0.0,0.0,0.0
11,2025.0,11.0,0.0,0.0,0.0
