activity_id,sport_type,timestamp,latitude,longitude,cadence,speed,heart_rate
2024-07-26T22:10:18Z,walk,2024-07-26T22:10:34Z,-10.11896499,-36.17685167,58,0.0,
2024-07-26T22:10:18Z,walk,2024-07-26T22:10:35Z,-10.11896433,-36.17684534,58,0.0,82.0
2024-07-26T22:10:18Z,walk,2024-07-26T22:10:37Z,-10.11904832,-36.17681835,58,0.2800000011920929,82.0
2024-07-26T22:10:18Z,walk,2024-07-26T22:10:38Z,-10.11904832,-36.17682068,58,0.6200000047683716,82.0
2024-07-26T22:10:18Z,walk,2024-07-26T22:10:39Z,-10.11904632,-36.17682901,58,0.6200000047683716,82.0
2024-07-26T22:10:18Z,walk,2024-07-26T22:10:40Z,-10.11904166,-36.17683968,58,0.7400000095367432,83.0
2024-07-26T22:10:18Z,walk,2024-07-26T22:10:41Z,-10.11903667,-36.17685133,61,0.9200000166893005,83.0
2024-07-26T22:10:18Z,walk,2024-07-26T22:10:42Z,-10.11903501,-36.176859,63,1.1699999570846558,83.0
2024-07-26T22:10:18Z,walk,2024-07-26T22:10:43Z,-10.11903733,-36.176867,61,1.25,84.0
2024-07-26T22:10:18Z,walk,2024-07-26T22:10:44Z,-10.11904033,-36.17687533,61,1.2200000286102295,84.0
2024-07-26T22:10:18Z,walk,2024-07-26T22:10:45Z,-10.11904399,-36.17688299,61,1.2200000286102295,84.0
2024-07-26T22:10:18Z,walk,2024-07-26T22:10:46Z,-10.11904798,-36.17689166,62,1.2300000190734863,82.0
2024-07-26T22:10:18Z,walk,2024-07-26T22:10:47Z,-10.11905398,-36.17690131,62,1.1699999570846558,81.0
2024-07-26T22:10:18Z,walk,2024-07-26T22:10:48Z,-10.11906264,-36.17691198,63,1.1299999952316284,81.0
2024-07-26T22:10:18Z,walk,2024-07-26T22:10:49Z,-10.11907196,-36.17692265,63,1.1399999856948853,81.0
2024-07-26T22:10:18Z,walk,2024-07-26T22:10:50Z,-10.11908329,-36.17693264,63,1.1399999856948853,82.0
2024-07-26T22:10:18Z,walk,2024-07-26T22:10:51Z,-10.11909528,-36.1769433,63,1.1399999856948853,82.0
2024-07-26T22:10:18Z,walk,2024-07-26T22:10:52Z,-10.11910662,-36.17695364,62,1.190000057220459,82.0
2024-07-26T22:10:18Z,walk,2024-07-26T22:10:53Z,-10.11911527,-36.17696329,62,1.2999999523162842,84.0
2024-07-26T22:10:18Z,walk,2024-07-26T22:10:54Z,-10.1191226,-36.17697195,62,1.3799999952316284,85.0
2024-07-26T22:10:18Z,walk,2024-07-26T22:10:55Z,-10.11912993,-36.17697928,62,1.409999966621399,86.0
2024-07-26T22:10:18Z,walk,2024-07-26T22:10:56Z,-10.11913826,-36.17698561,62,1.409999966621399,86.0
2024-07-26T22:10:18Z,walk,2024-07-26T22:10:57Z,-10.11914559,-36.17699226,62,1.409999966621399,86.0
2024-07-26T22:10:18Z,walk,2024-07-26T22:10:58Z,-10.11915425,-36.17699926,62,1.399999976158142,85.0
2024-07-26T22:10:18Z,walk,2024-07-26T22:10:59Z,-10.11916458,-36.17700693,62,1.3700000047683716,85.0
2024-07-26T22:10:18Z,walk,2024-07-26T22:11:00Z,-10.11917691,-36.17701492,63,1.3600000143051147,85.0
2024-07-26T22:10:18Z,walk,2024-07-26T22:11:01Z,-10.11918923,-36.17702325,63,1.3600000143051147,85.0
2024-07-26T22:10:18Z,walk,2024-07-26T22:11:02Z,-10.11920157,-36.17703125,63,1.3600000143051147,85.0
