activity_id,sport_type,timestamp,latitude,longitude,heart_rate,cadence,speed
2025-01-21T22:43:35Z,Run,2025-01-21T22:55:42Z,-8.05336333,-34.95351833,132.0,91.0,0.75
2025-01-21T22:43:35Z,Run,2025-01-21T22:55:43Z,-8.05335633,-34.95351932,132.0,91.0,0.75
2025-01-21T22:43:35Z,Run,2025-01-21T22:55:44Z,-8.05336067,-34.95351533,132.0,91.0,0.75
2025-01-21T22:43:35Z,Run,2025-01-21T22:55:45Z,-8.05337433,-34.95351766,131.0,91.0,0.7400000095367432
2025-01-21T22:43:35Z,Run,2025-01-21T22:55:46Z,-8.05338899,-34.95352699,131.0,91.0,0.7400000095367432
2025-01-21T22:43:35Z,Run,2025-01-21T22:55:47Z,-8.05340499,-34.95353766,131.0,91.0,0.7699999809265137
2025-01-21T22:43:35Z,Run,2025-01-21T22:55:48Z,-8.05342666,-34.95354531,131.0,91.0,0.800000011920929
2025-01-21T22:43:35Z,Run,2025-01-21T22:55:49Z,-8.05345599,-34.95354731,131.0,91.0,0.800000011920929
2025-01-21T22:43:35Z,Run,2025-01-21T22:55:50Z,-8.05348731,-34.95354432,131.0,91.0,1.2699999809265137
2025-01-21T22:43:35Z,Run,2025-01-21T22:55:51Z,-8.05351965,-34.95353899,131.0,90.0,2.0999999046325684
2025-01-21T22:43:35Z,Run,2025-01-21T22:55:52Z,-8.05355098,-34.95353267,131.0,91.0,2.630000114440918
2025-01-21T22:43:35Z,Run,2025-01-21T22:55:53Z,-8.05357997,-34.95352467,131.0,91.0,2.880000114440918
2025-01-21T22:43:35Z,Run,2025-01-21T22:55:54Z,-8.05360363,-34.953517,131.0,91.0,3.009999990463257
2025-01-21T22:43:35Z,Run,2025-01-21T22:55:55Z,-8.05362629,-34.95351101,131.0,91.0,3.0399999618530273
2025-01-21T22:43:35Z,Run,2025-01-21T22:55:56Z,-8.05365096,-34.95350568,131.0,91.0,3.0399999618530273
2025-01-21T22:43:35Z,Run,2025-01-21T22:55:57Z,-8.05367628,-34.95350334,132.0,91.0,3.0399999618530273
2025-01-21T22:43:35Z,Run,2025-01-21T22:55:58Z,-8.05370694,-34.95350269,134.0,91.0,3.049999952316284
2025-01-21T22:43:35Z,Run,2025-01-21T22:55:59Z,-8.05373694,-34.95350269,134.0,91.0,3.0299999713897705
2025-01-21T22:43:35Z,Run,2025-01-21T22:56:00Z,-8.05375861,-34.95350568,134.0,90.0,3.0
