activity_id,sport_type,timestamp,latitude,longitude,heart_rate,cadence,speed
2025-01-09T21:50:11Z,Walk,2025-01-09T21:50:24Z,-8.05155167,-34.94933333,85.0,66.0,0.0
2025-01-09T21:50:11Z,Walk,2025-01-09T21:50:26Z,-8.05158832,-34.949245,88.0,66.0,0.0
2025-01-09T21:50:11Z,Walk,2025-01-09T21:50:27Z,-8.051568,-34.94925033,88.0,66.0,0.0
2025-01-09T21:50:11Z,Walk,2025-01-09T21:50:28Z,-8.05153768,-34.949266,89.0,66.0,0.0
2025-01-09T21:50:11Z,Walk,2025-01-09T21:50:29Z,-8.05152868,-34.94929866,90.0,66.0,0.0
2025-01-09T21:50:11Z,Walk,2025-01-09T21:50:30Z,-8.05152035,-34.94934532,92.0,66.0,1.3200000524520874
2025-01-09T21:50:11Z,Walk,2025-01-09T21:50:32Z,-8.05151536,-34.94939965,93.0,66.0,3.809999942779541
2025-01-09T21:50:11Z,Walk,2025-01-09T21:50:32Z,-8.05152602,-34.94946298,93.0,66.0,5.880000114440918
2025-01-09T21:50:11Z,Walk,2025-01-09T21:50:33Z,-8.05154801,-34.94952198,93.0,66.0,5.880000114440918
2025-01-09T21:50:11Z,Walk,2025-01-09T21:50:35Z,-8.05156167,-34.94956797,94.0,66.0,6.889999866485596
2025-01-09T21:50:11Z,Walk,2025-01-09T21:50:36Z,-8.05157099,-34.94960529,94.0,66.0,7.190000057220459
2025-01-09T21:50:11Z,Walk,2025-01-09T21:50:37Z,-8.05157332,-34.94963563,94.0,66.0,7.400000095367432
2025-01-09T21:50:11Z,Walk,2025-01-09T21:50:38Z,-8.05157233,-34.94965996,93.0,66.0,7.460000038146973
2025-01-09T21:50:11Z,Walk,2025-01-09T21:50:38Z,-8.05156933,-34.94967428,,,
2025-01-09T21:50:11Z,Walk,2025-01-09T21:50:39Z,-8.05156668,-34.94969028,93.0,66.0,7.460000038146973
2025-01-09T21:50:11Z,Walk,2025-01-09T21:50:41Z,-8.05156402,-34.94970494,94.0,,6.840000152587891
2025-01-09T21:50:11Z,Walk,2025-01-09T21:50:41Z,-8.05156434,-34.94971726,95.0,,5.519999980926514
2025-01-09T21:50:11Z,Walk,2025-01-09T21:50:43Z,-8.05156501,-34.94973026,95.0,60.0,4.380000114440918
2025-01-09T21:50:11Z,Walk,2025-01-09T21:50:44Z,-8.051566,-34.94974259,97.0,60.0,3.5899999141693115
2025-01-09T21:50:11Z,Walk,2025-01-09T21:50:45Z,-8.05156732,-34.94975525,93.0,60.0,2.9800000190734863
