latitude,longitude,elevation,timestamp,distance,distance_cumulative
-8.05266688,-34.97483008,,2021-04-02 15:30:53+00:00,0.0,0.0
-8.05265024,-34.9748224,,2021-04-02 15:30:54+00:00,2.025693783149087,2.025693783149087
-8.05264832,-34.97481984,,2021-04-02 15:30:55+00:00,0.35315630603548864,2.3788500891845756
-8.05264576,-34.97481472,,2021-04-02 15:30:56+00:00,0.6314088546841102,3.0102589438686858
-8.05263872,-34.97480704,,2021-04-02 15:30:57+00:00,1.1501630962985443,4.16042204016723
-8.05262976,-34.9747968,,2021-04-02 15:30:58+00:00,1.5020090122455214,5.662431052412751
-8.05261888,-34.974784,,2021-04-02 15:30:59+00:00,1.8543532105863567,7.516784262999108
-8.0526048,-34.97477632,,2021-04-02 15:31:00+00:00,1.7724310776889773,9.289215340688086
-8.05258816,-34.97476608,,2021-04-02 15:31:01+00:00,2.1588978954566036,11.448113236144689
-8.05257408,-34.97475328,,2021-04-02 15:31:02+00:00,2.101328110317873,13.549441346462562
-8.0525216,-34.97472,23.780000686645508,2021-04-02 15:31:05+00:00,6.86620031117003,20.41564165763259
-8.0524672,-34.97468928,23.780000686645508,2021-04-02 15:31:08+00:00,6.903911750624381,27.319553408256972
-8.05241024,-34.974656,23.780000686645508,2021-04-02 15:31:11+00:00,7.289835763106744,34.609389171363716
-8.05235392,-34.97462016,22.229999542236328,2021-04-02 15:31:14+00:00,7.375969580883134,41.98535875224685
-8.05230016,-34.97458688,20.959999084472656,2021-04-02 15:31:17+00:00,6.986275590231406,48.97163434247826
-8.0522464,-34.97455616,20.959999084472656,2021-04-02 15:31:20+00:00,6.842318031180608,55.81395237365887
-8.05219392,-34.97452288,20.959999084472656,2021-04-02 15:31:23+00:00,6.866201808204995,62.68015418186387
-8.05214784,-34.97448448,22.780000686645508,2021-04-02 15:31:26+00:00,6.624843293993849,69.30499747585772
-8.0520992,-34.97444864,25.229999542236328,2021-04-02 15:31:29+00:00,6.674221331291502,75.97921880714922
