latitude,longitude,elevation,timestamp,cad,distance,distance_cumulative
-8.046186,-34.94014,15.2,2020-07-14 22:40:00+00:00,56,1.4370471306630055,299.5895813078261
-8.046197,-34.940144,15.2,2020-07-14 22:40:01+00:00,58,1.293994898625127,300.8835762064512
-8.046209,-34.940148,15.2,2020-07-14 22:40:02+00:00,58,1.3984802068283482,302.2820564132796
-8.04622,-34.940152,15.2,2020-07-14 22:40:03+00:00,58,1.2939948916964275,303.576051304976
-8.046232,-34.940156,15.2,2020-07-14 22:40:04+00:00,57,1.3984802002910024,304.97453150526695
-8.046243,-34.94016,15.2,2020-07-14 22:40:05+00:00,57,1.2939948847673657,306.2685263900343
-8.046256,-34.940165,15.2,2020-07-14 22:40:06+00:00,57,1.5397699273234287,307.80829631735776
-8.046269,-34.94017,15.2,2020-07-14 22:40:07+00:00,59,1.5397699221779124,309.3480662395357
-8.046281,-34.940175,15.2,2020-07-14 22:40:08+00:00,59,1.4370470869973402,310.785113326533
-8.046294,-34.94018,15.2,2020-07-14 22:40:09+00:00,59,1.5397699113318322,312.32488323786487
-8.046309,-34.940188,15.2,2020-07-14 22:40:10+00:00,60,1.8787593845377997,314.20364262240264
-8.046323,-34.940196,15.2,2020-07-14 22:40:11+00:00,60,1.7818596389630819,315.9855022613657
-8.046338,-34.940204,15.2,2020-07-14 22:40:12+00:00,60,1.8787593570127035,317.8642616183784
-8.046353,-34.940207,15.2,2020-07-14 22:40:13+00:00,58,1.6915794615673558,319.55584107994576
-8.046367,-34.94021,15.2,2020-07-14 22:40:14+00:00,58,1.5832650038735454,321.1391060838193
-8.046382,-34.940213,15.2,2020-07-14 22:40:15+00:00,58,1.6915794590092952,322.8306855428286
-8.046396,-34.940216,15.2,2020-07-14 22:40:16+00:00,58,1.5832650012645488,324.4139505440931
-8.046408,-34.940222,15.2,2020-07-14 22:40:17+00:00,57,1.482822728558667,325.8967732726518
-8.04642,-34.940229,15.2,2020-07-14 22:40:18+00:00,57,1.5351625140203535,327.4319357866721
-8.046432,-34.940235,15.2,2020-07-14 22:40:19+00:00,57,1.4828227125485007,328.9147584992206
-8.046444,-34.940242,15.2,2020-07-14 22:40:20+00:00,53,1.5351624923847966,330.44992099160544
-8.046456,-34.940245,15.2,2020-07-14 22:40:21+00:00,53,1.3677320408521374,331.8176530324576
-8.046469,-34.940248,15.2,2020-07-14 22:40:22+00:00,53,1.4752891254669964,333.2929421579246
-8.046481,-34.940252,15.2,2020-07-14 22:40:23+00:00,52,1.398480130587417,334.691422288512
-8.046493,-34.940255,15.2,2020-07-14 22:40:24+00:00,52,1.367732036025303,336.0591543245373
-8.046493,-34.940255,15.2,2020-07-14 22:40:25+00:00,52,0.0,336.0591543245373
-8.046493,-34.940255,15.2,2020-07-14 22:40:26+00:00,51,0.0,336.0591543245373
-8.046493,-34.940255,15.2,2020-07-14 22:40:27+00:00,51,0.0,336.0591543245373
-8.046543,-34.94028,15.2,2020-07-14 22:40:29+00:00,51,6.178427714225599,342.2375820387629
-8.046552,-34.940282,15.2,2020-07-14 22:40:30+00:00,51,1.0194868261740744,343.257068864937
-8.046561,-34.940283,15.2,2020-07-14 22:40:31+00:00,51,1.0014494187450516,344.25851828368206
-8.046571,-34.940285,15.2,2020-07-14 22:40:32+00:00,51,1.1277196291916571,345.3862379128737
-8.04658,-34.940286,15.2,2020-07-14 22:40:33+00:00,51,1.001449419053224,346.38768733192694
-8.046589,-34.940288,15.2,2020-07-14 22:40:34+00:00,51,1.019486823432232,347.4071741553592
-8.046595,-34.94028,15.2,2020-07-14 22:40:35+00:00,51,1.1036238051124219,348.5107979604716
-8.046601,-34.940273,15.2,2020-07-14 22:40:36+00:00,51,1.0177049037834882,349.52850286425513
-8.046608,-34.940265,15.2,2020-07-14 22:40:37+00:00,51,1.1734541896966455,350.7019570539518
-8.046614,-34.940257,15.2,2020-07-14 22:40:38+00:00,51,1.1036237721035957,351.8055808260554
-8.04662,-34.94025,15.2,2020-07-14 22:40:39+00:00,51,1.0177048772766708,352.8232857033321
-8.046626,-34.940242,15.2,2020-07-14 22:40:40+00:00,51,1.1036237518500946,353.92690945518217
-8.046628,-34.94023,15.2,2020-07-14 22:40:41+00:00,51,1.3411349254705467,355.2680443806527
-8.04663,-34.940217,15.2,2020-07-14 22:40:42+00:00,51,1.4499700594465863,356.7180144400993
-8.046633,-34.940205,15.2,2020-07-14 22:40:43+00:00,51,1.363744941499033,358.0817593815983
-8.046635,-34.940192,15.2,2020-07-14 22:40:44+00:00,51,1.449970041566438,359.53172942316473
-8.046637,-34.94018,15.2,2020-07-14 22:40:45+00:00,51,1.3411348967287455,360.8728643198935
-8.046642,-34.940168,15.2,2020-07-14 22:40:46+00:00,54,1.4337028723003113,362.3065671921938
-8.046647,-34.940156,15.2,2020-07-14 22:40:47+00:00,54,1.4337028572419066,363.7402700494357
-8.046652,-34.940144,15.2,2020-07-14 22:40:48+00:00,54,1.4337028428896024,365.1739728923253
-8.046657,-34.940132,15.2,2020-07-14 22:40:49+00:00,56,1.4337028267722343,366.60767571909753
-8.046662,-34.940118,15.2,2020-07-14 22:40:50+00:00,56,1.6393126258160489,368.2469883449136
-8.046667,-34.940104,15.2,2020-07-14 22:40:51+00:00,56,1.639312609009853,369.8863009539234
-8.046671,-34.94009,15.2,2020-07-14 22:40:52+00:00,59,1.6053854458430274,371.4916863997664
-8.046676,-34.940076,12.8,2020-07-14 22:40:53+00:00,59,1.6393125767825296,373.13099897654894
-8.046677,-34.940064,12.8,2020-07-14 22:40:54+00:00,59,1.3273838982949955,374.45838287484395
-8.046678,-34.940051,12.8,2020-07-14 22:40:55+00:00,58,1.4372606699776136,375.89564354482155
-8.04668,-34.940039,12.8,2020-07-14 22:40:56+00:00,58,1.3411347596812555,377.2367783045028
-8.046681,-34.940026,12.8,2020-07-14 22:40:57+00:00,58,1.4372606594606434,378.6740389639635
-8.046682,-34.940014,11.6,2020-07-14 22:40:58+00:00,61,1.3273838821693722,380.00142284613287
-8.046684,-34.940003,11.6,2020-07-14 22:40:59+00:00,61,1.2325476874857892,381.2339705336187
-8.046685,-34.939992,11.6,2020-07-14 22:41:00+00:00,61,1.217571084557101,382.4515416181758
-8.046687,-34.939982,11.6,2020-07-14 22:41:01+00:00,61,1.1242805709955046,383.5758221891713
-8.046688,-34.939971,11.6,2020-07-14 22:41:02+00:00,60,1.217571075088175,384.79339326425946
-8.04669,-34.93996,13.1,2020-07-14 22:41:03+00:00,60,1.232547671372429,386.02594093563187
-8.046694,-34.939949,13.1,2020-07-14 22:41:04+00:00,60,1.290717450258525,387.3166583858904
-8.046698,-34.939939,13.1,2020-07-14 22:41:05+00:00,59,1.1877645122280276,388.5044228981184
-8.046703,-34.939928,13.1,2020-07-14 22:41:06+00:00,59,1.332679566221118,389.8371024643395
-8.046707,-34.939918,13.1,2020-07-14 22:41:07+00:00,59,1.1877644908745952,391.0248669552141
-8.046711,-34.939907,13.1,2020-07-14 22:41:08+00:00,57,1.2907174033262827,392.3155843585404
-8.046718,-34.939895,13.1,2020-07-14 22:41:09+00:00,57,1.5326639807367644,393.8482483392771
-8.046725,-34.939884,13.1,2020-07-14 22:41:10+00:00,57,1.438607058542893,395.28685539782003
-8.046732,-34.939872,13.1,2020-07-14 22:41:11+00:00,54,1.5326639429722935,396.81951934079234
-8.046739,-34.93986,14.3,2020-07-14 22:41:12+00:00,54,1.5326639230310708,398.3521832638234
-8.046743,-34.939848,14.3,2020-07-14 22:41:13+00:00,54,1.3947830332277957,399.7469662970512
