activity_id,sport_type,timestamp,latitude,longitude,heart_rate,speed,duration_seconds
2025-07-10T21:41:20Z,Ride,2025-07-10 21:41:56+00:00,-8.04447333,-34.93960167,94,0.0,0.0
2025-07-10T21:41:20Z,Ride,2025-07-10 21:41:57+00:00,-8.04448332,-34.93961332,92,0.0,1.0
2025-07-10T21:41:20Z,Ride,2025-07-10 21:41:58+00:00,-8.04448431,-34.93962531,90,0.0,2.0
2025-07-10T21:41:20Z,Ride,2025-07-10 21:41:59+00:00,-8.04449065,-34.93962432,89,0.0,3.0
2025-07-10T21:41:20Z,Ride,2025-07-10 21:42:00+00:00,-8.04449997,-34.93962865,88,0.0,4.0
2025-07-10T21:41:20Z,Ride,2025-07-10 21:42:01+00:00,-8.0445053,-34.93962199,88,0.0,5.0
2025-07-10T21:41:20Z,Ride,2025-07-10 21:42:02+00:00,-8.04450563,-34.93961199,88,0.0,6.0
2025-07-10T21:41:20Z,Ride,2025-07-10 21:42:03+00:00,-8.0445033,-34.93960267,88,0.0,7.0
2025-07-10T21:41:20Z,Ride,2025-07-10 21:42:04+00:00,-8.04450165,-34.939592,88,0.0,8.0
2025-07-10T21:41:20Z,Ride,2025-07-10 21:42:05+00:00,-8.04450098,-34.93958034,89,0.0,9.0
2025-07-10T21:41:20Z,Ride,2025-07-10 21:42:06+00:00,-8.04450065,-34.93956968,90,0.0,10.0
2025-07-10T21:41:20Z,Ride,2025-07-10 21:42:07+00:00,-8.04449932,-34.93956335,90,0.0,11.0
2025-07-10T21:41:20Z,Ride,2025-07-10 21:42:08+00:00,-8.04449766,-34.93956036,90,0.0,12.0
2025-07-10T21:41:20Z,Ride,2025-07-10 21:42:09+00:00,-8.04449632,-34.93956135,90,0.0,13.0
2025-07-10T21:41:20Z,Ride,2025-07-10 21:42:10+00:00,-8.04449432,-34.93956369,90,0.0,14.0
2025-07-10T21:41:20Z,Ride,2025-07-10 21:42:11+00:00,-8.04449233,-34.93956336,89,0.0,15.0
2025-07-10T21:41:20Z,Ride,2025-07-10 21:42:12+00:00,-8.04448667,-34.93955803,89,0.0,16.0
2025-07-10T21:41:20Z,Ride,2025-07-10 21:42:13+00:00,-8.044481,-34.93955137,88,0.0,17.0
2025-07-10T21:41:20Z,Ride,2025-07-10 21:42:14+00:00,-8.04447568,-34.93954371,88,0.0,18.0
2025-07-10T21:41:20Z,Ride,2025-07-10 21:42:15+00:00,-8.04447001,-34.93953505,89,0.0,19.0
2025-07-10T21:41:20Z,Ride,2025-07-10 21:42:17+00:00,-8.04446334,-34.93951338,91,0.0,21.0
2025-07-10T21:41:20Z,Ride,2025-07-10 21:42:43+00:00,-8.04423502,-34.93931173,92,0.0,47.0
2025-07-10T21:41:20Z,Ride,2025-07-10 21:42:44+00:00,-8.04423534,-34.93931006,92,0.0,48.0
2025-07-10T21:41:20Z,Ride,2025-07-10 21:42:45+00:00,-8.04424134,-34.93931372,92,0.0,49.0
2025-07-10T21:41:20Z,Ride,2025-07-10 21:42:46+00:00,-8.04424901,-34.93931572,92,0.0,50.0
2025-07-10T21:41:20Z,Ride,2025-07-10 21:42:47+00:00,-8.04425567,-34.93931705,92,0.0,51.0
2025-07-10T21:41:20Z,Ride,2025-07-10 21:42:48+00:00,-8.04426233,-34.93932004,91,0.28999999165534973,52.0
2025-07-10T21:41:20Z,Ride,2025-07-10 21:42:49+00:00,-8.04426966,-34.93932103,90,0.75,53.0
2025-07-10T21:41:20Z,Ride,2025-07-10 21:42:50+00:00,-8.04428132,-34.93932936,90,0.9100000262260437,54.0
2025-07-10T21:41:20Z,Ride,2025-07-10 21:42:51+00:00,-8.04429498,-34.93934102,90,0.9100000262260437,55.0
