activity_id,sport_type,timestamp,latitude,longitude,speed,heart_rate
2024-09-22T16:31:38Z,Ride,2024-09-22T16:31:46Z,-8.04937999,-34.95589333,0.0,
2024-09-22T16:31:38Z,Ride,2024-09-22T16:31:47Z,-8.04937133,-34.95588833,0.0,
2024-09-22T16:31:38Z,Ride,2024-09-22T16:31:48Z,-8.04935533,-34.955858,0.0,
2024-09-22T16:31:38Z,Ride,2024-09-22T16:31:49Z,-8.04934068,-34.95584301,0.0,
2024-09-22T16:31:38Z,Ride,2024-09-22T16:31:50Z,-8.04933102,-34.95582401,0.0,
2024-09-22T16:31:38Z,Ride,2024-09-22T16:31:50Z,-8.04933002,-34.95580002,0.0,
2024-09-22T16:31:38Z,Ride,2024-09-22T16:31:51Z,-8.04933035,-34.95577435,0.0,
2024-09-22T16:31:38Z,Ride,2024-09-22T16:31:52Z,-8.04933469,-34.95575003,0.0,
2024-09-22T16:31:38Z,Ride,2024-09-22T16:31:53Z,-8.04933901,-34.95572303,0.0,
2024-09-22T16:31:38Z,Ride,2024-09-22T16:31:54Z,-8.04934767,-34.95569637,0.0,
2024-09-22T16:31:38Z,Ride,2024-09-22T16:31:55Z,-8.04935433,-34.95566737,0.0,98.0
2024-09-22T16:31:38Z,Ride,2024-09-22T16:31:56Z,-8.04936166,-34.95563872,1.190000057220459,98.0
2024-09-22T16:31:38Z,Ride,2024-09-22T16:31:57Z,-8.04936931,-34.95560706,2.559999942779541,98.0
2024-09-22T16:31:38Z,Ride,2024-09-22T16:31:58Z,-8.04937698,-34.95557307,2.890000104904175,98.0
2024-09-22T16:31:38Z,Ride,2024-09-22T16:31:59Z,-8.04938665,-34.95553707,2.890000104904175,98.0
2024-09-22T16:31:38Z,Ride,2024-09-22T16:32:00Z,-8.0493963,-34.95549975,3.25,97.0
2024-09-22T16:31:38Z,Ride,2024-09-22T16:32:01Z,-8.04940629,-34.95546375,3.4700000286102295,96.0
2024-09-22T16:31:38Z,Ride,2024-09-22T16:32:02Z,-8.04941795,-34.95542475,3.609999895095825,95.0
2024-09-22T16:31:38Z,Ride,2024-09-22T16:32:03Z,-8.04942828,-34.95538541,3.799999952316284,95.0
2024-09-22T16:31:38Z,Ride,2024-09-22T16:32:04Z,-8.04943962,-34.95534542,3.950000047683716,94.0
2024-09-22T16:31:38Z,Ride,2024-09-22T16:32:05Z,-8.04945062,-34.95530409,3.950000047683716,94.0
2024-09-22T16:31:38Z,Ride,2024-09-22T16:32:06Z,-8.04946361,-34.95526443,4.090000152587891,94.0
2024-09-22T16:31:38Z,Ride,2024-09-22T16:32:07Z,-8.04947661,-34.95522543,4.210000038146973,93.0
2024-09-22T16:31:38Z,Ride,2024-09-22T16:32:08Z,-8.0494886,-34.95518711,4.320000171661377,90.0
2024-09-22T16:31:38Z,Ride,2024-09-22T16:32:09Z,-8.04949992,-34.95514911,4.400000095367432,90.0
2024-09-22T16:31:38Z,Ride,2024-09-22T16:32:10Z,-8.04951025,-34.95511445,4.400000095367432,91.0
2024-09-22T16:31:38Z,Ride,2024-09-22T16:32:11Z,-8.04951925,-34.95507845,4.400000095367432,91.0
2024-09-22T16:31:38Z,Ride,2024-09-22T16:32:12Z,-8.04952658,-34.95503913,4.420000076293945,92.0
2024-09-22T16:31:38Z,Ride,2024-09-22T16:32:13Z,-8.04953257,-34.95499681,4.460000038146973,91.0
2024-09-22T16:31:38Z,Ride,2024-09-22T16:32:14Z,-8.04953723,-34.95495481,4.480000019073486,92.0
2024-09-22T16:31:38Z,Ride,2024-09-22T16:32:15Z,-8.04954357,-34.95491648,4.480000019073486,92.0
2024-09-22T16:31:38Z,Ride,2024-09-22T16:32:16Z,-8.04955089,-34.95488115,4.480000019073486,92.0
2024-09-22T16:31:38Z,Ride,2024-09-22T16:32:17Z,-8.04956089,-34.95484748,4.480000019073486,92.0
2024-09-22T16:31:38Z,Ride,2024-09-22T16:32:18Z,-8.04957155,-34.95481583,4.420000076293945,92.0
2024-09-22T16:31:38Z,Ride,2024-09-22T16:32:19Z,-8.0495812,-34.95478683,4.320000171661377,93.0
2024-09-22T16:31:38Z,Ride,2024-09-22T16:32:20Z,-8.04958886,-34.95476084,4.230000019073486,93.0
2024-09-22T16:31:38Z,Ride,2024-09-22T16:32:21Z,-8.04959186,-34.95473651,4.090000152587891,93.0
2024-09-22T16:31:38Z,Ride,2024-09-22T16:32:22Z,-8.04958886,-34.95471518,3.9000000953674316,94.0
2024-09-22T16:31:38Z,Ride,2024-09-22T16:32:23Z,-8.04958053,-34.95469651,3.9000000953674316,94.0
2024-09-22T16:31:38Z,Ride,2024-09-22T16:32:24Z,-8.04956587,-34.95468152,3.619999885559082,94.0
2024-09-22T16:31:38Z,Ride,2024-09-22T16:32:25Z,-8.04954654,-34.95466786,3.240000009536743,94.0
2024-09-22T16:31:38Z,Ride,2024-09-22T16:32:26Z,-8.04952255,-34.95465553,2.990000009536743,95.0
2024-09-22T16:31:38Z,Ride,2024-09-22T16:32:27Z,-8.04949521,-34.95464388,2.930000066757202,97.0
2024-09-22T16:31:38Z,Ride,2024-09-22T16:32:28Z,-8.04946622,-34.95463221,2.930000066757202,97.0
2024-09-22T16:31:38Z,Ride,2024-09-22T16:32:29Z,-8.04943556,-34.95462055,2.930000066757202,97.0
2024-09-22T16:31:38Z,Ride,2024-09-22T16:32:30Z,-8.04940357,-34.95460723,2.990000009536743,98.0
2024-09-22T16:31:38Z,Ride,2024-09-22T16:32:31Z,-8.04937057,-34.9545929,3.1600000858306885,99.0
2024-09-22T16:31:38Z,Ride,2024-09-22T16:32:32Z,-8.0493369,-34.95457657,3.369999885559082,100.0
2024-09-22T16:31:38Z,Ride,2024-09-22T16:32:33Z,-8.04930291,-34.95455991,3.5399999618530273,101.0
