activity_id,sport_type,timestamp,latitude,longitude,heart_rate
2023-03-14T00:13:29Z,ride,2023-03-14T00:13:46Z,-8.104875,-35.04683666,90
2023-03-14T00:13:29Z,ride,2023-03-14T00:13:47Z,-8.10486701,-35.046832,90
2023-03-14T00:13:29Z,ride,2023-03-14T00:13:48Z,-8.10484568,-35.046813,90
2023-03-14T00:13:29Z,ride,2023-03-14T00:13:49Z,-8.10481502,-35.04680034,89
2023-03-14T00:13:29Z,ride,2023-03-14T00:13:50Z,-8.10477703,-35.04678134,89
2023-03-14T00:13:29Z,ride,2023-03-14T00:13:51Z,-8.10473537,-35.04675768,89
2023-03-14T00:13:29Z,ride,2023-03-14T00:13:52Z,-8.10469238,-35.04673001,89
2023-03-14T00:13:29Z,ride,2023-03-14T00:13:53Z,-8.10464838,-35.04670002,89
2023-03-14T00:13:29Z,ride,2023-03-14T00:13:54Z,-8.10460073,-35.0466657,89
2023-03-14T00:13:29Z,ride,2023-03-14T00:13:55Z,-8.10455306,-35.04663136,88
2023-03-14T00:13:29Z,ride,2023-03-14T00:13:56Z,-8.1045024,-35.04659971,88
2023-03-14T00:13:29Z,ride,2023-03-14T00:13:57Z,-8.10445174,-35.04656872,87
2023-03-14T00:13:29Z,ride,2023-03-14T00:13:58Z,-8.10440408,-35.04654338,87
2023-03-14T00:13:29Z,ride,2023-03-14T00:14:00Z,-8.10435208,-35.04651706,86
2023-03-14T00:13:29Z,ride,2023-03-14T00:14:00Z,-8.10429875,-35.04649339,86
2023-03-14T00:13:29Z,ride,2023-03-14T00:14:01Z,-8.10424509,-35.04647274,87
2023-03-14T00:13:29Z,ride,2023-03-14T00:14:02Z,-8.10419042,-35.04645407,87
2023-03-14T00:13:29Z,ride,2023-03-14T00:14:03Z,-8.10413842,-35.04643975,87
2023-03-14T00:13:29Z,ride,2023-03-14T00:14:04Z,-8.10408043,-35.04642841,87
2023-03-14T00:13:29Z,ride,2023-03-14T00:14:05Z,-8.10402078,-35.04641842,86
2023-03-14T00:13:29Z,ride,2023-03-14T00:14:06Z,-8.10396478,-35.04641076,86
2023-03-14T00:13:29Z,ride,2023-03-14T00:14:07Z,-8.10390745,-35.04640509,85
2023-03-14T00:13:29Z,ride,2023-03-14T00:14:08Z,-8.10384913,-35.04640009,85
2023-03-14T00:13:29Z,ride,2023-03-14T00:14:09Z,-8.10379113,-35.04639776,85
2023-03-14T00:13:29Z,ride,2023-03-14T00:14:10Z,-8.10373214,-35.04639809,85
2023-03-14T00:13:29Z,ride,2023-03-14T00:14:11Z,-8.10367414,-35.04640008,85
2023-03-14T00:13:29Z,ride,2023-03-14T00:14:12Z,-8.10361647,-35.04640408,85
2023-03-14T00:13:29Z,ride,2023-03-14T00:14:13Z,-8.10355981,-35.04640907,86
2023-03-14T00:13:29Z,ride,2023-03-14T00:14:14Z,-8.10350348,-35.0464154,86
2023-03-14T00:13:29Z,ride,2023-03-14T00:14:15Z,-8.10344815,-35.04642239,86
2023-03-14T00:13:29Z,ride,2023-03-14T00:14:16Z,-8.10339415,-35.04642872,86
2023-03-14T00:13:29Z,ride,2023-03-14T00:14:17Z,-8.10334148,-35.04643505,87
2023-03-14T00:13:29Z,ride,2023-03-14T00:14:19Z,-8.10328916,-35.04644371,89
2023-03-14T00:13:29Z,ride,2023-03-14T00:14:20Z,-8.10323683,-35.04645171,88
2023-03-14T00:13:29Z,ride,2023-03-14T00:14:21Z,-8.10318217,-35.04646136,86
2023-03-14T00:13:29Z,ride,2023-03-14T00:14:22Z,-8.10313117,-35.04647635,85
2023-03-14T00:13:29Z,ride,2023-03-14T00:14:23Z,-8.10308585,-35.04649602,85
2023-03-14T00:13:29Z,ride,2023-03-14T00:14:24Z,-8.10304752,-35.04652402,85
2023-03-14T00:13:29Z,ride,2023-03-14T00:14:25Z,-8.10301552,-35.04655869,85
2023-03-14T00:13:29Z,ride,2023-03-14T00:14:26Z,-8.10298752,-35.04659834,87
2023-03-14T00:13:29Z,ride,2023-03-14T00:14:27Z,-8.10296386,-35.04664034,88
2023-03-14T00:13:29Z,ride,2023-03-14T00:14:28Z,-8.10294353,-35.04668467,89
2023-03-14T00:13:29Z,ride,2023-03-14T00:14:29Z,-8.1029242,-35.04673167,89
2023-03-14T00:13:29Z,ride,2023-03-14T00:14:30Z,-8.10290754,-35.04677966,89
2023-03-14T00:13:29Z,ride,2023-03-14T00:14:31Z,-8.10289354,-35.04682731,89
2023-03-14T00:13:29Z,ride,2023-03-14T00:14:32Z,-8.10288221,-35.04687631,90
2023-03-14T00:13:29Z,ride,2023-03-14T00:14:33Z,-8.10287489,-35.0469293,90
2023-03-14T00:13:29Z,ride,2023-03-14T00:14:34Z,-8.10287222,-35.0469853,89
2023-03-14T00:13:29Z,ride,2023-03-14T00:14:35Z,-8.10286923,-35.04703797,89
2023-03-14T00:13:29Z,ride,2023-03-14T00:14:36Z,-8.10286624,-35.04708297,89
2023-03-14T00:13:29Z,ride,2023-03-14T00:14:37Z,-8.10285992,-35.0471273,90
2023-03-14T00:13:29Z,ride,2023-03-14T00:14:38Z,-8.10284892,-35.04717063,91
2023-03-14T00:13:29Z,ride,2023-03-14T00:14:39Z,-8.10283193,-35.04720863,91
2023-03-14T00:13:29Z,ride,2023-03-14T00:14:40Z,-8.10280726,-35.04724362,93
2023-03-14T00:13:29Z,ride,2023-03-14T00:14:41Z,-8.10277593,-35.04727895,93
2023-03-14T00:13:29Z,ride,2023-03-14T00:14:42Z,-8.10274027,-35.04730361,93
2023-03-14T00:13:29Z,ride,2023-03-14T00:14:43Z,-8.10269627,-35.04733127,93
2023-03-14T00:13:29Z,ride,2023-03-14T00:14:44Z,-8.10264828,-35.04736327,94
2023-03-14T00:13:29Z,ride,2023-03-14T00:14:45Z,-8.10260128,-35.04739326,94
2023-03-14T00:13:29Z,ride,2023-03-14T00:14:46Z,-8.10255496,-35.04741659,94
2023-03-14T00:13:29Z,ride,2023-03-14T00:14:47Z,-8.10250862,-35.04743792,94
2023-03-14T00:13:29Z,ride,2023-03-14T00:14:48Z,-8.10246263,-35.04746192,95
2023-03-14T00:13:29Z,ride,2023-03-14T00:14:49Z,-8.10241597,-35.04748491,95
2023-03-14T00:13:29Z,ride,2023-03-14T00:14:50Z,-8.10236598,-35.04750757,96
2023-03-14T00:13:29Z,ride,2023-03-14T00:14:51Z,-8.10231599,-35.04753122,96
2023-03-14T00:13:29Z,ride,2023-03-14T00:14:52Z,-8.102267,-35.04755056,98
2023-03-14T00:13:29Z,ride,2023-03-14T00:14:53Z,-8.10222,-35.04756389,98
2023-03-14T00:13:29Z,ride,2023-03-14T00:14:54Z,-8.10217467,-35.04757355,100
2023-03-14T00:13:29Z,ride,2023-03-14T00:14:55Z,-8.10212734,-35.04758088,101
2023-03-14T00:13:29Z,ride,2023-03-14T00:14:56Z,-8.10207534,-35.04758288,100
2023-03-14T00:13:29Z,ride,2023-03-14T00:14:57Z,-8.10201768,-35.04758487,96
2023-03-14T00:13:29Z,ride,2023-03-14T00:14:58Z,-8.10194968,-35.04758553,99
2023-03-14T00:13:29Z,ride,2023-03-14T00:14:59Z,-8.10187735,-35.04758187,96
2023-03-14T00:13:29Z,ride,2023-03-14T00:15:00Z,-8.10180502,-35.04757687,96
2023-03-14T00:13:29Z,ride,2023-03-14T00:15:01Z,-8.10172803,-35.04756854,94
2023-03-14T00:13:29Z,ride,2023-03-14T00:15:02Z,-8.10164736,-35.04755621,93
2023-03-14T00:13:29Z,ride,2023-03-14T00:15:03Z,-8.10156569,-35.04753889,92
2023-03-14T00:13:29Z,ride,2023-03-14T00:15:04Z,-8.10148404,-35.04751722,92
2023-03-14T00:13:29Z,ride,2023-03-14T00:15:05Z,-8.1014037,-35.04748857,92
2023-03-14T00:13:29Z,ride,2023-03-14T00:15:06Z,-8.10132638,-35.0474529,92
2023-03-14T00:13:29Z,ride,2023-03-14T00:15:07Z,-8.10125171,-35.04741424,93
2023-03-14T00:13:29Z,ride,2023-03-14T00:15:08Z,-8.10118006,-35.04737391,93
2023-03-14T00:13:29Z,ride,2023-03-14T00:15:09Z,-8.10111072,-35.04733225,94
2023-03-14T00:13:29Z,ride,2023-03-14T00:15:10Z,-8.1010444,-35.04728859,94
2023-03-14T00:13:29Z,ride,2023-03-14T00:15:11Z,-8.10098141,-35.0472426,93
2023-03-14T00:13:29Z,ride,2023-03-14T00:15:12Z,-8.10091808,-35.0471956,93
2023-03-14T00:13:29Z,ride,2023-03-14T00:15:13Z,-8.10085442,-35.04714394,93
2023-03-14T00:13:29Z,ride,2023-03-14T00:15:14Z,-8.1007961,-35.04710061,92
2023-03-14T00:13:29Z,ride,2023-03-14T00:15:15Z,-8.10073843,-35.04705827,92
2023-03-14T00:13:29Z,ride,2023-03-14T00:15:16Z,-8.10068344,-35.04701828,92
