activity_id,sport_type,timestamp,latitude,longitude,altitude,distance,heart_rate,time_diff,distance_diff,calculated_speed,altitude_diff,gradient
2020-06-25T20:25:42Z,Running,2020-06-25 20:25:42+00:00,-9.453296661376953,-36.64091491699219,0.0,0.0,93,,,,,
2020-06-25T20:25:42Z,Running,2020-06-25 20:26:29+00:00,-9.453313827514648,-36.64083480834961,0.0,9.8,96,47.0,9.8,0.20851063829787236,0.0,0.0
2020-06-25T20:25:42Z,Running,2020-06-25 20:26:36+00:00,-9.453363418579102,-36.640838623046875,251.0,16.3,99,7.0,6.5,0.9285714285714286,251.0,3861.5384615384614
2020-06-25T20:25:42Z,Running,2020-06-25 20:26:42+00:00,-9.45341682434082,-36.640846252441406,254.0,22.8,102,6.0,6.5,1.0833333333333333,3.0,46.15384615384615
2020-06-25T20:25:42Z,Running,2020-06-25 20:26:48+00:00,-9.453472137451172,-36.64085388183594,255.0,29.3,101,6.0,6.5,1.0833333333333333,1.0,15.384615384615385
2020-06-25T20:25:42Z,Running,2020-06-25 20:26:55+00:00,-9.453521728515625,-36.64086151123047,256.0,35.8,103,7.0,6.4999999999999964,0.928571428571428,1.0,15.384615384615394
2020-06-25T20:25:42Z,Running,2020-06-25 20:27:03+00:00,-9.453577041625977,-36.640869140625,258.0,42.3,104,8.0,6.5,0.8125,2.0,30.76923076923077
2020-06-25T20:25:42Z,Running,2020-06-25 20:27:11+00:00,-9.453625679016113,-36.64088439941406,259.0,48.8,106,8.0,6.5,0.8125,1.0,15.384615384615385
2020-06-25T20:25:42Z,Running,2020-06-25 20:27:19+00:00,-9.453679084777832,-36.640892028808594,259.0,55.3,104,8.0,6.5,0.8125,0.0,0.0
2020-06-25T20:25:42Z,Running,2020-06-25 20:27:27+00:00,-9.453731536865234,-36.64091873168945,259.0,62.9,102,8.0,7.600000000000001,0.9500000000000002,0.0,0.0
2020-06-25T20:25:42Z,Running,2020-06-25 20:27:52+00:00,-9.45388126373291,-36.640968322753906,259.0,81.3,101,25.0,18.4,0.736,0.0,0.0
2020-06-25T20:25:42Z,Running,2020-06-25 20:27:57+00:00,-9.453930854797363,-36.64097595214844,259.0,87.9,99,5.0,6.6000000000000085,1.3200000000000016,0.0,0.0
2020-06-25T20:25:42Z,Running,2020-06-25 20:28:07+00:00,-9.453981399536133,-36.6409912109375,256.0,94.4,98,10.0,6.5,0.65,-3.0,-46.15384615384615
2020-06-25T20:25:42Z,Running,2020-06-25 20:28:11+00:00,-9.454046249389648,-36.64100646972656,256.0,102.0,99,4.0,7.599999999999994,1.8999999999999986,0.0,0.0
2020-06-25T20:25:42Z,Running,2020-06-25 20:28:14+00:00,-9.454096794128418,-36.641014099121094,255.0,108.5,99,3.0,6.5,2.1666666666666665,-1.0,-15.384615384615385
2020-06-25T20:25:42Z,Running,2020-06-25 20:28:22+00:00,-9.454150199890137,-36.64102554321289,255.0,115.0,100,8.0,6.5,0.8125,0.0,0.0
2020-06-25T20:25:42Z,Running,2020-06-25 20:28:29+00:00,-9.454203605651855,-36.64102554321289,255.0,121.5,102,7.0,6.5,0.9285714285714286,0.0,0.0
2020-06-25T20:25:42Z,Running,2020-06-25 20:29:19+00:00,-9.454229354858398,-36.64103698730469,243.0,124.7,101,50.0,3.200000000000003,0.06400000000000006,-12.0,-374.9999999999997
2020-06-25T20:25:42Z,Running,2020-06-25 20:29:21+00:00,-9.454266548156738,-36.64104461669922,243.0,129.1,106,2.0,4.3999999999999915,2.1999999999999957,0.0,0.0
2020-06-25T20:25:42Z,Running,2020-06-25 20:29:27+00:00,-9.454304695129395,-36.641029357910156,243.0,134.5,110,6.0,5.400000000000006,0.9000000000000009,0.0,0.0
2020-06-25T20:25:42Z,Running,2020-06-25 20:29:35+00:00,-9.454361915588379,-36.641029357910156,243.0,141.0,111,8.0,6.5,0.8125,0.0,0.0
2020-06-25T20:25:42Z,Running,2020-06-25 20:29:41+00:00,-9.454422950744629,-36.64103317260742,243.0,148.6,110,6.0,7.599999999999994,1.2666666666666657,0.0,0.0
2020-06-25T20:25:42Z,Running,2020-06-25 20:29:45+00:00,-9.454471588134766,-36.64103317260742,243.0,154.0,114,4.0,5.400000000000006,1.3500000000000014,0.0,0.0
2020-06-25T20:25:42Z,Running,2020-06-25 20:29:51+00:00,-9.454523086547852,-36.641021728515625,243.0,160.5,115,6.0,6.5,1.0833333333333333,0.0,0.0
2020-06-25T20:25:42Z,Running,2020-06-25 20:29:57+00:00,-9.454580307006836,-36.64102554321289,243.0,167.0,115,6.0,6.5,1.0833333333333333,0.0,0.0
2020-06-25T20:25:42Z,Running,2020-06-25 20:30:02+00:00,-9.454645156860352,-36.641029357910156,243.0,174.6,116,5.0,7.599999999999994,1.519999999999999,0.0,0.0
2020-06-25T20:25:42Z,Running,2020-06-25 20:30:08+00:00,-9.454712867736816,-36.641029357910156,243.0,182.2,116,6.0,7.599999999999994,1.2666666666666657,0.0,0.0
2020-06-25T20:25:42Z,Running,2020-06-25 20:30:14+00:00,-9.454771041870117,-36.64103317260742,243.0,188.7,116,6.0,6.5,1.0833333333333333,0.0,0.0
2020-06-25T20:25:42Z,Running,2020-06-25 20:30:20+00:00,-9.454828262329102,-36.64104080200195,243.0,195.2,118,6.0,6.5,1.0833333333333333,0.0,0.0
2020-06-25T20:25:42Z,Running,2020-06-25 20:30:23+00:00,-9.45488452911377,-36.64104080200195,243.0,201.7,118,3.0,6.5,2.1666666666666665,0.0,0.0
2020-06-25T20:25:42Z,Running,2020-06-25 20:30:26+00:00,-9.454954147338867,-36.64104080200195,243.0,210.4,118,3.0,8.700000000000017,2.9000000000000057,0.0,0.0
2020-06-25T20:25:42Z,Running,2020-06-25 20:30:29+00:00,-9.455012321472168,-36.641048431396484,243.0,216.9,120,3.0,6.5,2.1666666666666665,0.0,0.0
2020-06-25T20:25:42Z,Running,2020-06-25 20:30:33+00:00,-9.455068588256836,-36.641048431396484,243.0,223.4,120,4.0,6.5,1.625,0.0,0.0
2020-06-25T20:25:42Z,Running,2020-06-25 20:30:40+00:00,-9.455123901367188,-36.641048431396484,243.0,229.9,120,7.0,6.5,0.9285714285714286,0.0,0.0
2020-06-25T20:25:42Z,Running,2020-06-25 20:30:44+00:00,-9.455204010009766,-36.64105224609375,243.0,239.7,121,4.0,9.799999999999983,2.4499999999999957,0.0,0.0
2020-06-25T20:25:42Z,Running,2020-06-25 20:30:47+00:00,-9.455259323120117,-36.64105224609375,243.0,246.2,124,3.0,6.5,2.1666666666666665,0.0,0.0
