activity_id,sport_type,timestamp,latitude,longitude,speed,heart_rate,cadence
2023-09-25T22:34:06Z,walk,2023-09-25T22:34:21Z,-8.05259,-34.94833167,0.0,,
2023-09-25T22:34:06Z,walk,2023-09-25T22:34:25Z,-8.05190833,-34.94803001,0.0,89.0,
2023-09-25T22:34:06Z,walk,2023-09-25T22:34:26Z,-8.051913,-34.94803001,0.0,88.0,
2023-09-25T22:34:06Z,walk,2023-09-25T22:34:28Z,-8.05178667,-34.94795001,0.23000000417232513,89.0,
2023-09-25T22:34:06Z,walk,2023-09-25T22:34:29Z,-8.05179333,-34.94794835,0.47999998927116394,89.0,
2023-09-25T22:34:06Z,walk,2023-09-25T22:34:30Z,-8.05179632,-34.94794035,0.6499999761581421,89.0,
2023-09-25T22:34:06Z,walk,2023-09-25T22:34:31Z,-8.05180865,-34.9479377,0.75,90.0,64.0
2023-09-25T22:34:06Z,walk,2023-09-25T22:34:32Z,-8.05181531,-34.94793003,0.9800000190734863,91.0,64.0
2023-09-25T22:34:06Z,walk,2023-09-25T22:34:33Z,-8.05182231,-34.94792004,0.9800000190734863,91.0,64.0
2023-09-25T22:34:06Z,walk,2023-09-25T22:34:34Z,-8.05182798,-34.94791204,1.2300000190734863,92.0,64.0
2023-09-25T22:34:06Z,walk,2023-09-25T22:34:35Z,-8.0518423,-34.94790804,1.309999942779541,93.0,64.0
2023-09-25T22:34:06Z,walk,2023-09-25T22:34:36Z,-8.05185929,-34.94790372,1.340000033378601,96.0,64.0
2023-09-25T22:34:06Z,walk,2023-09-25T22:34:37Z,-8.05187596,-34.94789905,1.3799999952316284,98.0,64.0
2023-09-25T22:34:06Z,walk,2023-09-25T22:34:38Z,-8.05189295,-34.94789506,1.4199999570846558,99.0,64.0
2023-09-25T22:34:06Z,walk,2023-09-25T22:34:39Z,-8.05190895,-34.94789273,1.4199999570846558,99.0,64.0
2023-09-25T22:34:06Z,walk,2023-09-25T22:34:40Z,-8.05192628,-34.94789305,1.5399999618530273,100.0,64.0
2023-09-25T22:34:06Z,walk,2023-09-25T22:34:41Z,-8.05194427,-34.94789371,1.6799999475479126,100.0,64.0
2023-09-25T22:34:06Z,walk,2023-09-25T22:34:42Z,-8.05196261,-34.94789504,1.7599999904632568,99.0,65.0
2023-09-25T22:34:06Z,walk,2023-09-25T22:34:43Z,-8.05198127,-34.94789337,1.7999999523162842,98.0,65.0
2023-09-25T22:34:06Z,walk,2023-09-25T22:34:44Z,-8.05199826,-34.9478937,1.8200000524520874,98.0,65.0
2023-09-25T22:34:06Z,walk,2023-09-25T22:34:45Z,-8.05201559,-34.9478937,1.8200000524520874,98.0,65.0
2023-09-25T22:34:06Z,walk,2023-09-25T22:34:46Z,-8.05203292,-34.94789136,1.8300000429153442,98.0,65.0
2023-09-25T22:34:06Z,walk,2023-09-25T22:34:47Z,-8.05205092,-34.94788537,1.8300000429153442,99.0,65.0
