activity_id,sport_type,timestamp,latitude,longitude,cadence,speed,heart_rate
2024-11-21T22:27:25Z,Walk,2024-11-21T22:27:37Z,-8.051555,-34.94927,61.0,0.0,
2024-11-21T22:27:25Z,Walk,2024-11-21T22:27:38Z,-8.05155866,-34.94928132,,0.0,
2024-11-21T22:27:25Z,Walk,2024-11-21T22:27:39Z,-8.05157032,-34.94929132,,0.0,
2024-11-21T22:27:25Z,Walk,2024-11-21T22:27:40Z,-8.05158165,-34.94930065,31.0,0.0,
2024-11-21T22:27:25Z,Walk,2024-11-21T22:27:41Z,-8.05159331,-34.94930798,31.0,0.0,100.0
2024-11-21T22:27:25Z,Walk,2024-11-21T22:27:42Z,-8.05159931,-34.9493123,31.0,0.0,100.0
2024-11-21T22:27:25Z,Walk,2024-11-21T22:27:43Z,-8.05160264,-34.94931364,31.0,0.0,100.0
2024-11-21T22:27:25Z,Walk,2024-11-21T22:27:44Z,-8.0516043,-34.94931463,32.0,0.550000011920929,99.0
2024-11-21T22:27:25Z,Walk,2024-11-21T22:27:45Z,-8.05160298,-34.94931795,31.0,1.100000023841858,99.0
2024-11-21T22:27:25Z,Walk,2024-11-21T22:27:46Z,-8.05160365,-34.94932295,31.0,1.1100000143051147,99.0
2024-11-21T22:27:25Z,Walk,2024-11-21T22:27:47Z,-8.05160298,-34.94932961,31.0,1.0700000524520874,99.0
2024-11-21T22:27:25Z,Walk,2024-11-21T22:27:48Z,-8.05160031,-34.94933794,31.0,0.9700000286102295,97.0
2024-11-21T22:27:25Z,Walk,2024-11-21T22:27:49Z,-8.05159532,-34.94934594,31.0,0.9700000286102295,97.0
2024-11-21T22:27:25Z,Walk,2024-11-21T22:27:50Z,-8.05158567,-34.94935661,31.0,0.9200000166893005,97.0
2024-11-21T22:27:25Z,Walk,2024-11-21T22:27:51Z,-8.05157334,-34.94936526,31.0,0.9200000166893005,97.0
2024-11-21T22:27:25Z,Walk,2024-11-21T22:27:52Z,-8.05155534,-34.9493726,31.0,0.9700000286102295,98.0
2024-11-21T22:27:25Z,Walk,2024-11-21T22:27:53Z,-8.05153769,-34.94938093,31.0,1.090000033378601,98.0
2024-11-21T22:27:25Z,Walk,2024-11-21T22:27:54Z,-8.05151802,-34.94938459,31.0,1.2400000095367432,98.0
2024-11-21T22:27:25Z,Walk,2024-11-21T22:27:55Z,-8.05150303,-34.94938724,31.0,1.440000057220459,98.0
2024-11-21T22:27:25Z,Walk,2024-11-21T22:27:56Z,-8.05148703,-34.94938958,31.0,1.440000057220459,98.0
2024-11-21T22:27:25Z,Walk,2024-11-21T22:27:57Z,-8.05147103,-34.94939191,31.0,1.5800000429153442,98.0
2024-11-21T22:27:25Z,Walk,2024-11-21T22:27:58Z,-8.05145537,-34.94939457,31.0,1.600000023841858,98.0
2024-11-21T22:27:25Z,Walk,2024-11-21T22:27:59Z,-8.05143838,-34.9493989,31.0,1.600000023841858,99.0
2024-11-21T22:27:25Z,Walk,2024-11-21T22:28:00Z,-8.05142172,-34.9494069,31.0,1.6200000047683716,99.0
2024-11-21T22:27:25Z,Walk,2024-11-21T22:28:01Z,-8.05140873,-34.94941556,31.0,1.6200000047683716,99.0
2024-11-21T22:27:25Z,Walk,2024-11-21T22:28:02Z,-8.05139706,-34.94942455,31.0,1.6100000143051147,99.0
2024-11-21T22:27:25Z,Walk,2024-11-21T22:28:03Z,-8.05138374,-34.94943387,31.0,1.5700000524520874,99.0
2024-11-21T22:27:25Z,Walk,2024-11-21T22:28:04Z,-8.05136875,-34.94944354,31.0,1.5499999523162842,99.0
2024-11-21T22:27:25Z,Walk,2024-11-21T22:28:05Z,-8.05135608,-34.94945087,31.0,1.559999942779541,99.0
2024-11-21T22:27:25Z,Walk,2024-11-21T22:28:06Z,-8.05134542,-34.94945653,31.0,1.559999942779541,99.0
2024-11-21T22:27:25Z,Walk,2024-11-21T22:28:07Z,-8.0513391,-34.94946086,31.0,1.5499999523162842,99.0
2024-11-21T22:27:25Z,Walk,2024-11-21T22:28:08Z,-8.05133677,-34.94946718,31.0,1.5499999523162842,99.0
2024-11-21T22:27:25Z,Walk,2024-11-21T22:28:09Z,-8.05133344,-34.94947618,32.0,1.5099999904632568,98.0
2024-11-21T22:27:25Z,Walk,2024-11-21T22:28:10Z,-8.05132678,-34.94948584,32.0,1.4299999475479126,98.0
2024-11-21T22:27:25Z,Walk,2024-11-21T22:28:11Z,-8.05131679,-34.94949317,32.0,1.3600000143051147,99.0
2024-11-21T22:27:25Z,Walk,2024-11-21T22:28:12Z,-8.0513048,-34.94949916,32.0,1.309999942779541,99.0
2024-11-21T22:27:25Z,Walk,2024-11-21T22:28:13Z,-8.05129213,-34.94950483,32.0,1.2899999618530273,100.0
2024-11-21T22:27:25Z,Walk,2024-11-21T22:28:14Z,-8.05128014,-34.94951115,32.0,1.2899999618530273,100.0
2024-11-21T22:27:25Z,Walk,2024-11-21T22:28:15Z,-8.05126815,-34.94951714,32.0,1.2899999618530273,100.0
2024-11-21T22:27:25Z,Walk,2024-11-21T22:28:16Z,-8.05125648,-34.94952448,32.0,1.2999999523162842,100.0
2024-11-21T22:27:25Z,Walk,2024-11-21T22:28:17Z,-8.05124583,-34.94953213,32.0,1.3300000429153442,100.0
2024-11-21T22:27:25Z,Walk,2024-11-21T22:28:18Z,-8.05123517,-34.94953913,32.0,1.350000023841858,100.0
2024-11-21T22:27:25Z,Walk,2024-11-21T22:28:19Z,-8.0512235,-34.94954646,62.0,1.3600000143051147,101.0
2024-11-21T22:27:25Z,Walk,2024-11-21T22:28:20Z,-8.05121051,-34.94955246,62.0,1.3600000143051147,101.0
2024-11-21T22:27:25Z,Walk,2024-11-21T22:28:21Z,-8.05119786,-34.94955745,61.0,1.3600000143051147,101.0
2024-11-21T22:27:25Z,Walk,2024-11-21T22:28:22Z,-8.05118519,-34.94956145,61.0,1.3600000143051147,101.0
2024-11-21T22:27:25Z,Walk,2024-11-21T22:28:23Z,-8.05117552,-34.94956577,61.0,1.3600000143051147,100.0
2024-11-21T22:27:25Z,Walk,2024-11-21T22:28:24Z,-8.05116719,-34.94957177,63.0,1.3700000047683716,100.0
2024-11-21T22:27:25Z,Walk,2024-11-21T22:28:25Z,-8.05115819,-34.94957976,63.0,1.3700000047683716,100.0
2024-11-21T22:27:25Z,Walk,2024-11-21T22:28:26Z,-8.0511512,-34.94958842,63.0,1.3700000047683716,100.0
2024-11-21T22:27:25Z,Walk,2024-11-21T22:28:27Z,-8.05114687,-34.94959608,63.0,1.3700000047683716,100.0
2024-11-21T22:27:25Z,Walk,2024-11-21T22:28:29Z,-8.05112853,-34.94961475,63.0,1.3600000143051147,101.0
2024-11-21T22:27:25Z,Walk,2024-11-21T22:28:30Z,-8.05112521,-34.94961675,64.0,1.3600000143051147,101.0
2024-11-21T22:27:25Z,Walk,2024-11-21T22:28:31Z,-8.05111888,-34.94962074,64.0,1.350000023841858,101.0
2024-11-21T22:27:25Z,Walk,2024-11-21T22:28:32Z,-8.05110889,-34.94962574,64.0,1.350000023841858,101.0
2024-11-21T22:27:25Z,Walk,2024-11-21T22:28:33Z,-8.05109923,-34.9496294,64.0,1.340000033378601,101.0
