activity_id,sport_type,timestamp,latitude,longitude,cadence,speed,heart_rate,duration_seconds
2025-06-29T14:51:47Z,Walk,2025-06-29 14:52:00+00:00,-8.054335,-34.95398333,46.0,0.0,,0.0
2025-06-29T14:51:47Z,Walk,2025-06-29 14:52:01+00:00,-8.05434333,-34.95399067,46.0,0.0,,1.0
2025-06-29T14:51:47Z,Walk,2025-06-29 14:52:02+00:00,-8.05434767,-34.95398133,46.0,0.0,,2.0
2025-06-29T14:51:47Z,Walk,2025-06-29 14:52:03+00:00,-8.054365,-34.95396101,46.0,0.0,,3.0
2025-06-29T14:51:47Z,Walk,2025-06-29 14:52:04+00:00,-8.05438232,-34.95393901,46.0,0.0,,4.0
2025-06-29T14:51:47Z,Walk,2025-06-29 14:52:05+00:00,-8.05439899,-34.95392302,46.0,0.0,90.0,5.0
2025-06-29T14:51:47Z,Walk,2025-06-29 14:52:06+00:00,-8.05441166,-34.95390635,46.0,0.0,90.0,6.0
2025-06-29T14:51:47Z,Walk,2025-06-29 14:52:07+00:00,-8.05442431,-34.95389102,46.0,0.5899999737739563,90.0,7.0
2025-06-29T14:51:47Z,Walk,2025-06-29 14:52:08+00:00,-8.05443097,-34.95387202,46.0,0.5899999737739563,90.0,8.0
2025-06-29T14:51:47Z,Walk,2025-06-29 14:52:09+00:00,-8.05443097,-34.95385503,46.0,1.3300000429153442,90.0,9.0
2025-06-29T14:51:47Z,Walk,2025-06-29 14:52:10+00:00,-8.05442965,-34.95383804,,1.4700000286102295,90.0,10.0
2025-06-29T14:51:47Z,Walk,2025-06-29 14:52:11+00:00,-8.05442866,-34.95381738,87.0,1.4700000286102295,91.0,11.0
2025-06-29T14:51:47Z,Walk,2025-06-29 14:52:12+00:00,-8.05442899,-34.95379206,88.0,1.559999942779541,91.0,12.0
2025-06-29T14:51:47Z,Walk,2025-06-29 14:52:13+00:00,-8.05442767,-34.95376406,88.0,1.6399999856948853,91.0,13.0
2025-06-29T14:51:47Z,Walk,2025-06-29 14:52:14+00:00,-8.05442567,-34.95373706,88.0,1.6399999856948853,91.0,14.0
2025-06-29T14:51:47Z,Walk,2025-06-29 14:52:15+00:00,-8.05442367,-34.9537134,88.0,1.6399999856948853,93.0,15.0
2025-06-29T14:51:47Z,Walk,2025-06-29 14:52:16+00:00,-8.05442399,-34.95369375,88.0,1.7999999523162842,93.0,16.0
2025-06-29T14:51:47Z,Walk,2025-06-29 14:52:17+00:00,-8.05442666,-34.95367876,88.0,2.0199999809265137,90.0,17.0
2025-06-29T14:51:47Z,Walk,2025-06-29 14:52:18+00:00,-8.05443199,-34.95366443,88.0,2.0899999141693115,90.0,18.0
2025-06-29T14:51:47Z,Walk,2025-06-29 14:52:19+00:00,-8.05443665,-34.95365311,88.0,2.0899999141693115,91.0,19.0
2025-06-29T14:51:47Z,Walk,2025-06-29 14:52:20+00:00,-8.0544393,-34.95364644,88.0,2.0899999141693115,91.0,20.0
2025-06-29T14:51:47Z,Walk,2025-06-29 14:52:21+00:00,-8.05443898,-34.95364612,88.0,1.940000057220459,91.0,21.0
2025-06-29T14:51:47Z,Walk,2025-06-29 14:52:22+00:00,-8.05443831,-34.95364944,88.0,1.5800000429153442,91.0,22.0
2025-06-29T14:51:47Z,Walk,2025-06-29 14:52:23+00:00,-8.05443831,-34.95365778,88.0,1.1399999856948853,90.0,23.0
2025-06-29T14:51:47Z,Walk,2025-06-29 14:52:24+00:00,-8.05444098,-34.95366943,88.0,0.8799999952316284,89.0,24.0
2025-06-29T14:51:47Z,Walk,2025-06-29 14:52:26+00:00,-8.05444597,-34.95368177,88.0,0.8500000238418579,88.0,26.0
