activity_id,sport_type,timestamp,latitude,longitude,cadence,heart_rate
2023-03-04T20:31:15Z,walk,2023-03-04T20:31:28Z,-8.05189833,-34.94867,63.0,
2023-03-04T20:31:15Z,walk,2023-03-04T20:31:30Z,-8.05179167,-34.94878332,63.0,
2023-03-04T20:31:15Z,walk,2023-03-04T20:31:31Z,-8.05179466,-34.94879466,63.0,
2023-03-04T20:31:15Z,walk,2023-03-04T20:31:32Z,-8.05179866,-34.94880966,63.0,
2023-03-04T20:31:15Z,walk,2023-03-04T20:31:33Z,-8.05180098,-34.94882465,63.0,128.0
2023-03-04T20:31:15Z,walk,2023-03-04T20:31:34Z,-8.05180165,-34.94883798,,128.0
2023-03-04T20:31:15Z,walk,2023-03-04T20:31:35Z,-8.05180165,-34.9488493,,128.0
2023-03-04T20:31:15Z,walk,2023-03-04T20:31:36Z,-8.05180265,-34.9488603,63.0,128.0
2023-03-04T20:31:15Z,walk,2023-03-04T20:31:37Z,-8.05180397,-34.94887229,63.0,128.0
2023-03-04T20:31:15Z,walk,2023-03-04T20:31:38Z,-8.05180529,-34.94888296,63.0,128.0
2023-03-04T20:31:15Z,walk,2023-03-04T20:31:39Z,-8.05180729,-34.94889162,64.0,128.0
2023-03-04T20:31:15Z,walk,2023-03-04T20:31:40Z,-8.05180928,-34.94889695,64.0,127.0
2023-03-04T20:31:15Z,walk,2023-03-04T20:31:41Z,-8.05181161,-34.94889861,64.0,127.0
2023-03-04T20:31:15Z,walk,2023-03-04T20:31:42Z,-8.05181494,-34.94890094,64.0,127.0
2023-03-04T20:31:15Z,walk,2023-03-04T20:31:43Z,-8.05181927,-34.94890661,64.0,127.0
2023-03-04T20:31:15Z,walk,2023-03-04T20:31:44Z,-8.05182193,-34.94891427,64.0,127.0
2023-03-04T20:31:15Z,walk,2023-03-04T20:31:45Z,-8.05182359,-34.94892093,64.0,126.0
2023-03-04T20:31:15Z,walk,2023-03-04T20:31:46Z,-8.05182392,-34.94892725,64.0,125.0
2023-03-04T20:31:15Z,walk,2023-03-04T20:31:47Z,-8.05182425,-34.94893659,32.0,126.0
2023-03-04T20:31:15Z,walk,2023-03-04T20:31:48Z,-8.05182392,-34.94894858,32.0,126.0
2023-03-04T20:31:15Z,walk,2023-03-04T20:31:49Z,-8.05182425,-34.94895824,32.0,126.0
2023-03-04T20:31:15Z,walk,2023-03-04T20:31:50Z,-8.05182591,-34.9489669,32.0,126.0
2023-03-04T20:31:15Z,walk,2023-03-04T20:31:51Z,-8.05182924,-34.94897656,32.0,127.0
