activity_id,sport_type,timestamp,latitude,longitude,cadence,heart_rate,duration_seconds
2023-04-20T22:05:05Z,walk,2023-04-20 22:05:18+00:00,-8.05163333,-34.94852,64.0,,0.0
2023-04-20T22:05:05Z,walk,2023-04-20 22:05:20+00:00,-8.05203333,-34.94863999,65.0,120.0,2.0
2023-04-20T22:05:05Z,walk,2023-04-20 22:05:21+00:00,-8.05203533,-34.94863933,65.0,120.0,3.0
2023-04-20T22:05:05Z,walk,2023-04-20 22:05:22+00:00,-8.052035,-34.94864232,65.0,120.0,4.0
2023-04-20T22:05:05Z,walk,2023-04-20 22:05:23+00:00,-8.05203233,-34.94865098,64.0,120.0,5.0
2023-04-20T22:05:05Z,walk,2023-04-20 22:05:24+00:00,-8.05202668,-34.94866398,64.0,120.0,6.0
2023-04-20T22:05:05Z,walk,2023-04-20 22:05:25+00:00,-8.05202135,-34.94867597,64.0,120.0,7.0
2023-04-20T22:05:05Z,walk,2023-04-20 22:05:26+00:00,-8.05201636,-34.94868763,64.0,120.0,8.0
2023-04-20T22:05:05Z,walk,2023-04-20 22:05:27+00:00,-8.05200936,-34.94869863,64.0,121.0,9.0
2023-04-20T22:05:05Z,walk,2023-04-20 22:05:28+00:00,-8.05199903,-34.94871096,64.0,122.0,10.0
2023-04-20T22:05:05Z,walk,2023-04-20 22:05:29+00:00,-8.05198837,-34.94872595,64.0,122.0,11.0
2023-04-20T22:05:05Z,walk,2023-04-20 22:05:30+00:00,-8.05197971,-34.94873962,64.0,122.0,12.0
2023-04-20T22:05:05Z,walk,2023-04-20 22:05:31+00:00,-8.05197537,-34.94875194,64.0,122.0,13.0
2023-04-20T22:05:05Z,walk,2023-04-20 22:05:32+00:00,-8.05197505,-34.94876261,64.0,121.0,14.0
2023-04-20T22:05:05Z,walk,2023-04-20 22:05:33+00:00,-8.05197671,-34.94877193,64.0,121.0,15.0
2023-04-20T22:05:05Z,walk,2023-04-20 22:05:34+00:00,-8.0519777,-34.94878325,64.0,120.0,16.0
2023-04-20T22:05:05Z,walk,2023-04-20 22:05:35+00:00,-8.05197671,-34.94879758,64.0,119.0,17.0
2023-04-20T22:05:05Z,walk,2023-04-20 22:05:36+00:00,-8.05197571,-34.94881091,64.0,119.0,18.0
2023-04-20T22:05:05Z,walk,2023-04-20 22:05:37+00:00,-8.05197438,-34.94882424,64.0,119.0,19.0
2023-04-20T22:05:05Z,walk,2023-04-20 22:05:38+00:00,-8.05197438,-34.94883623,64.0,119.0,20.0
2023-04-20T22:05:05Z,walk,2023-04-20 22:05:39+00:00,-8.05197405,-34.94884957,61.0,117.0,21.0
2023-04-20T22:05:05Z,walk,2023-04-20 22:05:40+00:00,-8.05197338,-34.94886389,60.0,117.0,22.0
2023-04-20T22:05:05Z,walk,2023-04-20 22:05:41+00:00,-8.05197273,-34.94887989,60.0,117.0,23.0
2023-04-20T22:05:05Z,walk,2023-04-20 22:05:42+00:00,-8.05197273,-34.94889555,59.0,116.0,24.0
2023-04-20T22:05:05Z,walk,2023-04-20 22:05:43+00:00,-8.05197405,-34.94891121,59.0,116.0,25.0
2023-04-20T22:05:05Z,walk,2023-04-20 22:05:44+00:00,-8.05197438,-34.94892755,59.0,116.0,26.0
2023-04-20T22:05:05Z,walk,2023-04-20 22:05:45+00:00,-8.05197272,-34.94894421,59.0,116.0,27.0
2023-04-20T22:05:05Z,walk,2023-04-20 22:05:46+00:00,-8.05197039,-34.9489592,59.0,116.0,28.0
2023-04-20T22:05:05Z,walk,2023-04-20 22:05:47+00:00,-8.0519674,-34.94897419,58.0,116.0,29.0
2023-04-20T22:05:05Z,walk,2023-04-20 22:05:48+00:00,-8.05196507,-34.94898852,59.0,117.0,30.0
2023-04-20T22:05:05Z,walk,2023-04-20 22:05:49+00:00,-8.05196108,-34.94900252,59.0,117.0,31.0
2023-04-20T22:05:05Z,walk,2023-04-20 22:05:50+00:00,-8.05195641,-34.94901585,59.0,117.0,32.0
2023-04-20T22:05:05Z,walk,2023-04-20 22:05:51+00:00,-8.05195109,-34.94902918,59.0,117.0,33.0
2023-04-20T22:05:05Z,walk,2023-04-20 22:05:52+00:00,-8.05194476,-34.94904251,59.0,117.0,34.0
2023-04-20T22:05:05Z,walk,2023-04-20 22:05:53+00:00,-8.05193977,-34.94905517,59.0,118.0,35.0
2023-04-20T22:05:05Z,walk,2023-04-20 22:05:54+00:00,-8.05193777,-34.94906651,59.0,118.0,36.0
2023-04-20T22:05:05Z,walk,2023-04-20 22:05:55+00:00,-8.05193843,-34.94907616,59.0,118.0,37.0
2023-04-20T22:05:05Z,walk,2023-04-20 22:05:56+00:00,-8.05194176,-34.94908516,61.0,119.0,38.0
2023-04-20T22:05:05Z,walk,2023-04-20 22:05:57+00:00,-8.05194976,-34.94909215,61.0,119.0,39.0
