time,latitude,longitude,altitude
2021-02-13T19:29:44Z,-8.0484064,-34.95130624,
2021-02-13T19:29:45Z,-8.04840384,-34.95130624,
2021-02-13T19:29:46Z,-8.04840384,-34.95130624,
2021-02-13T19:29:47Z,-8.04840384,-34.95130624,
2021-02-13T19:29:48Z,-8.04840384,-34.95130112,
2021-02-13T19:29:49Z,-8.04840448,-34.95130112,
2021-02-13T19:29:50Z,-8.04840448,-34.95129856,
2021-02-13T19:29:51Z,-8.04840448,-34.95129088,
2021-02-13T19:29:52Z,-8.04840384,-34.95128576,
2021-02-13T19:29:53Z,-8.04840384,-34.95127552,
2021-02-13T19:29:54Z,-8.04840384,-34.95126784,14.319999694824219
2021-02-13T19:29:55Z,-8.04840384,-34.95126016,14.319999694824219
2021-02-13T19:29:56Z,-8.04840576,-34.95124736,14.319999694824219
2021-02-13T19:29:57Z,-8.0484064,-34.95123968,14.319999694824219
2021-02-13T19:29:58Z,-8.04840832,-34.95122944,14.319999694824219
2021-02-13T19:29:59Z,-8.04841024,-34.95122176,14.319999694824219
2021-02-13T19:30:00Z,-8.04841152,-34.95121408,14.319999694824219
2021-02-13T19:30:07Z,-8.04841728,-34.95116544,16.950000762939453
2021-02-13T19:30:16Z,-8.04842944,-34.95110656,19.040000915527344
2021-02-13T19:30:22Z,-8.04843712,-34.95105024,22.860000610351562
2021-02-13T19:30:28Z,-8.04842752,-34.95099136,24.31999969482422
2021-02-13T19:30:34Z,-8.04842368,-34.95094016,25.5
2021-02-13T19:30:39Z,-8.04843072,-34.95088896,26.68000030517578
2021-02-13T19:30:46Z,-8.04845824,-34.95084032,26.68000030517578
2021-02-13T19:30:58Z,-8.04846976,-34.95079168,27.860000610351562
2021-02-13T19:31:03Z,-8.048464,-34.95073792,29.040000915527344
2021-02-13T19:31:09Z,-8.04845888,-34.95068416,29.040000915527344
2021-02-13T19:31:17Z,-8.04844544,-34.95064576,29.040000915527344
2021-02-13T19:31:32Z,-8.04838464,-34.95063808,29.040000915527344
2021-02-13T19:31:40Z,-8.04833216,-34.95063296,29.040000915527344
2021-02-13T19:31:47Z,-8.04828096,-34.95063296,29.040000915527344
2021-02-13T19:31:54Z,-8.04822144,-34.95063296,29.040000915527344
2021-02-13T19:31:59Z,-8.04816704,-34.9506304,21.700000762939453
2021-02-13T19:32:04Z,-8.0481088,-34.95062272,21.700000762939453
2021-02-13T19:32:09Z,-8.04805376,-34.95062272,21.700000762939453
2021-02-13T19:32:14Z,-8.04799872,-34.95061504,21.700000762939453
2021-02-13T19:32:18Z,-8.04794624,-34.95061504,21.700000762939453
2021-02-13T19:32:23Z,-8.04788864,-34.95062272,21.700000762939453
2021-02-13T19:32:28Z,-8.04782784,-34.95061504,20.420000076293945
2021-02-13T19:32:33Z,-8.04776832,-34.95061504,20.420000076293945
2021-02-13T19:32:39Z,-8.04770944,-34.95061504,19.149999618530273
2021-02-13T19:32:49Z,-8.04765888,-34.95061504,19.149999618530273
2021-02-13T19:32:59Z,-8.04760192,-34.9506176,17.969999313354492
2021-02-13T19:33:05Z,-8.04753984,-34.95063808,17.969999313354492
2021-02-13T19:33:10Z,-8.047488,-34.95064064,17.969999313354492
2021-02-13T19:33:15Z,-8.04744256,-34.95063296,17.969999313354492
2021-02-13T19:33:20Z,-8.0473888,-34.95062528,16.790000915527344
2021-02-13T19:33:25Z,-8.04733248,-34.95062272,16.790000915527344
2021-02-13T19:33:30Z,-8.04726976,-34.95060992,16.790000915527344
2021-02-13T19:33:35Z,-8.0472096,-34.95060224,16.790000915527344
2021-02-13T19:33:39Z,-8.04715648,-34.95059968,15.420000076293945
2021-02-13T19:33:43Z,-8.047104,-34.950592,15.420000076293945
2021-02-13T19:33:47Z,-8.04705024,-34.95058176,14.0600004196167
2021-02-13T19:33:54Z,-8.04703872,-34.9505664,11.329999923706055
2021-02-13T19:34:01Z,-8.047104,-34.95056896,10.149999618530273
2021-02-13T19:34:05Z,-8.04715328,-34.95056896,10.09000015258789
2021-02-13T19:34:10Z,-8.04720896,-34.95055872,10.09000015258789
2021-02-13T19:34:15Z,-8.04726912,-34.9505536,10.09000015258789
2021-02-13T19:34:19Z,-8.04732032,-34.9505536,11.369999885559082
2021-02-13T19:34:23Z,-8.04737088,-34.95055104,12.640000343322754
2021-02-13T19:34:27Z,-8.04742976,-34.95054336,14.0
2021-02-13T19:34:31Z,-8.04748032,-34.95053824,14.0
2021-02-13T19:34:36Z,-8.04753088,-34.95054336,15.279999732971191
2021-02-13T19:34:41Z,-8.04758912,-34.95055104,16.549999237060547
2021-02-13T19:34:45Z,-8.04764544,-34.95055872,17.81999969482422
2021-02-13T19:34:49Z,-8.04770496,-34.95056896,17.81999969482422
2021-02-13T19:34:54Z,-8.04776448,-34.95058176,17.81999969482422
2021-02-13T19:34:59Z,-8.04782464,-34.95058176,19.09000015258789
2021-02-13T19:35:05Z,-8.04786752,-34.95059712,19.09000015258789
2021-02-13T19:35:12Z,-8.04791936,-34.9506176,19.09000015258789
2021-02-13T19:35:17Z,-8.04797824,-34.9506176,20.3700008392334
2021-02-13T19:35:21Z,-8.04804224,-34.95060992,20.3700008392334
2021-02-13T19:35:25Z,-8.04809856,-34.95060992,21.549999237060547
2021-02-13T19:35:29Z,-8.04814528,-34.95060992,21.549999237060547
2021-02-13T19:35:34Z,-8.04819136,-34.9506304,22.729999542236328
2021-02-13T19:35:40Z,-8.048256,-34.95064576,22.729999542236328
2021-02-13T19:35:45Z,-8.04832064,-34.95064064,23.90999984741211
2021-02-13T19:35:50Z,-8.048384,-34.95064576,23.90999984741211
2021-02-13T19:35:57Z,-8.04844672,-34.950656,25.09000015258789
2021-02-13T19:36:12Z,-8.04846848,-34.95066368,25.09000015258789
2021-02-13T19:36:20Z,-8.04853632,-34.95066112,25.09000015258789
2021-02-13T19:36:26Z,-8.04856512,-34.95069952,25.09000015258789
2021-02-13T19:36:32Z,-8.04856576,-34.95076352,25.09000015258789
2021-02-13T19:36:37Z,-8.04854208,-34.9508096,25.09000015258789
2021-02-13T19:36:42Z,-8.048528,-34.95086336,25.09000015258789
2021-02-13T19:36:47Z,-8.04852416,-34.95092736,23.0
2021-02-13T19:36:51Z,-8.04852032,-34.95097856,21.81999969482422
2021-02-13T19:37:08Z,-8.04849408,-34.95107328,16.549999237060547
2021-02-13T19:37:15Z,-8.04847808,-34.95113472,5.96999979019165
2021-02-13T19:37:20Z,-8.04847616,-34.95117824,4.699999809265137
2021-02-13T19:37:26Z,-8.04847552,-34.951232,4.699999809265137
2021-02-13T19:37:32Z,-8.04851072,-34.95129344,4.699999809265137
2021-02-13T19:37:36Z,-8.04854976,-34.95134464,4.699999809265137
2021-02-13T19:37:40Z,-8.04855744,-34.95138816,4.699999809265137
2021-02-13T19:37:45Z,-8.04853696,-34.95144192,4.699999809265137
2021-02-13T19:37:51Z,-8.04851712,-34.9515008,3.5199999809265137
2021-02-13T19:37:56Z,-8.0484896,-34.95154688,3.5199999809265137
2021-02-13T19:38:01Z,-8.04846976,-34.95159552,3.5199999809265137
2021-02-13T19:38:07Z,-8.04845632,-34.95165184,3.5199999809265137
2021-02-13T19:38:12Z,-8.04846272,-34.9517056,3.5199999809265137
2021-02-13T19:38:17Z,-8.04846784,-34.95176704,3.5199999809265137
2021-02-13T19:38:21Z,-8.048464,-34.95182336,3.5199999809265137
2021-02-13T19:38:25Z,-8.0484704,-34.95187712,3.5199999809265137
2021-02-13T19:38:31Z,-8.0484608,-34.9519232,4.699999809265137
2021-02-13T19:38:49Z,-8.0484512,-34.95192832,7.340000152587891
2021-02-13T19:41:13Z,-8.04839808,-34.95194624,8.520000457763672
2021-02-13T19:41:19Z,-8.04838912,-34.95200768,8.520000457763672
2021-02-13T19:41:27Z,-8.0483808,-34.95205632,17.520000457763672
2021-02-13T19:41:33Z,-8.04838784,-34.95212288,20.969999313354492
2021-02-13T19:41:37Z,-8.0483904,-34.95217152,20.969999313354492
2021-02-13T19:41:42Z,-8.04838656,-34.95222784,20.969999313354492
2021-02-13T19:41:47Z,-8.04838592,-34.9522816,22.15999984741211
2021-02-13T19:41:53Z,-8.04838272,-34.95232768,22.15999984741211
2021-02-13T19:42:02Z,-8.04835968,-34.95236864,22.15999984741211
2021-02-13T19:42:11Z,-8.04834816,-34.95231232,23.34000015258789
2021-02-13T19:42:15Z,-8.0483552,-34.95225856,23.34000015258789
2021-02-13T19:42:19Z,-8.04836672,-34.95220224,24.520000457763672
2021-02-13T19:42:23Z,-8.04837504,-34.95214848,24.520000457763672
2021-02-13T19:42:27Z,-8.04838208,-34.95209472,24.520000457763672
2021-02-13T19:42:31Z,-8.04839232,-34.95204096,24.520000457763672
2021-02-13T19:42:35Z,-8.04840768,-34.95199488,24.520000457763672
2021-02-13T19:42:40Z,-8.04843136,-34.95194368,24.520000457763672
2021-02-13T19:42:52Z,-8.04845888,-34.9519232,24.520000457763672
2021-02-13T19:44:23Z,-8.04838272,-34.9519872,22.790000915527344
2021-02-13T19:44:30Z,-8.04838592,-34.95206144,22.790000915527344
2021-02-13T19:44:34Z,-8.04838912,-34.9521152,22.790000915527344
2021-02-13T19:44:38Z,-8.04838656,-34.95216384,22.790000915527344
2021-02-13T19:44:43Z,-8.04838208,-34.95222528,22.790000915527344
2021-02-13T19:44:47Z,-8.04837696,-34.95227904,22.790000915527344
2021-02-13T19:44:51Z,-8.04837824,-34.95233536,22.790000915527344
2021-02-13T19:44:55Z,-8.04837248,-34.95239168,19.8799991607666
2021-02-13T19:44:59Z,-8.04837504,-34.95245312,19.8799991607666
2021-02-13T19:45:03Z,-8.04838912,-34.952512,19.8799991607666
2021-02-13T19:45:07Z,-8.04838464,-34.95256064,19.8799991607666
2021-02-13T19:45:11Z,-8.04838208,-34.95261696,19.8799991607666
2021-02-13T19:45:15Z,-8.04838592,-34.95267584,18.700000762939453
2021-02-13T19:45:19Z,-8.04839296,-34.95273216,18.700000762939453
2021-02-13T19:45:23Z,-8.04841024,-34.95278592,17.520000457763672
2021-02-13T19:45:28Z,-8.0484352,-34.95284224,17.520000457763672
2021-02-13T19:45:32Z,-8.04846592,-34.95288832,17.520000457763672
2021-02-13T19:45:36Z,-8.04849536,-34.95292928,17.520000457763672
2021-02-13T19:45:41Z,-8.04852864,-34.95297536,17.520000457763672
2021-02-13T19:45:46Z,-8.0485792,-34.95300608,18.700000762939453
2021-02-13T19:45:50Z,-8.04862208,-34.95302144,18.700000762939453
2021-02-13T19:45:55Z,-8.04868224,-34.95302656,18.700000762939453
2021-02-13T19:46:00Z,-8.04874112,-34.95302656,18.700000762939453
2021-02-13T19:46:04Z,-8.0488032,-34.95302656,19.8799991607666
2021-02-13T19:46:08Z,-8.04886464,-34.95302656,19.8799991607666
2021-02-13T19:46:12Z,-8.04892032,-34.95303424,19.8799991607666
2021-02-13T19:46:16Z,-8.048976,-34.9530496,19.8799991607666
2021-02-13T19:46:22Z,-8.04900672,-34.95308288,19.8799991607666
2021-02-13T19:46:28Z,-8.04907008,-34.95309568,21.059999465942383
2021-02-13T19:46:32Z,-8.04912256,-34.95310336,21.059999465942383
2021-02-13T19:46:37Z,-8.04917696,-34.9531136,21.059999465942383
2021-02-13T19:46:41Z,-8.04923136,-34.95312384,22.25
2021-02-13T19:46:45Z,-8.04928768,-34.95312896,22.25
2021-02-13T19:46:49Z,-8.049344,-34.95313664,22.25
2021-02-13T19:46:53Z,-8.04939392,-34.95314432,22.25
2021-02-13T19:46:58Z,-8.04945024,-34.9531392,22.25
2021-02-13T19:47:03Z,-8.04951168,-34.95314688,22.25
2021-02-13T19:47:08Z,-8.04957696,-34.953152,22.25
2021-02-13T19:47:12Z,-8.04962944,-34.95315456,22.25
2021-02-13T19:47:17Z,-8.04969408,-34.95316992,23.520000457763672
2021-02-13T19:47:21Z,-8.04974848,-34.95316224,23.520000457763672
2021-02-13T19:47:25Z,-8.04980736,-34.95314432,23.520000457763672
2021-02-13T19:47:29Z,-8.04986752,-34.95313152,23.520000457763672
2021-02-13T19:47:33Z,-8.04992512,-34.95313152,23.520000457763672
2021-02-13T19:47:37Z,-8.049984,-34.95313664,23.520000457763672
2021-02-13T19:47:41Z,-8.05003648,-34.95314432,23.520000457763672
2021-02-13T19:47:45Z,-8.05009728,-34.95314432,23.520000457763672
2021-02-13T19:47:49Z,-8.05015936,-34.95314688,23.520000457763672
2021-02-13T19:47:53Z,-8.0502112,-34.95315456,23.520000457763672
2021-02-13T19:47:57Z,-8.0502656,-34.95315968,23.520000457763672
2021-02-13T19:48:01Z,-8.05032064,-34.95316992,23.520000457763672
2021-02-13T19:48:05Z,-8.0503776,-34.95318528,22.059999465942383
2021-02-13T19:48:09Z,-8.05043328,-34.95319808,18.700000762939453
2021-02-13T19:48:13Z,-8.05048448,-34.95319808,14.520000457763672
2021-02-13T19:48:17Z,-8.05053888,-34.95320576,13.34000015258789
2021-02-13T19:48:21Z,-8.05058944,-34.953216,13.34000015258789
2021-02-13T19:48:25Z,-8.05064384,-34.95320832,13.34000015258789
2021-02-13T19:48:29Z,-8.050704,-34.953216,14.609999656677246
2021-02-13T19:48:33Z,-8.0507584,-34.9532288,15.789999961853027
2021-02-13T19:48:38Z,-8.0508224,-34.95323904,17.059999465942383
2021-02-13T19:48:42Z,-8.0508768,-34.95324672,18.25
2021-02-13T19:48:46Z,-8.0509312,-34.9532544,18.25
2021-02-13T19:48:51Z,-8.05099136,-34.95326208,18.25
2021-02-13T19:48:56Z,-8.05104832,-34.9532672,18.25
2021-02-13T19:49:00Z,-8.05110272,-34.9532672,18.25
2021-02-13T19:49:04Z,-8.05115904,-34.95326976,18.25
2021-02-13T19:49:09Z,-8.05121344,-34.95327488,19.43000030517578
2021-02-13T19:49:14Z,-8.05126784,-34.9532928,19.43000030517578
2021-02-13T19:49:18Z,-8.05130944,-34.95332608,19.43000030517578
2021-02-13T19:49:23Z,-8.05136,-34.95336192,20.610000610351562
2021-02-13T19:49:27Z,-8.05140992,-34.95337216,20.610000610351562
2021-02-13T19:49:31Z,-8.05146304,-34.95337984,20.610000610351562
2021-02-13T19:49:35Z,-8.05151296,-34.95338752,20.610000610351562
2021-02-13T19:49:40Z,-8.05157376,-34.9533952,20.610000610351562
2021-02-13T19:49:44Z,-8.05162816,-34.95340288,20.610000610351562
2021-02-13T19:49:48Z,-8.05167936,-34.953408,20.610000610351562
