activity_id,sport_type,timestamp,latitude,longitude,speed,cadence,heart_rate,duration_seconds
2024-10-24T22:08:32Z,Walk,2024-10-24 22:08:44+00:00,-8.05114,-34.94793833,0.0,,,0.0
2024-10-24T22:08:32Z,Walk,2024-10-24 22:08:47+00:00,-8.05133832,-34.94811666,0.0,65.0,,3.0
2024-10-24T22:08:32Z,Walk,2024-10-24 22:08:48+00:00,-8.05134131,-34.94812632,0.0,65.0,94.0,4.0
2024-10-24T22:08:32Z,Walk,2024-10-24 22:08:49+00:00,-8.05132999,-34.94813598,0.0,65.0,93.0,5.0
2024-10-24T22:08:32Z,Walk,2024-10-24 22:08:50+00:00,-8.05134966,-34.94816098,0.2800000011920929,65.0,93.0,6.0
2024-10-24T22:08:32Z,Walk,2024-10-24 22:08:51+00:00,-8.05138266,-34.94819665,0.6800000071525574,,93.0,7.0
2024-10-24T22:08:32Z,Walk,2024-10-24 22:08:53+00:00,-8.05161665,-34.94839331,1.0,,93.0,9.0
2024-10-24T22:08:32Z,Walk,2024-10-24 22:08:54+00:00,-8.05162664,-34.94840497,1.6299999952316284,32.0,90.0,10.0
2024-10-24T22:08:32Z,Walk,2024-10-24 22:08:55+00:00,-8.05164164,-34.94842229,2.1500000953674316,32.0,89.0,11.0
2024-10-24T22:08:32Z,Walk,2024-10-24 22:08:56+00:00,-8.05164864,-34.94844429,2.009999990463257,32.0,88.0,12.0
2024-10-24T22:08:32Z,Walk,2024-10-24 22:08:57+00:00,-8.0516453,-34.94846528,1.840000033378601,32.0,88.0,13.0
2024-10-24T22:08:32Z,Walk,2024-10-24 22:08:58+00:00,-8.05163265,-34.94848128,1.840000033378601,32.0,88.0,14.0
2024-10-24T22:08:32Z,Walk,2024-10-24 22:08:59+00:00,-8.05161431,-34.94849661,1.909999966621399,32.0,88.0,15.0
2024-10-24T22:08:32Z,Walk,2024-10-24 22:09:00+00:00,-8.05160598,-34.94851161,1.9600000381469727,32.0,87.0,16.0
2024-10-24T22:08:32Z,Walk,2024-10-24 22:09:01+00:00,-8.05160166,-34.94852693,1.9800000190734863,32.0,87.0,17.0
2024-10-24T22:08:32Z,Walk,2024-10-24 22:09:02+00:00,-8.05159933,-34.9485436,1.8899999856948853,32.0,87.0,18.0
2024-10-24T22:08:32Z,Walk,2024-10-24 22:09:03+00:00,-8.05159801,-34.94856092,1.850000023841858,32.0,87.0,19.0
2024-10-24T22:08:32Z,Walk,2024-10-24 22:09:04+00:00,-8.05159734,-34.94857791,1.809999942779541,32.0,87.0,20.0
2024-10-24T22:08:32Z,Walk,2024-10-24 22:09:05+00:00,-8.05159401,-34.94859558,1.809999942779541,32.0,87.0,21.0
2024-10-24T22:08:32Z,Walk,2024-10-24 22:09:06+00:00,-8.05159135,-34.9486139,1.75,32.0,87.0,22.0
2024-10-24T22:08:32Z,Walk,2024-10-24 22:09:07+00:00,-8.05159102,-34.94863122,1.7100000381469727,32.0,88.0,23.0
