activity_id,sport_type,timestamp,latitude,longitude,heart_rate,cadence,duration_seconds
2023-06-10T21:59:02Z,walk,2023-06-10 21:59:34+00:00,-8.05168667,-34.948855,83,33,0.0
2023-06-10T21:59:02Z,walk,2023-06-10 21:59:35+00:00,-8.05168501,-34.94886499,84,33,1.0
2023-06-10T21:59:02Z,walk,2023-06-10 21:59:36+00:00,-8.05168201,-34.94887266,85,33,2.0
2023-06-10T21:59:02Z,walk,2023-06-10 21:59:37+00:00,-8.05168801,-34.94887766,86,33,3.0
2023-06-10T21:59:02Z,walk,2023-06-10 21:59:38+00:00,-8.05169501,-34.94888299,87,30,4.0
2023-06-10T21:59:02Z,walk,2023-06-10 21:59:39+00:00,-8.05169933,-34.94889231,87,30,5.0
2023-06-10T21:59:02Z,walk,2023-06-10 21:59:40+00:00,-8.05170099,-34.94890231,86,30,6.0
2023-06-10T21:59:02Z,walk,2023-06-10 21:59:41+00:00,-8.0517,-34.94891564,87,30,7.0
2023-06-10T21:59:02Z,walk,2023-06-10 21:59:42+00:00,-8.05170067,-34.94892996,87,30,8.0
2023-06-10T21:59:02Z,walk,2023-06-10 21:59:43+00:00,-8.05170366,-34.94894796,87,30,9.0
2023-06-10T21:59:02Z,walk,2023-06-10 21:59:44+00:00,-8.05170498,-34.94896729,88,30,10.0
2023-06-10T21:59:02Z,walk,2023-06-10 21:59:45+00:00,-8.05170831,-34.94898595,89,30,11.0
2023-06-10T21:59:02Z,walk,2023-06-10 21:59:46+00:00,-8.0517093,-34.94900095,89,30,12.0
2023-06-10T21:59:02Z,walk,2023-06-10 21:59:48+00:00,-8.05170331,-34.94903827,89,30,14.0
2023-06-10T21:59:02Z,walk,2023-06-10 21:59:49+00:00,-8.05170364,-34.94904126,89,30,15.0
2023-06-10T21:59:02Z,walk,2023-06-10 21:59:50+00:00,-8.05170429,-34.94904525,90,30,16.0
2023-06-10T21:59:02Z,walk,2023-06-10 21:59:51+00:00,-8.05170364,-34.94905125,92,30,17.0
2023-06-10T21:59:02Z,walk,2023-06-10 21:59:52+00:00,-8.05170164,-34.94905924,92,30,18.0
2023-06-10T21:59:02Z,walk,2023-06-10 21:59:53+00:00,-8.05169998,-34.94906958,92,30,19.0
2023-06-10T21:59:02Z,walk,2023-06-10 21:59:54+00:00,-8.05169931,-34.94908058,92,30,20.0
2023-06-10T21:59:02Z,walk,2023-06-10 21:59:55+00:00,-8.05170131,-34.94909391,93,30,21.0
2023-06-10T21:59:02Z,walk,2023-06-10 21:59:56+00:00,-8.0517023,-34.94910791,93,30,22.0
2023-06-10T21:59:02Z,walk,2023-06-10 21:59:57+00:00,-8.05170364,-34.94912557,93,30,23.0
2023-06-10T21:59:02Z,walk,2023-06-10 21:59:58+00:00,-8.05170364,-34.94914157,93,30,24.0
2023-06-10T21:59:02Z,walk,2023-06-10 21:59:59+00:00,-8.05170397,-34.94915689,95,31,25.0
2023-06-10T21:59:02Z,walk,2023-06-10 22:00:00+00:00,-8.05170197,-34.94917421,97,32,26.0
2023-06-10T21:59:02Z,walk,2023-06-10 22:00:01+00:00,-8.05170065,-34.94918955,100,32,27.0
2023-06-10T21:59:02Z,walk,2023-06-10 22:00:02+00:00,-8.05169998,-34.94920554,101,30,28.0
2023-06-10T21:59:02Z,walk,2023-06-10 22:00:03+00:00,-8.0517003,-34.94921954,95,31,29.0
2023-06-10T21:59:02Z,walk,2023-06-10 22:00:04+00:00,-8.05170064,-34.9492332,95,31,30.0
2023-06-10T21:59:02Z,walk,2023-06-10 22:00:05+00:00,-8.05170163,-34.94924786,98,31,31.0
2023-06-10T21:59:02Z,walk,2023-06-10 22:00:06+00:00,-8.05170163,-34.94926153,94,31,32.0
2023-06-10T21:59:02Z,walk,2023-06-10 22:00:07+00:00,-8.05170096,-34.94927352,94,31,33.0
2023-06-10T21:59:02Z,walk,2023-06-10 22:00:08+00:00,-8.05169964,-34.94928318,93,31,34.0
2023-06-10T21:59:02Z,walk,2023-06-10 22:00:09+00:00,-8.05169798,-34.94929118,93,31,35.0
2023-06-10T21:59:02Z,walk,2023-06-10 22:00:10+00:00,-8.05169465,-34.94930017,93,31,36.0
2023-06-10T21:59:02Z,walk,2023-06-10 22:00:11+00:00,-8.05169166,-34.94930817,92,31,37.0
