activity_id,sport_type,timestamp,latitude,longitude,speed,heart_rate,cadence
2023-12-27T23:30:08Z,run,2023-12-27T23:30:17Z,-8.05020167,-34.95361833,0.0,,
2023-12-27T23:30:08Z,run,2023-12-27T23:30:19Z,-8.05028167,-34.95360001,0.0,99.0,88.0
2023-12-27T23:30:08Z,run,2023-12-27T23:30:20Z,-8.05027533,-34.95359935,0.0,99.0,88.0
2023-12-27T23:30:08Z,run,2023-12-27T23:30:21Z,-8.05026068,-34.95359902,0.0,99.0,88.0
2023-12-27T23:30:08Z,run,2023-12-27T23:30:24Z,-8.05010502,-34.95349502,0.0,102.0,89.0
2023-12-27T23:30:08Z,run,2023-12-27T23:30:25Z,-8.05009402,-34.9534767,0.0,102.0,89.0
2023-12-27T23:30:08Z,run,2023-12-27T23:30:26Z,-8.0500737,-34.9534417,0.0,107.0,89.0
2023-12-27T23:30:08Z,run,2023-12-27T23:30:27Z,-8.05003337,-34.95341571,0.0,107.0,89.0
2023-12-27T23:30:08Z,run,2023-12-27T23:30:28Z,-8.04998637,-34.95339671,0.0,108.0,89.0
2023-12-27T23:30:08Z,run,2023-12-27T23:30:29Z,-8.04993905,-34.95338438,0.0,109.0,89.0
2023-12-27T23:30:08Z,run,2023-12-27T23:30:30Z,-8.04989405,-34.95338073,0.0,110.0,89.0
2023-12-27T23:30:08Z,run,2023-12-27T23:30:31Z,-8.04985405,-34.95338105,1.940000057220459,111.0,89.0
2023-12-27T23:30:08Z,run,2023-12-27T23:30:32Z,-8.04981772,-34.95337638,3.890000104904175,112.0,89.0
2023-12-27T23:30:08Z,run,2023-12-27T23:30:33Z,-8.04978605,-34.95337805,3.890000104904175,112.0,89.0
2023-12-27T23:30:08Z,run,2023-12-27T23:30:34Z,-8.04975639,-34.95337706,3.8299999237060547,112.0,89.0
2023-12-27T23:30:08Z,run,2023-12-27T23:30:35Z,-8.04972807,-34.95337838,3.75,113.0,89.0
2023-12-27T23:30:08Z,run,2023-12-27T23:30:36Z,-8.04970174,-34.95338005,3.609999895095825,114.0,89.0
2023-12-27T23:30:08Z,run,2023-12-27T23:30:37Z,-8.04967675,-34.95338204,3.3399999141693115,115.0,90.0
2023-12-27T23:30:08Z,run,2023-12-27T23:30:38Z,-8.04965242,-34.95338537,3.130000114440918,116.0,90.0
2023-12-27T23:30:08Z,run,2023-12-27T23:30:39Z,-8.04962809,-34.95338836,3.130000114440918,116.0,90.0
2023-12-27T23:30:08Z,run,2023-12-27T23:30:40Z,-8.04960309,-34.95339202,2.950000047683716,118.0,89.0
2023-12-27T23:30:08Z,run,2023-12-27T23:30:41Z,-8.04957743,-34.95339702,2.809999942779541,120.0,89.0
2023-12-27T23:30:08Z,run,2023-12-27T23:30:42Z,-8.04955044,-34.95340001,2.740000009536743,121.0,89.0
2023-12-27T23:30:08Z,run,2023-12-27T23:30:43Z,-8.04952278,-34.953406,2.7200000286102295,122.0,89.0
2023-12-27T23:30:08Z,run,2023-12-27T23:30:44Z,-8.04949845,-34.95341499,2.7200000286102295,122.0,88.0
2023-12-27T23:30:08Z,run,2023-12-27T23:30:45Z,-8.04947479,-34.95342698,2.7200000286102295,122.0,88.0
2023-12-27T23:30:08Z,run,2023-12-27T23:30:46Z,-8.04945312,-34.95343998,2.7300000190734863,123.0,89.0
2023-12-27T23:30:08Z,run,2023-12-27T23:30:47Z,-8.04943246,-34.9534513,2.740000009536743,123.0,89.0
2023-12-27T23:30:08Z,run,2023-12-27T23:30:48Z,-8.04941146,-34.95345697,2.740000009536743,123.0,89.0
2023-12-27T23:30:08Z,run,2023-12-27T23:30:49Z,-8.04938913,-34.95346096,2.75,123.0,89.0
2023-12-27T23:30:08Z,run,2023-12-27T23:30:50Z,-8.04936647,-34.95346329,2.75,123.0,89.0
2023-12-27T23:30:08Z,run,2023-12-27T23:30:51Z,-8.04934414,-34.95346596,2.75,123.0,89.0
2023-12-27T23:30:08Z,run,2023-12-27T23:30:52Z,-8.04932314,-34.95346729,2.700000047683716,123.0,89.0
2023-12-27T23:30:08Z,run,2023-12-27T23:30:53Z,-8.04930415,-34.95346596,2.640000104904175,124.0,89.0
2023-12-27T23:30:08Z,run,2023-12-27T23:30:54Z,-8.04928416,-34.95346063,2.5999999046325684,124.0,89.0
2023-12-27T23:30:08Z,run,2023-12-27T23:30:55Z,-8.04926316,-34.9534543,2.5299999713897705,124.0,89.0
2023-12-27T23:30:08Z,run,2023-12-27T23:30:56Z,-8.04924016,-34.9534463,2.4600000381469727,126.0,89.0
2023-12-27T23:30:08Z,run,2023-12-27T23:30:57Z,-8.04921517,-34.95343498,2.4600000381469727,126.0,89.0
2023-12-27T23:30:08Z,run,2023-12-27T23:30:58Z,-8.04918884,-34.95342566,2.4600000381469727,128.0,89.0
2023-12-27T23:30:08Z,run,2023-12-27T23:30:59Z,-8.04916284,-34.95341832,2.4800000190734863,130.0,89.0
