activity_id,sport_type,timestamp,latitude,longitude,cadence,heart_rate
2023-08-13T18:55:14Z,walk,2023-08-13T18:55:30Z,-8.05171833,-34.94865833,32,
2023-08-13T18:55:14Z,walk,2023-08-13T18:55:31Z,-8.05171534,-34.94866566,32,94.0
2023-08-13T18:55:14Z,walk,2023-08-13T18:55:32Z,-8.05170069,-34.94869098,32,93.0
2023-08-13T18:55:14Z,walk,2023-08-13T18:55:33Z,-8.05171168,-34.94869066,32,93.0
2023-08-13T18:55:14Z,walk,2023-08-13T18:55:34Z,-8.05172434,-34.948675,32,93.0
2023-08-13T18:55:14Z,walk,2023-08-13T18:55:35Z,-8.05173433,-34.94866901,66,93.0
2023-08-13T18:55:14Z,walk,2023-08-13T18:55:36Z,-8.05173899,-34.94867134,66,93.0
2023-08-13T18:55:14Z,walk,2023-08-13T18:55:37Z,-8.05174499,-34.94867867,66,92.0
2023-08-13T18:55:14Z,walk,2023-08-13T18:55:38Z,-8.05175199,-34.94868933,66,92.0
2023-08-13T18:55:14Z,walk,2023-08-13T18:55:39Z,-8.05175698,-34.94870033,66,92.0
2023-08-13T18:55:14Z,walk,2023-08-13T18:55:40Z,-8.05175665,-34.94871433,66,92.0
2023-08-13T18:55:14Z,walk,2023-08-13T18:55:41Z,-8.05175332,-34.94872866,66,93.0
2023-08-13T18:55:14Z,walk,2023-08-13T18:55:42Z,-8.05175232,-34.94874398,66,93.0
2023-08-13T18:55:14Z,walk,2023-08-13T18:55:43Z,-8.05175133,-34.94875898,66,93.0
2023-08-13T18:55:14Z,walk,2023-08-13T18:55:44Z,-8.05175034,-34.9487723,33,94.0
2023-08-13T18:55:14Z,walk,2023-08-13T18:55:45Z,-8.05174701,-34.94878663,33,94.0
2023-08-13T18:55:14Z,walk,2023-08-13T18:55:46Z,-8.05174468,-34.94880129,33,94.0
2023-08-13T18:55:14Z,walk,2023-08-13T18:55:47Z,-8.05174202,-34.94881728,33,95.0
2023-08-13T18:55:14Z,walk,2023-08-13T18:55:48Z,-8.05174002,-34.94883461,32,95.0
2023-08-13T18:55:14Z,walk,2023-08-13T18:55:49Z,-8.05173669,-34.94885261,32,94.0
2023-08-13T18:55:14Z,walk,2023-08-13T18:55:50Z,-8.05173436,-34.94886927,33,93.0
2023-08-13T18:55:14Z,walk,2023-08-13T18:55:51Z,-8.05173203,-34.9488846,32,93.0
2023-08-13T18:55:14Z,walk,2023-08-13T18:55:52Z,-8.05172737,-34.9489006,32,93.0
2023-08-13T18:55:14Z,walk,2023-08-13T18:55:53Z,-8.05172337,-34.94891726,33,93.0
2023-08-13T18:55:14Z,walk,2023-08-13T18:55:54Z,-8.05171905,-34.94893626,33,94.0
2023-08-13T18:55:14Z,walk,2023-08-13T18:55:55Z,-8.05171539,-34.94895492,33,94.0
2023-08-13T18:55:14Z,walk,2023-08-13T18:55:56Z,-8.0517124,-34.94897224,33,95.0
2023-08-13T18:55:14Z,walk,2023-08-13T18:55:57Z,-8.0517094,-34.94898724,34,95.0
2023-08-13T18:55:14Z,walk,2023-08-13T18:55:58Z,-8.0517074,-34.94900223,34,95.0
2023-08-13T18:55:14Z,walk,2023-08-13T18:55:59Z,-8.05170375,-34.9490179,32,96.0
2023-08-13T18:55:14Z,walk,2023-08-13T18:56:00Z,-8.05169975,-34.94903389,32,97.0
2023-08-13T18:55:14Z,walk,2023-08-13T18:56:01Z,-8.05169275,-34.94905088,32,98.0
2023-08-13T18:55:14Z,walk,2023-08-13T18:56:02Z,-8.05168476,-34.94906955,32,98.0
