activity_id,sport_type,timestamp,latitude,longitude,heart_rate,cadence
2022-11-18T22:47:28Z,walk,2022-11-18T22:47:42Z,-8.05194167,-34.94863999,87.0,65.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:47:43Z,-8.05192834,-34.94863833,88.0,65.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:47:44Z,-8.05192334,-34.94864633,88.0,65.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:47:45Z,-8.05191669,-34.94866033,88.0,65.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:47:46Z,-8.05191235,-34.94868032,88.0,65.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:47:47Z,-8.05191002,-34.94870131,89.0,65.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:47:48Z,-8.05191035,-34.94872197,89.0,65.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:47:49Z,-8.05190635,-34.94873997,90.0,65.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:47:50Z,-8.05190103,-34.94875563,90.0,65.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:47:51Z,-8.05189403,-34.94876996,92.0,65.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:47:52Z,-8.0518877,-34.94878595,93.0,65.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:47:53Z,-8.05188304,-34.94880027,93.0,65.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:47:55Z,-8.05187872,-34.94881361,94.0,65.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:47:55Z,-8.05187538,-34.94882894,94.0,65.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:47:57Z,-8.05187072,-34.94884393,94.0,66.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:47:57Z,-8.05186606,-34.94885825,95.0,65.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:47:58Z,-8.05186039,-34.94887291,96.0,65.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:47:59Z,-8.05185306,-34.94888624,91.0,65.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:48:00Z,-8.0518464,-34.94889991,91.0,65.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:48:01Z,-8.05184274,-34.94891391,95.0,65.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:48:02Z,-8.05184141,-34.9489269,92.0,65.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:48:03Z,-8.05183975,-34.94893923,90.0,65.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:48:04Z,-8.05183908,-34.94895189,90.0,65.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:48:05Z,-8.05183908,-34.94896556,91.0,65.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:48:06Z,-8.05183876,-34.94897788,91.0,65.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:48:08Z,-8.05183908,-34.94898921,91.0,65.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:48:08Z,-8.05183842,-34.94900154,,
2022-11-18T22:47:28Z,walk,2022-11-18T22:48:09Z,-8.05183676,-34.94901254,92.0,65.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:48:10Z,-8.05183676,-34.94902453,92.0,66.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:48:12Z,-8.05183676,-34.94903786,92.0,66.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:48:12Z,-8.05183609,-34.94905252,92.0,66.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:48:13Z,-8.05183576,-34.94906818,93.0,66.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:48:14Z,-8.05183543,-34.94908384,93.0,66.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:48:15Z,-8.05183478,-34.9490985,94.0,66.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:48:17Z,-8.05183211,-34.9491115,95.0,65.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:48:17Z,-8.05182912,-34.94912615,99.0,66.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:48:19Z,-8.05182512,-34.94914081,100.0,66.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:48:19Z,-8.0518228,-34.94915648,100.0,66.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:48:20Z,-8.05181846,-34.94917214,100.0,66.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:48:21Z,-8.05181347,-34.94918813,100.0,65.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:48:22Z,-8.05180814,-34.94920347,100.0,66.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:48:23Z,-8.05180148,-34.94921713,100.0,66.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:48:25Z,-8.05179615,-34.94922946,96.0,66.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:48:25Z,-8.05179149,-34.94924078,96.0,66.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:48:26Z,-8.05178749,-34.94925344,99.0,66.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:48:27Z,-8.05178517,-34.94926744,96.0,67.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:48:28Z,-8.0517825,-34.94928176,95.0,67.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:48:29Z,-8.05178151,-34.94929643,95.0,66.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:48:30Z,-8.05177851,-34.94931043,95.0,66.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:48:31Z,-8.05177352,-34.94932675,95.0,66.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:48:32Z,-8.05176787,-34.94934275,96.0,66.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:48:33Z,-8.0517632,-34.94936041,96.0,66.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:48:34Z,-8.05175987,-34.94937807,96.0,66.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:48:36Z,-8.05175688,-34.9493954,96.0,66.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:48:36Z,-8.05175389,-34.94941105,96.0,66.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:48:37Z,-8.05175156,-34.94942639,96.0,66.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:48:38Z,-8.05174357,-34.94943739,96.0,66.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:48:39Z,-8.05173257,-34.94944938,95.0,66.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:48:40Z,-8.05172125,-34.94946004,95.0,66.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:48:41Z,-8.05171425,-34.94946903,95.0,66.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:48:42Z,-8.05170793,-34.94947737,95.0,65.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:48:43Z,-8.05170159,-34.94948669,95.0,65.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:48:44Z,-8.05170059,-34.94949801,96.0,65.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:48:45Z,-8.05170093,-34.94951168,96.0,65.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:48:46Z,-8.05170059,-34.94952801,97.0,65.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:48:47Z,-8.05169994,-34.94954534,98.0,65.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:48:48Z,-8.05170094,-34.94956467,98.0,65.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:48:49Z,-8.05170526,-34.94958,98.0,65.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:48:50Z,-8.05170992,-34.94959333,96.0,65.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:48:51Z,-8.05171392,-34.94960699,95.0,65.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:48:52Z,-8.05171657,-34.94962033,94.0,65.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:48:53Z,-8.05171857,-34.94963433,94.0,66.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:48:54Z,-8.05172023,-34.94964865,95.0,66.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:48:55Z,-8.0517209,-34.94966364,95.0,66.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:48:56Z,-8.05172222,-34.94967864,96.0,66.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:48:57Z,-8.05172189,-34.94969264,97.0,66.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:48:58Z,-8.05172189,-34.9497063,98.0,66.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:48:59Z,-8.05172123,-34.94971896,99.0,65.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:49:00Z,-8.05171991,-34.94973062,100.0,65.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:49:01Z,-8.05171657,-34.94974162,100.0,65.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:49:02Z,-8.05171292,-34.94975229,100.0,65.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:49:03Z,-8.05170926,-34.94976461,100.0,65.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:49:04Z,-8.05170626,-34.94977828,101.0,65.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:49:05Z,-8.05170194,-34.94979228,101.0,66.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:49:06Z,-8.05169695,-34.9498066,102.0,65.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:49:07Z,-8.05169196,-34.94982027,102.0,65.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:49:08Z,-8.05168762,-34.94983427,103.0,65.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:49:09Z,-8.0516813,-34.94984992,103.0,65.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:49:10Z,-8.05167397,-34.94986559,103.0,65.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:49:11Z,-8.05166497,-34.94988291,102.0,65.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:49:12Z,-8.05165731,-34.94990191,101.0,65.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:49:13Z,-8.05165131,-34.94991957,101.0,65.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:49:14Z,-8.05164632,-34.94993656,100.0,65.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:49:16Z,-8.05164232,-34.94995289,101.0,65.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:49:16Z,-8.05163766,-34.94996788,101.0,65.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:49:17Z,-8.051634,-34.94998422,102.0,65.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:49:18Z,-8.05163067,-34.95000088,104.0,65.0
2022-11-18T22:47:28Z,walk,2022-11-18T22:49:19Z,-8.05162667,-34.95001821,104.0,65.0
