activity_id,sport_type,timestamp,latitude,longitude,heart_rate,cadence
2023-02-09T22:21:01Z,walk,2023-02-09T22:21:17Z,-8.05191,-34.94873833,91,62
2023-02-09T22:21:01Z,walk,2023-02-09T22:21:19Z,-8.05199833,-34.94879167,92,62
2023-02-09T22:21:01Z,walk,2023-02-09T22:21:20Z,-8.05198733,-34.94878168,92,62
2023-02-09T22:21:01Z,walk,2023-02-09T22:21:21Z,-8.05197034,-34.94876334,95,62
2023-02-09T22:21:01Z,walk,2023-02-09T22:21:22Z,-8.05195069,-34.94874269,96,62
2023-02-09T22:21:01Z,walk,2023-02-09T22:21:23Z,-8.05192803,-34.94872202,96,62
2023-02-09T22:21:01Z,walk,2023-02-09T22:21:24Z,-8.05190203,-34.94871003,97,62
2023-02-09T22:21:01Z,walk,2023-02-09T22:21:25Z,-8.05187471,-34.94870404,98,62
2023-02-09T22:21:01Z,walk,2023-02-09T22:21:26Z,-8.05185837,-34.94870703,98,61
2023-02-09T22:21:01Z,walk,2023-02-09T22:21:27Z,-8.05184205,-34.94871069,99,62
2023-02-09T22:21:01Z,walk,2023-02-09T22:21:28Z,-8.05182173,-34.94871368,101,61
2023-02-09T22:21:01Z,walk,2023-02-09T22:21:29Z,-8.05179706,-34.94871501,101,61
2023-02-09T22:21:01Z,walk,2023-02-09T22:21:30Z,-8.05177006,-34.94871734,103,61
2023-02-09T22:21:01Z,walk,2023-02-09T22:21:31Z,-8.05174807,-34.94872234,103,61
2023-02-09T22:21:01Z,walk,2023-02-09T22:21:32Z,-8.05173608,-34.948734,102,61
2023-02-09T22:21:01Z,walk,2023-02-09T22:21:33Z,-8.05172708,-34.948748,101,61
2023-02-09T22:21:01Z,walk,2023-02-09T22:21:34Z,-8.05171909,-34.94876332,101,61
2023-02-09T22:21:01Z,walk,2023-02-09T22:21:35Z,-8.05171342,-34.94877866,101,61
2023-02-09T22:21:01Z,walk,2023-02-09T22:21:36Z,-8.05170942,-34.94879331,101,61
2023-02-09T22:21:01Z,walk,2023-02-09T22:21:37Z,-8.05170643,-34.94880797,98,61
2023-02-09T22:21:01Z,walk,2023-02-09T22:21:38Z,-8.05170378,-34.94882229,100,30
2023-02-09T22:21:01Z,walk,2023-02-09T22:21:39Z,-8.05170044,-34.94883563,97,30
2023-02-09T22:21:01Z,walk,2023-02-09T22:21:40Z,-8.05169679,-34.94884728,97,30
2023-02-09T22:21:01Z,walk,2023-02-09T22:21:41Z,-8.05169146,-34.94885961,97,30
2023-02-09T22:21:01Z,walk,2023-02-09T22:21:42Z,-8.05168813,-34.94887561,96,30
2023-02-09T22:21:01Z,walk,2023-02-09T22:21:43Z,-8.05168713,-34.94889127,97,30
2023-02-09T22:21:01Z,walk,2023-02-09T22:21:44Z,-8.05168647,-34.9489066,97,30
2023-02-09T22:21:01Z,walk,2023-02-09T22:21:45Z,-8.05168746,-34.94892392,97,30
2023-02-09T22:21:01Z,walk,2023-02-09T22:21:46Z,-8.05169013,-34.94894492,97,30
2023-02-09T22:21:01Z,walk,2023-02-09T22:21:47Z,-8.05169279,-34.94896459,97,30
2023-02-09T22:21:01Z,walk,2023-02-09T22:21:48Z,-8.05169445,-34.94898392,97,30
2023-02-09T22:21:01Z,walk,2023-02-09T22:21:49Z,-8.05169579,-34.94900091,97,30
2023-02-09T22:21:01Z,walk,2023-02-09T22:21:50Z,-8.05169644,-34.9490159,97,30
2023-02-09T22:21:01Z,walk,2023-02-09T22:21:51Z,-8.05169611,-34.9490269,97,61
2023-02-09T22:21:01Z,walk,2023-02-09T22:21:52Z,-8.05169844,-34.94903822,97,61
2023-02-09T22:21:01Z,walk,2023-02-09T22:21:53Z,-8.05170177,-34.94905021,98,61
2023-02-09T22:21:01Z,walk,2023-02-09T22:21:54Z,-8.05170442,-34.9490622,98,61
