activity_id,sport_type,timestamp,latitude,longitude,heart_rate,cadence,duration_seconds
2022-12-10T21:57:40Z,run,2022-12-10 21:57:46+00:00,-8.05091167,-34.95308,143.0,,0.0
2022-12-10T21:57:40Z,run,2022-12-10 21:57:51+00:00,-8.05192,-34.95246001,143.0,88.0,5.0
2022-12-10T21:57:40Z,run,2022-12-10 21:57:52+00:00,-8.05192732,-34.95245901,143.0,88.0,6.0
2022-12-10T21:57:40Z,run,2022-12-10 21:57:55+00:00,-8.051595,-34.95276334,147.0,88.0,9.0
2022-12-10T21:57:40Z,run,2022-12-10 21:57:56+00:00,-8.05158667,-34.95277867,147.0,88.0,10.0
2022-12-10T21:57:40Z,run,2022-12-10 21:57:57+00:00,-8.05157367,-34.95280466,147.0,88.0,11.0
2022-12-10T21:57:40Z,run,2022-12-10 21:57:59+00:00,-8.05134833,-34.95297499,147.0,87.0,13.0
2022-12-10T21:57:40Z,run,2022-12-10 21:58:00+00:00,-8.05135132,-34.95298165,147.0,87.0,14.0
2022-12-10T21:57:40Z,run,2022-12-10 21:58:01+00:00,-8.05134767,-34.9530023,147.0,88.0,15.0
2022-12-10T21:57:40Z,run,2022-12-10 21:58:02+00:00,-8.051338,-34.95302797,147.0,88.0,16.0
2022-12-10T21:57:40Z,run,2022-12-10 21:58:03+00:00,-8.05133068,-34.95305829,147.0,88.0,17.0
2022-12-10T21:57:40Z,run,2022-12-10 21:58:04+00:00,-8.05132702,-34.95308729,147.0,88.0,18.0
2022-12-10T21:57:40Z,run,2022-12-10 21:58:05+00:00,-8.05132702,-34.95311328,147.0,88.0,19.0
2022-12-10T21:57:40Z,run,2022-12-10 21:58:06+00:00,-8.05132934,-34.95313394,146.0,88.0,20.0
2022-12-10T21:57:40Z,run,2022-12-10 21:58:07+00:00,-8.05133834,-34.95314826,146.0,88.0,21.0
2022-12-10T21:57:40Z,run,2022-12-10 21:58:08+00:00,-8.05135133,-34.95315826,144.0,88.0,22.0
2022-12-10T21:57:40Z,run,2022-12-10 21:58:09+00:00,-8.05136733,-34.95316692,144.0,89.0,23.0
2022-12-10T21:57:40Z,run,2022-12-10 21:58:10+00:00,-8.051385,-34.95317425,144.0,89.0,24.0
2022-12-10T21:57:40Z,run,2022-12-10 21:58:11+00:00,-8.05140399,-34.95318058,144.0,88.0,25.0
2022-12-10T21:57:40Z,run,2022-12-10 21:58:12+00:00,-8.05142332,-34.95318457,145.0,87.0,26.0
2022-12-10T21:57:40Z,run,2022-12-10 21:58:13+00:00,-8.05144299,-34.9531869,146.0,86.0,27.0
2022-12-10T21:57:40Z,run,2022-12-10 21:58:14+00:00,-8.05146231,-34.9531889,146.0,87.0,28.0
2022-12-10T21:57:40Z,run,2022-12-10 21:58:15+00:00,-8.05148331,-34.95319256,145.0,87.0,29.0
2022-12-10T21:57:40Z,run,2022-12-10 21:58:16+00:00,-8.0515033,-34.95319655,145.0,87.0,30.0
2022-12-10T21:57:40Z,run,2022-12-10 21:58:17+00:00,-8.0515253,-34.95320288,145.0,87.0,31.0
2022-12-10T21:57:40Z,run,2022-12-10 21:58:18+00:00,-8.05154529,-34.9532102,144.0,87.0,32.0
2022-12-10T21:57:40Z,run,2022-12-10 21:58:19+00:00,-8.05156428,-34.9532182,143.0,86.0,33.0
2022-12-10T21:57:40Z,run,2022-12-10 21:58:20+00:00,-8.05158361,-34.95322787,143.0,87.0,34.0
2022-12-10T21:57:40Z,run,2022-12-10 21:58:21+00:00,-8.05160294,-34.9532362,143.0,87.0,35.0
2022-12-10T21:57:40Z,run,2022-12-10 21:58:22+00:00,-8.05162326,-34.95324486,143.0,87.0,36.0
2022-12-10T21:57:40Z,run,2022-12-10 21:58:23+00:00,-8.0516436,-34.95325019,143.0,87.0,37.0
2022-12-10T21:57:40Z,run,2022-12-10 21:58:24+00:00,-8.05166359,-34.95325118,142.0,87.0,38.0
2022-12-10T21:57:40Z,run,2022-12-10 21:58:25+00:00,-8.05168191,-34.95325517,142.0,87.0,39.0
2022-12-10T21:57:40Z,run,2022-12-10 21:58:26+00:00,-8.05170158,-34.95326151,141.0,87.0,40.0
2022-12-10T21:57:40Z,run,2022-12-10 21:58:27+00:00,-8.05172224,-34.9532695,141.0,87.0,41.0
2022-12-10T21:57:40Z,run,2022-12-10 21:58:28+00:00,-8.05174423,-34.9532745,141.0,87.0,42.0
2022-12-10T21:57:40Z,run,2022-12-10 21:58:29+00:00,-8.05176689,-34.95327782,141.0,86.0,43.0
2022-12-10T21:57:40Z,run,2022-12-10 21:58:30+00:00,-8.05178955,-34.95328015,141.0,87.0,44.0
2022-12-10T21:57:40Z,run,2022-12-10 21:58:31+00:00,-8.05181088,-34.95328149,141.0,87.0,45.0
2022-12-10T21:57:40Z,run,2022-12-10 21:58:32+00:00,-8.0518302,-34.95328481,141.0,87.0,46.0
2022-12-10T21:57:40Z,run,2022-12-10 21:58:33+00:00,-8.05184987,-34.95328913,141.0,87.0,47.0
2022-12-10T21:57:40Z,run,2022-12-10 21:58:34+00:00,-8.05186886,-34.95329413,141.0,87.0,48.0
2022-12-10T21:57:40Z,run,2022-12-10 21:58:35+00:00,-8.05189253,-34.95330213,141.0,87.0,49.0
2022-12-10T21:57:40Z,run,2022-12-10 21:58:36+00:00,-8.05191452,-34.95330346,141.0,88.0,50.0
