activity_id,sport_type,timestamp,latitude,longitude,speed,heart_rate,cadence
2024-09-14T20:01:49Z,walk,2024-09-14T20:02:04Z,-8.051625,-34.94847,0.0,,
2024-09-14T20:01:49Z,walk,2024-09-14T20:02:05Z,-8.05163632,-34.94846867,0.0,100.0,60.0
2024-09-14T20:01:49Z,walk,2024-09-14T20:02:06Z,-8.05166132,-34.948471,0.0,100.0,60.0
2024-09-14T20:01:49Z,walk,2024-09-14T20:02:07Z,-8.05167831,-34.94847467,0.0,99.0,60.0
2024-09-14T20:01:49Z,walk,2024-09-14T20:02:08Z,-8.05169431,-34.94848332,0.0,99.0,62.0
2024-09-14T20:01:49Z,walk,2024-09-14T20:02:09Z,-8.05170864,-34.94849398,0.27000001072883606,100.0,62.0
2024-09-14T20:01:49Z,walk,2024-09-14T20:02:10Z,-8.05171863,-34.94850531,0.8100000023841858,101.0,62.0
2024-09-14T20:01:49Z,walk,2024-09-14T20:02:11Z,-8.05172495,-34.9485153,1.3300000429153442,101.0,61.0
2024-09-14T20:01:49Z,walk,2024-09-14T20:02:12Z,-8.05173162,-34.94852664,1.3300000429153442,101.0,61.0
2024-09-14T20:01:49Z,walk,2024-09-14T20:02:13Z,-8.05173694,-34.9485393,1.5800000429153442,103.0,60.0
2024-09-14T20:01:49Z,walk,2024-09-14T20:02:14Z,-8.05174161,-34.94855129,1.5800000429153442,105.0,61.0
2024-09-14T20:01:49Z,walk,2024-09-14T20:02:15Z,-8.05173894,-34.94856328,1.5399999618530273,106.0,62.0
2024-09-14T20:01:49Z,walk,2024-09-14T20:02:16Z,-8.05173362,-34.94857494,1.4700000286102295,106.0,62.0
2024-09-14T20:01:49Z,walk,2024-09-14T20:02:17Z,-8.05172962,-34.94858626,1.4199999570846558,106.0,62.0
2024-09-14T20:01:49Z,walk,2024-09-14T20:02:18Z,-8.05172962,-34.9485966,1.4199999570846558,106.0,62.0
2024-09-14T20:01:49Z,walk,2024-09-14T20:02:19Z,-8.05172929,-34.94860792,1.3799999952316284,107.0,61.0
2024-09-14T20:01:49Z,walk,2024-09-14T20:02:20Z,-8.05173328,-34.94861892,1.350000023841858,108.0,61.0
2024-09-14T20:01:49Z,walk,2024-09-14T20:02:21Z,-8.05173694,-34.94862925,1.3300000429153442,109.0,61.0
