time,latitude,longitude,altitude
2022-02-09T19:09:11Z,-8.051848,-34.948542,15.8
2022-02-09T19:09:12Z,-8.051832,-34.948562,15.8
2022-02-09T19:09:13Z,-8.051818,-34.948577,15.8
2022-02-09T19:09:14Z,-8.051803,-34.948591,15.8
2022-02-09T19:09:15Z,-8.051779,-34.948625,15.8
2022-02-09T19:09:16Z,-8.051768,-34.948636,15.8
2022-02-09T19:09:17Z,-8.05174,-34.948657,15.8
2022-02-09T19:09:18Z,-8.05173,-34.948662,15.8
2022-02-09T19:09:19Z,-8.051713,-34.948669,15.8
2022-02-09T19:09:20Z,-8.0517,-34.948679,15.8
2022-02-09T19:09:21Z,-8.05169,-34.948692,15.8
2022-02-09T19:09:22Z,-8.051687,-34.948707,15.8
2022-02-09T19:09:23Z,-8.051687,-34.948724,15.8
2022-02-09T19:09:24Z,-8.051687,-34.948739,15.8
2022-02-09T19:09:25Z,-8.051682,-34.948761,15.8
2022-02-09T19:09:26Z,-8.05168,-34.94877,15.8
2022-02-09T19:09:27Z,-8.051678,-34.948779,15.8
2022-02-09T19:09:28Z,-8.051678,-34.948796,15.8
2022-02-09T19:09:29Z,-8.051678,-34.948815,15.8
2022-02-09T19:09:30Z,-8.051678,-34.948833,15.8
2022-02-09T19:09:31Z,-8.051675,-34.948849,15.8
2022-02-09T19:09:32Z,-8.05167,-34.948865,15.8
2022-02-09T19:09:33Z,-8.051662,-34.948877,15.8
2022-02-09T19:09:34Z,-8.051653,-34.94889,15.8
2022-02-09T19:09:35Z,-8.051647,-34.948904,15.8
2022-02-09T19:09:36Z,-8.051644,-34.948918,15.8
2022-02-09T19:09:37Z,-8.051641,-34.948932,15.8
2022-02-09T19:09:38Z,-8.051636,-34.948947,15.8
2022-02-09T19:09:39Z,-8.051632,-34.948961,15.8
2022-02-09T19:09:40Z,-8.051631,-34.948976,15.8
2022-02-09T19:09:41Z,-8.051634,-34.948991,15.8
2022-02-09T19:09:42Z,-8.05164,-34.949006,15.8
2022-02-09T19:09:43Z,-8.051646,-34.949019,15.8
2022-02-09T19:09:44Z,-8.051651,-34.949034,15.8
2022-02-09T19:09:45Z,-8.051654,-34.949048,15.8
2022-02-09T19:09:46Z,-8.051655,-34.949062,15.8
2022-02-09T19:09:47Z,-8.051656,-34.949077,15.8
2022-02-09T19:09:48Z,-8.051658,-34.949092,15.8
2022-02-09T19:09:49Z,-8.051662,-34.949109,15.8
2022-02-09T19:09:50Z,-8.051663,-34.949125,15.8
2022-02-09T19:09:51Z,-8.051662,-34.949141,15.8
2022-02-09T19:09:52Z,-8.051658,-34.949156,15.8
2022-02-09T19:09:53Z,-8.051653,-34.94917,15.8
2022-02-09T19:09:54Z,-8.051649,-34.949184,15.8
2022-02-09T19:09:55Z,-8.051643,-34.949199,15.8
2022-02-09T19:09:56Z,-8.051638,-34.949214,15.8
2022-02-09T19:09:57Z,-8.051634,-34.949229,15.8
2022-02-09T19:09:58Z,-8.051631,-34.949243,15.8
2022-02-09T19:09:59Z,-8.051628,-34.949258,15.8
2022-02-09T19:10:00Z,-8.051626,-34.949273,15.8
2022-02-09T19:10:01Z,-8.051622,-34.949288,15.8
2022-02-09T19:10:02Z,-8.051615,-34.949302,15.8
2022-02-09T19:10:03Z,-8.051603,-34.949314,15.9
2022-02-09T19:10:04Z,-8.051591,-34.949325,15.9
2022-02-09T19:10:05Z,-8.051578,-34.949337,15.9
2022-02-09T19:10:06Z,-8.051568,-34.94935,15.9
2022-02-09T19:10:07Z,-8.051561,-34.949365,15.9
2022-02-09T19:10:08Z,-8.051558,-34.949381,15.9
2022-02-09T19:10:09Z,-8.051557,-34.949397,15.9
2022-02-09T19:10:10Z,-8.051557,-34.949414,15.9
2022-02-09T19:10:11Z,-8.051559,-34.94943,15.9
2022-02-09T19:10:12Z,-8.051559,-34.949448,15.9
2022-02-09T19:10:13Z,-8.05156,-34.949463,15.9
2022-02-09T19:10:14Z,-8.051561,-34.949478,15.9
2022-02-09T19:10:15Z,-8.05156,-34.949493,15.9
2022-02-09T19:10:16Z,-8.051558,-34.949507,15.9
2022-02-09T19:10:17Z,-8.051556,-34.949521,15.9
2022-02-09T19:10:18Z,-8.051555,-34.949533,15.9
2022-02-09T19:10:19Z,-8.051555,-34.949545,15.9
2022-02-09T19:10:20Z,-8.051554,-34.949555,15.9
2022-02-09T19:10:21Z,-8.051553,-34.949566,15.9
2022-02-09T19:10:22Z,-8.051549,-34.949577,15.9
2022-02-09T19:10:23Z,-8.051546,-34.949589,15.9
2022-02-09T19:10:24Z,-8.051542,-34.949602,15.9
2022-02-09T19:10:25Z,-8.051539,-34.949616,15.9
2022-02-09T19:10:26Z,-8.051536,-34.94963,15.9
2022-02-09T19:10:27Z,-8.051531,-34.949644,15.9
