activity_id,sport_type,timestamp,latitude,longitude,altitude,distance,heart_rate,time_diff,distance_diff,calculated_speed,altitude_diff,gradient
2020-07-07T22:37:45Z,Running,2020-07-07 22:37:45+00:00,-8.046730041503906,-34.93376159667969,0.0,0.0,126,,,,,
2020-07-07T22:37:45Z,Running,2020-07-07 22:48:38+00:00,-8.046730041503906,-34.93376159667969,0.0,0.0,125,653.0,0.0,0.0,0.0,
2020-07-07T22:37:45Z,Running,2020-07-07 22:48:46+00:00,-8.04675579071045,-34.933631896972656,0.0,17.1,125,8.0,17.1,2.1375,0.0,0.0
2020-07-07T22:37:45Z,Running,2020-07-07 22:48:46+00:00,-8.04675579071045,-34.933631896972656,0.0,17.1,128,0.0,0.0,,0.0,
2020-07-07T22:37:45Z,Running,2020-07-07 22:48:50+00:00,-8.046758651733398,-34.93356704711914,23.0,25.1,130,4.0,8.0,2.0,23.0,287.5
2020-07-07T22:37:45Z,Running,2020-07-07 22:48:50+00:00,-8.046758651733398,-34.93356704711914,23.0,25.1,131,0.0,0.0,,0.0,
2020-07-07T22:37:45Z,Running,2020-07-07 22:48:55+00:00,-8.046754837036133,-34.933502197265625,23.0,33.1,133,5.0,8.0,1.6,0.0,0.0
2020-07-07T22:37:45Z,Running,2020-07-07 22:48:55+00:00,-8.046754837036133,-34.933502197265625,23.0,33.1,133,0.0,0.0,,0.0,
2020-07-07T22:37:45Z,Running,2020-07-07 22:48:59+00:00,-8.04675006866455,-34.933441162109375,23.0,41.1,133,4.0,8.0,2.0,0.0,0.0
2020-07-07T22:37:45Z,Running,2020-07-07 22:48:59+00:00,-8.04675006866455,-34.933441162109375,23.0,41.1,134,0.0,0.0,,0.0,
2020-07-07T22:37:45Z,Running,2020-07-07 22:49:03+00:00,-8.046747207641602,-34.933380126953125,24.0,49.1,136,4.0,8.0,2.0,1.0,12.5
2020-07-07T22:37:45Z,Running,2020-07-07 22:49:03+00:00,-8.046747207641602,-34.933380126953125,24.0,49.1,136,0.0,0.0,,0.0,
2020-07-07T22:37:45Z,Running,2020-07-07 22:49:07+00:00,-8.046738624572754,-34.93332290649414,25.0,55.9,136,4.0,6.799999999999997,1.6999999999999993,1.0,14.705882352941183
2020-07-07T22:37:45Z,Running,2020-07-07 22:49:07+00:00,-8.046738624572754,-34.93332290649414,25.0,55.9,137,0.0,0.0,,0.0,
2020-07-07T22:37:45Z,Running,2020-07-07 22:49:12+00:00,-8.046738624572754,-34.933265686035156,27.0,62.7,138,5.0,6.800000000000004,1.3600000000000008,2.0,29.411764705882337
2020-07-07T22:37:45Z,Running,2020-07-07 22:49:12+00:00,-8.046738624572754,-34.933265686035156,27.0,62.7,136,0.0,0.0,,0.0,
