activity_id,sport_type,timestamp,latitude,longitude,cadence,heart_rate
2023-06-06T22:35:50Z,walk,2023-06-06T22:36:04Z,-8.05179167,-34.94864832,31.0,
2023-06-06T22:35:50Z,walk,2023-06-06T22:36:05Z,-8.05178934,-34.94864966,31.0,
2023-06-06T22:35:50Z,walk,2023-06-06T22:36:06Z,-8.05177169,-34.94863732,31.0,
2023-06-06T22:35:50Z,walk,2023-06-06T22:36:07Z,-8.05176069,-34.94864532,32.0,94.0
2023-06-06T22:35:50Z,walk,2023-06-06T22:36:08Z,-8.05175302,-34.94866231,32.0,93.0
2023-06-06T22:35:50Z,walk,2023-06-06T22:36:09Z,-8.05175102,-34.94868398,31.0,93.0
2023-06-06T22:35:50Z,walk,2023-06-06T22:36:10Z,-8.05174503,-34.94870231,31.0,93.0
2023-06-06T22:35:50Z,walk,2023-06-06T22:36:11Z,-8.0517357,-34.94871631,32.0,93.0
2023-06-06T22:35:50Z,walk,2023-06-06T22:36:12Z,-8.05172671,-34.94872997,32.0,93.0
2023-06-06T22:35:50Z,walk,2023-06-06T22:36:13Z,-8.05171904,-34.94874197,32.0,93.0
2023-06-06T22:35:50Z,walk,2023-06-06T22:36:14Z,-8.05171104,-34.94875496,32.0,94.0
2023-06-06T22:35:50Z,walk,2023-06-06T22:36:15Z,-8.05170472,-34.94876896,32.0,95.0
2023-06-06T22:35:50Z,walk,2023-06-06T22:36:16Z,-8.05169806,-34.94878296,31.0,96.0
2023-06-06T22:35:50Z,walk,2023-06-06T22:36:17Z,-8.05169174,-34.94879829,32.0,97.0
2023-06-06T22:35:50Z,walk,2023-06-06T22:36:18Z,-8.05168407,-34.94881195,32.0,97.0
2023-06-06T22:35:50Z,walk,2023-06-06T22:36:19Z,-8.05167874,-34.94882528,32.0,98.0
2023-06-06T22:35:50Z,walk,2023-06-06T22:36:20Z,-8.05167641,-34.94883895,32.0,98.0
2023-06-06T22:35:50Z,walk,2023-06-06T22:36:21Z,-8.05167476,-34.94885127,31.0,98.0
2023-06-06T22:35:50Z,walk,2023-06-06T22:36:22Z,-8.05167608,-34.94886227,31.0,98.0
