activity_id,sport_type,timestamp,latitude,longitude,altitude,distance,heart_rate,time_diff,distance_diff,calculated_speed,altitude_diff,gradient
2020-06-16T21:49:22Z,Running,2020-06-16 21:49:22+00:00,-8.046853065490723,-34.935768127441406,0.0,0.0,107,,,,,
2020-06-16T21:49:22Z,Running,2020-06-16 21:49:23+00:00,-8.046853065490723,-34.935768127441406,0.0,0.0,107,1.0,0.0,0.0,0.0,
2020-06-16T21:49:22Z,Running,2020-06-16 21:49:24+00:00,-8.046853065490723,-34.935768127441406,0.0,0.0,107,1.0,0.0,0.0,0.0,
2020-06-16T21:49:22Z,Running,2020-06-16 21:49:25+00:00,-8.046853065490723,-34.935768127441406,0.0,0.0,107,1.0,0.0,0.0,0.0,
2020-06-16T21:49:22Z,Running,2020-06-16 21:49:26+00:00,-8.04684829711914,-34.93575668334961,0.0,1.0,107,1.0,1.0,1.0,0.0,0.0
2020-06-16T21:49:22Z,Running,2020-06-16 21:49:26+00:00,-8.04684829711914,-34.93575668334961,0.0,1.0,107,0.0,0.0,,0.0,
2020-06-16T21:49:22Z,Running,2020-06-16 21:49:26+00:00,-8.04684829711914,-34.93575668334961,0.0,1.0,107,0.0,0.0,,0.0,
2020-06-16T21:49:22Z,Running,2020-06-16 21:49:26+00:00,-8.04684829711914,-34.93575668334961,0.0,1.0,107,0.0,0.0,,0.0,
2020-06-16T21:49:22Z,Running,2020-06-16 21:49:27+00:00,-8.046847343444824,-34.93575668334961,0.0,1.0,107,1.0,0.0,0.0,0.0,
2020-06-16T21:49:22Z,Running,2020-06-16 21:49:27+00:00,-8.046847343444824,-34.93575668334961,0.0,1.0,107,0.0,0.0,,0.0,
2020-06-16T21:49:22Z,Running,2020-06-16 21:49:27+00:00,-8.046847343444824,-34.93575668334961,0.0,1.0,107,0.0,0.0,,0.0,
2020-06-16T21:49:22Z,Running,2020-06-16 21:49:27+00:00,-8.046847343444824,-34.93575668334961,0.0,1.0,107,0.0,0.0,,0.0,
2020-06-16T21:49:22Z,Running,2020-06-16 21:49:28+00:00,-8.046847343444824,-34.93574905395508,0.0,2.0,107,1.0,1.0,1.0,0.0,0.0
2020-06-16T21:49:22Z,Running,2020-06-16 21:49:28+00:00,-8.046847343444824,-34.93574905395508,0.0,2.0,107,0.0,0.0,,0.0,
2020-06-16T21:49:22Z,Running,2020-06-16 21:49:28+00:00,-8.046847343444824,-34.93574905395508,0.0,2.0,107,0.0,0.0,,0.0,
2020-06-16T21:49:22Z,Running,2020-06-16 21:49:28+00:00,-8.046847343444824,-34.93574905395508,0.0,2.0,107,0.0,0.0,,0.0,
