activity_id,sport_type,timestamp,latitude,longitude,speed,heart_rate,cadence
2023-09-14T22:36:09Z,walk,2023-09-14T22:36:24Z,-8.051595,-34.94951832,0.0,,
2023-09-14T22:36:09Z,walk,2023-09-14T22:36:27Z,-8.05182666,-34.94955999,0.0,93.0,61.0
2023-09-14T22:36:09Z,walk,2023-09-14T22:36:28Z,-8.05182266,-34.94955999,0.0,93.0,61.0
2023-09-14T22:36:09Z,walk,2023-09-14T22:36:29Z,-8.05181666,-34.94956031,0.4099999964237213,93.0,61.0
2023-09-14T22:36:09Z,walk,2023-09-14T22:36:30Z,-8.05181,-34.9495633,0.7799999713897705,93.0,61.0
2023-09-14T22:36:09Z,walk,2023-09-14T22:36:31Z,-8.05180568,-34.94956697,0.7799999713897705,93.0,61.0
2023-09-14T22:36:09Z,walk,2023-09-14T22:36:32Z,-8.05180269,-34.94957497,0.7099999785423279,93.0,
2023-09-14T22:36:09Z,walk,2023-09-14T22:36:33Z,-8.05179835,-34.94958696,0.8100000023841858,93.0,32.0
2023-09-14T22:36:09Z,walk,2023-09-14T22:36:34Z,-8.05179135,-34.94960029,0.9200000166893005,93.0,32.0
2023-09-14T22:36:09Z,walk,2023-09-14T22:36:35Z,-8.05177869,-34.94961595,1.0800000429153442,91.0,33.0
2023-09-14T22:36:09Z,walk,2023-09-14T22:36:36Z,-8.05176536,-34.94963361,1.2400000095367432,90.0,32.0
2023-09-14T22:36:09Z,walk,2023-09-14T22:36:37Z,-8.05175204,-34.94965094,1.2400000095367432,90.0,32.0
2023-09-14T22:36:09Z,walk,2023-09-14T22:36:38Z,-8.05174171,-34.94966793,1.340000033378601,90.0,32.0
2023-09-14T22:36:09Z,walk,2023-09-14T22:36:39Z,-8.05173172,-34.94968392,1.5499999523162842,90.0,32.0
2023-09-14T22:36:09Z,walk,2023-09-14T22:36:40Z,-8.05172306,-34.94969959,1.7000000476837158,90.0,31.0
2023-09-14T22:36:09Z,walk,2023-09-14T22:36:41Z,-8.05171606,-34.94971258,1.7599999904632568,90.0,32.0
2023-09-14T22:36:09Z,walk,2023-09-14T22:36:42Z,-8.05171073,-34.94972358,1.7799999713897705,92.0,31.0
2023-09-14T22:36:09Z,walk,2023-09-14T22:36:43Z,-8.05170439,-34.94973458,1.7799999713897705,92.0,31.0
2023-09-14T22:36:09Z,walk,2023-09-14T22:36:44Z,-8.05169807,-34.9497489,1.7799999713897705,93.0,31.0
2023-09-14T22:36:09Z,walk,2023-09-14T22:36:45Z,-8.05169141,-34.9497639,1.75,94.0,31.0
2023-09-14T22:36:09Z,walk,2023-09-14T22:36:46Z,-8.05168541,-34.94977956,1.7200000286102295,94.0,31.0
2023-09-14T22:36:09Z,walk,2023-09-14T22:36:47Z,-8.05167875,-34.94979422,1.7100000381469727,97.0,31.0
2023-09-14T22:36:09Z,walk,2023-09-14T22:36:48Z,-8.05167276,-34.94980755,1.7100000381469727,98.0,32.0
2023-09-14T22:36:09Z,walk,2023-09-14T22:36:49Z,-8.05166509,-34.94982088,1.7100000381469727,98.0,32.0
2023-09-14T22:36:09Z,walk,2023-09-14T22:36:50Z,-8.05165577,-34.94983421,1.6799999475479126,100.0,31.0
2023-09-14T22:36:09Z,walk,2023-09-14T22:36:51Z,-8.05164577,-34.94984754,1.6799999475479126,100.0,32.0
2023-09-14T22:36:09Z,walk,2023-09-14T22:36:52Z,-8.05163778,-34.94986187,1.7000000476837158,100.0,32.0
2023-09-14T22:36:09Z,walk,2023-09-14T22:36:53Z,-8.05163078,-34.94987753,1.7100000381469727,100.0,31.0
2023-09-14T22:36:09Z,walk,2023-09-14T22:36:54Z,-8.05162612,-34.94989419,1.7100000381469727,101.0,31.0
2023-09-14T22:36:09Z,walk,2023-09-14T22:36:55Z,-8.05162512,-34.94991019,1.7100000381469727,101.0,31.0
2023-09-14T22:36:09Z,walk,2023-09-14T22:36:56Z,-8.05162612,-34.94992419,1.7100000381469727,101.0,32.0
