activity_id,sport_type,timestamp,latitude,longitude,cadence,heart_rate,duration_seconds
2023-08-05T19:43:54Z,run,2023-08-05 19:44:04+00:00,-8.051695,-34.94861833,66.0,,0.0
2023-08-05T19:43:54Z,run,2023-08-05 19:44:05+00:00,-8.05169732,-34.94861568,66.0,,1.0
2023-08-05T19:43:54Z,run,2023-08-05 19:44:06+00:00,-8.05170532,-34.94860634,66.0,,2.0
2023-08-05T19:43:54Z,run,2023-08-05 19:44:07+00:00,-8.05173198,-34.94860469,66.0,,3.0
2023-08-05T19:43:54Z,run,2023-08-05 19:44:08+00:00,-8.05175198,-34.94861134,66.0,,4.0
2023-08-05T19:43:54Z,run,2023-08-05 19:44:09+00:00,-8.0517703,-34.94861834,66.0,,5.0
2023-08-05T19:43:54Z,run,2023-08-05 19:44:10+00:00,-8.05177997,-34.94862467,67.0,73.0,6.0
2023-08-05T19:43:54Z,run,2023-08-05 19:44:11+00:00,-8.05178696,-34.94863066,67.0,73.0,7.0
2023-08-05T19:43:54Z,run,2023-08-05 19:44:12+00:00,-8.05178664,-34.94864099,67.0,72.0,8.0
2023-08-05T19:43:54Z,run,2023-08-05 19:44:13+00:00,-8.05178498,-34.94865431,67.0,72.0,9.0
2023-08-05T19:43:54Z,run,2023-08-05 19:44:14+00:00,-8.05178398,-34.94866765,67.0,71.0,10.0
2023-08-05T19:43:54Z,run,2023-08-05 19:44:15+00:00,-8.05177999,-34.94868197,67.0,71.0,11.0
2023-08-05T19:43:54Z,run,2023-08-05 19:44:16+00:00,-8.05177432,-34.94869697,67.0,71.0,12.0
2023-08-05T19:43:54Z,run,2023-08-05 19:44:17+00:00,-8.05176732,-34.94871496,67.0,71.0,13.0
2023-08-05T19:43:54Z,run,2023-08-05 19:44:18+00:00,-8.05175999,-34.94873396,67.0,72.0,14.0
2023-08-05T19:43:54Z,run,2023-08-05 19:44:19+00:00,-8.05175333,-34.94875296,67.0,74.0,15.0
2023-08-05T19:43:54Z,run,2023-08-05 19:44:20+00:00,-8.05174933,-34.94876995,33.0,76.0,16.0
2023-08-05T19:43:54Z,run,2023-08-05 19:44:21+00:00,-8.05174801,-34.94878395,33.0,78.0,17.0
2023-08-05T19:43:54Z,run,2023-08-05 19:44:22+00:00,-8.05174702,-34.94879461,33.0,79.0,18.0
2023-08-05T19:43:54Z,run,2023-08-05 19:44:23+00:00,-8.05174669,-34.94880561,33.0,79.0,19.0
2023-08-05T19:43:54Z,run,2023-08-05 19:44:24+00:00,-8.0517457,-34.94881726,33.0,79.0,20.0
2023-08-05T19:43:54Z,run,2023-08-05 19:44:25+00:00,-8.05174436,-34.9488306,33.0,80.0,21.0
2023-08-05T19:43:54Z,run,2023-08-05 19:44:26+00:00,-8.0517427,-34.9488446,33.0,80.0,22.0
2023-08-05T19:43:54Z,run,2023-08-05 19:44:27+00:00,-8.05173971,-34.94885925,33.0,80.0,23.0
2023-08-05T19:43:54Z,run,2023-08-05 19:44:28+00:00,-8.05173537,-34.94887358,33.0,80.0,24.0
2023-08-05T19:43:54Z,run,2023-08-05 19:44:29+00:00,-8.05173138,-34.94888724,33.0,80.0,25.0
2023-08-05T19:43:54Z,run,2023-08-05 19:44:30+00:00,-8.05172705,-34.94890157,33.0,80.0,26.0
2023-08-05T19:43:54Z,run,2023-08-05 19:44:31+00:00,-8.05172206,-34.9489169,33.0,81.0,27.0
2023-08-05T19:43:54Z,run,2023-08-05 19:44:32+00:00,-8.0517174,-34.94893156,33.0,81.0,28.0
2023-08-05T19:43:54Z,run,2023-08-05 19:44:33+00:00,-8.05171507,-34.94894621,33.0,81.0,29.0
2023-08-05T19:43:54Z,run,2023-08-05 19:44:34+00:00,-8.05171341,-34.94895988,33.0,82.0,30.0
2023-08-05T19:43:54Z,run,2023-08-05 19:44:35+00:00,-8.05171108,-34.94897454,33.0,82.0,31.0
2023-08-05T19:43:54Z,run,2023-08-05 19:44:36+00:00,-8.05170976,-34.94898954,33.0,83.0,32.0
2023-08-05T19:43:54Z,run,2023-08-05 19:44:37+00:00,-8.05170877,-34.94900319,33.0,80.0,33.0
2023-08-05T19:43:54Z,run,2023-08-05 19:44:38+00:00,-8.0517091,-34.94901519,33.0,79.0,34.0
2023-08-05T19:43:54Z,run,2023-08-05 19:44:39+00:00,-8.05170942,-34.94902852,33.0,76.0,35.0
2023-08-05T19:43:54Z,run,2023-08-05 19:44:40+00:00,-8.05170942,-34.94904318,33.0,75.0,36.0
2023-08-05T19:43:54Z,run,2023-08-05 19:44:41+00:00,-8.0517091,-34.94905784,33.0,75.0,37.0
2023-08-05T19:43:54Z,run,2023-08-05 19:44:42+00:00,-8.05170778,-34.94907384,33.0,75.0,38.0
2023-08-05T19:43:54Z,run,2023-08-05 19:44:43+00:00,-8.05170511,-34.94909116,33.0,75.0,39.0
2023-08-05T19:43:54Z,run,2023-08-05 19:44:44+00:00,-8.05170178,-34.94910749,33.0,75.0,40.0
2023-08-05T19:43:54Z,run,2023-08-05 19:44:45+00:00,-8.05169945,-34.94912282,33.0,75.0,41.0
2023-08-05T19:43:54Z,run,2023-08-05 19:44:46+00:00,-8.05169813,-34.94913814,33.0,75.0,42.0
2023-08-05T19:43:54Z,run,2023-08-05 19:44:47+00:00,-8.05169714,-34.94915348,33.0,75.0,43.0
2023-08-05T19:43:54Z,run,2023-08-05 19:44:48+00:00,-8.05169582,-34.94916913,33.0,75.0,44.0
2023-08-05T19:43:54Z,run,2023-08-05 19:44:49+00:00,-8.05169349,-34.94918513,32.0,74.0,45.0
2023-08-05T19:43:54Z,run,2023-08-05 19:44:50+00:00,-8.05169049,-34.94919979,33.0,74.0,46.0
2023-08-05T19:43:54Z,run,2023-08-05 19:44:51+00:00,-8.05168784,-34.94921179,33.0,74.0,47.0
2023-08-05T19:43:54Z,run,2023-08-05 19:44:52+00:00,-8.05168518,-34.94922311,33.0,74.0,48.0
2023-08-05T19:43:54Z,run,2023-08-05 19:44:53+00:00,-8.05168285,-34.94923445,33.0,74.0,49.0
2023-08-05T19:43:54Z,run,2023-08-05 19:44:54+00:00,-8.05168018,-34.9492471,33.0,74.0,50.0
2023-08-05T19:43:54Z,run,2023-08-05 19:44:55+00:00,-8.05167852,-34.94925944,33.0,75.0,51.0
2023-08-05T19:43:54Z,run,2023-08-05 19:44:56+00:00,-8.05167687,-34.94927243,33.0,76.0,52.0
2023-08-05T19:43:54Z,run,2023-08-05 19:44:57+00:00,-8.0516742,-34.94928576,33.0,76.0,53.0
2023-08-05T19:43:54Z,run,2023-08-05 19:44:59+00:00,-8.05167054,-34.94929842,33.0,77.0,55.0
2023-08-05T19:43:54Z,run,2023-08-05 19:44:59+00:00,-8.05166755,-34.94931142,33.0,77.0,55.0
2023-08-05T19:43:54Z,run,2023-08-05 19:45:00+00:00,-8.05166455,-34.94932607,33.0,77.0,56.0
2023-08-05T19:43:54Z,run,2023-08-05 19:45:01+00:00,-8.0516619,-34.94934207,33.0,77.0,57.0
2023-08-05T19:43:54Z,run,2023-08-05 19:45:02+00:00,-8.05165924,-34.94935973,33.0,77.0,58.0
2023-08-05T19:43:54Z,run,2023-08-05 19:45:03+00:00,-8.05165792,-34.94937506,33.0,77.0,59.0
2023-08-05T19:43:54Z,run,2023-08-05 19:45:04+00:00,-8.05165692,-34.94938906,33.0,77.0,60.0
2023-08-05T19:43:54Z,run,2023-08-05 19:45:05+00:00,-8.05165625,-34.94940172,33.0,76.0,61.0
2023-08-05T19:43:54Z,run,2023-08-05 19:45:06+00:00,-8.05165593,-34.94941472,33.0,76.0,62.0
2023-08-05T19:43:54Z,run,2023-08-05 19:45:07+00:00,-8.0516556,-34.94943004,33.0,76.0,63.0
2023-08-05T19:43:54Z,run,2023-08-05 19:45:08+00:00,-8.05165427,-34.94944571,33.0,76.0,64.0
2023-08-05T19:43:54Z,run,2023-08-05 19:45:09+00:00,-8.05165261,-34.9494617,33.0,76.0,65.0
2023-08-05T19:43:54Z,run,2023-08-05 19:45:10+00:00,-8.05164962,-34.9494767,32.0,76.0,66.0
2023-08-05T19:43:54Z,run,2023-08-05 19:45:11+00:00,-8.05164629,-34.9494907,33.0,76.0,67.0
2023-08-05T19:43:54Z,run,2023-08-05 19:45:12+00:00,-8.05164229,-34.9495047,33.0,78.0,68.0
2023-08-05T19:43:54Z,run,2023-08-05 19:45:13+00:00,-8.05163763,-34.94952036,33.0,78.0,69.0
2023-08-05T19:43:54Z,run,2023-08-05 19:45:14+00:00,-8.0516373,-34.94953369,33.0,79.0,70.0
2023-08-05T19:43:54Z,run,2023-08-05 19:45:15+00:00,-8.05163897,-34.94954501,33.0,80.0,71.0
2023-08-05T19:43:54Z,run,2023-08-05 19:45:16+00:00,-8.05163863,-34.94955901,32.0,80.0,72.0
2023-08-05T19:43:54Z,run,2023-08-05 19:45:17+00:00,-8.05163764,-34.94957268,32.0,79.0,73.0
2023-08-05T19:43:54Z,run,2023-08-05 19:45:18+00:00,-8.05163499,-34.949587,32.0,79.0,74.0
2023-08-05T19:43:54Z,run,2023-08-05 19:45:19+00:00,-8.051632,-34.94960166,32.0,79.0,75.0
2023-08-05T19:43:54Z,run,2023-08-05 19:45:20+00:00,-8.051629,-34.94961499,32.0,79.0,76.0
2023-08-05T19:43:54Z,run,2023-08-05 19:45:21+00:00,-8.05162567,-34.94963032,32.0,81.0,77.0
2023-08-05T19:43:54Z,run,2023-08-05 19:45:22+00:00,-8.05162268,-34.94964464,32.0,81.0,78.0
2023-08-05T19:43:54Z,run,2023-08-05 19:45:23+00:00,-8.05161802,-34.94965997,32.0,81.0,79.0
2023-08-05T19:43:54Z,run,2023-08-05 19:45:24+00:00,-8.05161436,-34.94967331,32.0,84.0,80.0
2023-08-05T19:43:54Z,run,2023-08-05 19:45:25+00:00,-8.0516107,-34.94968697,32.0,84.0,81.0
2023-08-05T19:43:54Z,run,2023-08-05 19:45:26+00:00,-8.05160837,-34.94969963,32.0,86.0,82.0
2023-08-05T19:43:54Z,run,2023-08-05 19:45:27+00:00,-8.05160637,-34.94971429,32.0,86.0,83.0
2023-08-05T19:43:54Z,run,2023-08-05 19:45:28+00:00,-8.05160538,-34.94973029,32.0,86.0,84.0
2023-08-05T19:43:54Z,run,2023-08-05 19:45:29+00:00,-8.05160538,-34.94974461,32.0,86.0,85.0
2023-08-05T19:43:54Z,run,2023-08-05 19:45:30+00:00,-8.05160538,-34.94975828,32.0,86.0,86.0
2023-08-05T19:43:54Z,run,2023-08-05 19:45:31+00:00,-8.05160538,-34.94977327,32.0,86.0,87.0
2023-08-05T19:43:54Z,run,2023-08-05 19:45:32+00:00,-8.05160538,-34.94978893,32.0,86.0,88.0
2023-08-05T19:43:54Z,run,2023-08-05 19:45:33+00:00,-8.05160538,-34.94980492,32.0,86.0,89.0
2023-08-05T19:43:54Z,run,2023-08-05 19:45:34+00:00,-8.05160471,-34.94982059,32.0,86.0,90.0
2023-08-05T19:43:54Z,run,2023-08-05 19:45:35+00:00,-8.05160372,-34.94983558,32.0,86.0,91.0
2023-08-05T19:43:54Z,run,2023-08-05 19:45:36+00:00,-8.05160206,-34.9498499,32.0,87.0,92.0
2023-08-05T19:43:54Z,run,2023-08-05 19:45:37+00:00,-8.05159973,-34.9498639,32.0,87.0,93.0
