activity_id,sport_type,timestamp,latitude,longitude,heart_rate,cadence,speed,duration_seconds
2024-01-10T21:59:39Z,run,2024-01-10 21:59:57+00:00,-8.05530833,-34.95364833,122,89,0.0,0.0
2024-01-10T21:59:39Z,run,2024-01-10 21:59:58+00:00,-8.05532499,-34.953635,124,89,0.0,1.0
2024-01-10T21:59:39Z,run,2024-01-10 21:59:59+00:00,-8.05533899,-34.95363532,124,89,0.0,2.0
2024-01-10T21:59:39Z,run,2024-01-10 22:00:00+00:00,-8.05536766,-34.95364566,126,89,0.41999998688697815,3.0
2024-01-10T21:59:39Z,run,2024-01-10 22:00:01+00:00,-8.05539965,-34.95365932,126,88,0.8500000238418579,4.0
2024-01-10T21:59:39Z,run,2024-01-10 22:00:02+00:00,-8.05542898,-34.95367165,127,88,1.100000023841858,5.0
2024-01-10T21:59:39Z,run,2024-01-10 22:00:03+00:00,-8.0554553,-34.95368297,130,88,1.690000057220459,6.0
2024-01-10T21:59:39Z,run,2024-01-10 22:00:04+00:00,-8.05547797,-34.95369564,130,88,1.690000057220459,7.0
2024-01-10T21:59:39Z,run,2024-01-10 22:00:05+00:00,-8.05549829,-34.95371296,130,88,2.3299999237060547,8.0
2024-01-10T21:59:39Z,run,2024-01-10 22:00:06+00:00,-8.05551728,-34.95373429,130,88,2.700000047683716,9.0
2024-01-10T21:59:39Z,run,2024-01-10 22:00:07+00:00,-8.05553627,-34.95375795,129,88,2.7799999713897705,10.0
2024-01-10T21:59:39Z,run,2024-01-10 22:00:08+00:00,-8.05555193,-34.95378361,129,89,2.869999885559082,11.0
2024-01-10T21:59:39Z,run,2024-01-10 22:00:09+00:00,-8.05556492,-34.95381193,130,89,2.890000104904175,12.0
2024-01-10T21:59:39Z,run,2024-01-10 22:00:10+00:00,-8.05557691,-34.9538446,130,89,2.890000104904175,13.0
2024-01-10T21:59:39Z,run,2024-01-10 22:00:11+00:00,-8.05558824,-34.95388292,130,89,2.8299999237060547,14.0
2024-01-10T21:59:39Z,run,2024-01-10 22:00:12+00:00,-8.05559957,-34.95392224,130,89,2.8299999237060547,15.0
2024-01-10T21:59:39Z,run,2024-01-10 22:00:13+00:00,-8.0556099,-34.95396124,130,89,2.940000057220459,16.0
2024-01-10T21:59:39Z,run,2024-01-10 22:00:14+00:00,-8.05561757,-34.95399624,130,88,3.240000009536743,17.0
2024-01-10T21:59:39Z,run,2024-01-10 22:00:15+00:00,-8.05562256,-34.95403023,130,88,3.5299999713897705,18.0
2024-01-10T21:59:39Z,run,2024-01-10 22:00:16+00:00,-8.05562622,-34.95406022,130,88,3.5899999141693115,19.0
2024-01-10T21:59:39Z,run,2024-01-10 22:00:17+00:00,-8.05562821,-34.95408889,130,88,3.5899999141693115,20.0
2024-01-10T21:59:39Z,run,2024-01-10 22:00:18+00:00,-8.05563054,-34.95411755,130,88,3.569999933242798,21.0
