activity_id,sport_type,timestamp,latitude,longitude,heart_rate,cadence,speed
2024-09-24T22:21:26Z,Walk,2024-09-24T22:21:45Z,-8.05149333,-34.94839167,93,59,0.5899999737739563
2024-09-24T22:21:26Z,Walk,2024-09-24T22:21:46Z,-8.05148934,-34.94838768,93,59,0.5899999737739563
2024-09-24T22:21:26Z,Walk,2024-09-24T22:21:47Z,-8.05148634,-34.94838469,93,59,0.6200000047683716
2024-09-24T22:21:26Z,Walk,2024-09-24T22:21:48Z,-8.05149367,-34.94839302,93,59,0.49000000953674316
2024-09-24T22:21:26Z,Walk,2024-09-24T22:21:49Z,-8.05150833,-34.94841168,93,59,0.5299999713897705
2024-09-24T22:21:26Z,Walk,2024-09-24T22:21:50Z,-8.05151799,-34.94843767,92,59,0.6899999976158142
2024-09-24T22:21:26Z,Walk,2024-09-24T22:21:51Z,-8.05152066,-34.94846767,92,59,0.8700000047683716
2024-09-24T22:21:26Z,Walk,2024-09-24T22:21:52Z,-8.05152266,-34.94850267,92,59,0.8700000047683716
2024-09-24T22:21:26Z,Walk,2024-09-24T22:21:53Z,-8.05152398,-34.94853932,93,59,1.2400000095367432
2024-09-24T22:21:26Z,Walk,2024-09-24T22:21:54Z,-8.0515263,-34.94857331,93,59,1.6699999570846558
2024-09-24T22:21:26Z,Walk,2024-09-24T22:21:55Z,-8.05152697,-34.94859997,93,59,2.0999999046325684
2024-09-24T22:21:26Z,Walk,2024-09-24T22:21:56Z,-8.0515263,-34.94861964,93,59,2.3499999046325684
2024-09-24T22:21:26Z,Walk,2024-09-24T22:21:57Z,-8.05152863,-34.94863663,93,59,2.369999885559082
2024-09-24T22:21:26Z,Walk,2024-09-24T22:21:58Z,-8.05152963,-34.94865095,93,59,2.369999885559082
2024-09-24T22:21:26Z,Walk,2024-09-24T22:21:59Z,-8.05152863,-34.94866527,93,31,2.369999885559082
2024-09-24T22:21:26Z,Walk,2024-09-24T22:22:00Z,-8.0515283,-34.94867927,94,31,2.309999942779541
2024-09-24T22:21:26Z,Walk,2024-09-24T22:22:01Z,-8.05153097,-34.94869594,94,32,2.0199999809265137
2024-09-24T22:21:26Z,Walk,2024-09-24T22:22:02Z,-8.05153396,-34.94871094,94,32,1.7000000476837158
2024-09-24T22:21:26Z,Walk,2024-09-24T22:22:03Z,-8.05153762,-34.94873393,94,31,1.559999942779541
2024-09-24T22:21:26Z,Walk,2024-09-24T22:22:04Z,-8.05154095,-34.94876092,94,31,1.559999942779541
2024-09-24T22:21:26Z,Walk,2024-09-24T22:22:05Z,-8.05154428,-34.94879659,97,31,1.5099999904632568
2024-09-24T22:21:26Z,Walk,2024-09-24T22:22:06Z,-8.05154827,-34.94883259,99,31,1.5099999904632568
2024-09-24T22:21:26Z,Walk,2024-09-24T22:22:07Z,-8.05155161,-34.94886724,101,31,1.6299999952316284
2024-09-24T22:21:26Z,Walk,2024-09-24T22:22:08Z,-8.05155426,-34.94889924,101,31,1.899999976158142
2024-09-24T22:21:26Z,Walk,2024-09-24T22:22:09Z,-8.05155759,-34.94892823,102,31,2.1700000762939453
2024-09-24T22:21:26Z,Walk,2024-09-24T22:22:10Z,-8.05156225,-34.94895722,102,31,2.1700000762939453
2024-09-24T22:21:26Z,Walk,2024-09-24T22:22:11Z,-8.05156591,-34.94898256,103,31,2.359999895095825
2024-09-24T22:21:26Z,Walk,2024-09-24T22:22:12Z,-8.05156991,-34.94900555,103,31,2.440000057220459
2024-09-24T22:21:26Z,Walk,2024-09-24T22:22:13Z,-8.05157524,-34.94902388,103,31,2.440000057220459
2024-09-24T22:21:26Z,Walk,2024-09-24T22:22:14Z,-8.0515789,-34.9490422,104,31,2.380000114440918
2024-09-24T22:21:26Z,Walk,2024-09-24T22:22:15Z,-8.05158256,-34.94905953,105,31,2.2300000190734863
