activity_id,sport_type,timestamp,latitude,longitude,cadence,heart_rate
2022-12-10T21:46:00Z,walk,2022-12-10T21:46:15Z,-8.05153333,-34.94865333,67,
2022-12-10T21:46:00Z,walk,2022-12-10T21:46:16Z,-8.05152701,-34.94866232,67,
2022-12-10T21:46:00Z,walk,2022-12-10T21:46:18Z,-8.05168,-34.94863,67,98.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:46:19Z,-8.05168267,-34.94863666,67,98.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:46:20Z,-8.05168332,-34.94864399,67,98.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:46:21Z,-8.05167667,-34.94865466,67,98.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:46:22Z,-8.05166333,-34.94866898,67,98.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:46:23Z,-8.05164701,-34.94868397,67,98.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:46:24Z,-8.05162934,-34.94870163,67,98.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:46:25Z,-8.05161334,-34.94871895,67,101.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:46:26Z,-8.05160002,-34.94873495,30,102.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:46:27Z,-8.05158869,-34.94874862,30,102.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:46:28Z,-8.05158303,-34.94875895,31,103.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:46:29Z,-8.05158236,-34.94876794,31,104.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:46:30Z,-8.05158369,-34.94877726,31,105.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:46:31Z,-8.05158702,-34.94878892,31,106.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:46:32Z,-8.05159068,-34.94880292,31,106.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:46:33Z,-8.05159301,-34.94881559,31,106.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:46:34Z,-8.05159533,-34.94882824,32,107.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:46:35Z,-8.05159733,-34.94884191,31,108.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:46:36Z,-8.05159966,-34.94885591,31,110.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:46:37Z,-8.05160265,-34.9488709,31,112.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:46:38Z,-8.05160265,-34.9488859,31,112.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:46:39Z,-8.05160065,-34.94890022,31,112.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:46:40Z,-8.05159766,-34.94891521,31,107.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:46:41Z,-8.051594,-34.94893055,31,109.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:46:42Z,-8.051592,-34.94894387,31,107.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:46:43Z,-8.05159034,-34.9489582,31,107.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:46:44Z,-8.05158802,-34.94897286,31,107.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:46:45Z,-8.05158968,-34.94898652,31,107.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:46:46Z,-8.05159134,-34.94900085,31,108.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:46:47Z,-8.05159101,-34.94901684,61,109.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:46:48Z,-8.05158901,-34.94903417,63,109.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:46:49Z,-8.05158535,-34.94905083,63,111.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:46:50Z,-8.05158535,-34.94906516,63,111.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:46:51Z,-8.05158568,-34.94907749,63,111.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:46:52Z,-8.05158768,-34.94908849,63,111.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:46:53Z,-8.05159,-34.94909949,63,111.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:46:54Z,-8.05158934,-34.94911049,63,111.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:46:55Z,-8.05158901,-34.94912148,63,112.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:46:56Z,-8.05158868,-34.94913314,64,113.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:46:57Z,-8.05158802,-34.94914547,64,113.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:46:58Z,-8.05158635,-34.9491588,63,115.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:46:59Z,-8.05158303,-34.9491728,63,115.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:47:00Z,-8.0515787,-34.94918712,63,115.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:47:01Z,-8.05157371,-34.94920145,64,115.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:47:02Z,-8.05157072,-34.94921577,65,116.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:47:03Z,-8.05157005,-34.94923009,65,116.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:47:04Z,-8.05156672,-34.94924676,64,117.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:47:05Z,-8.05156406,-34.94926375,64,117.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:47:06Z,-8.05156373,-34.94927874,64,118.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:47:07Z,-8.0515634,-34.94929274,64,120.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:47:08Z,-8.05156075,-34.94930807,64,120.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:47:09Z,-8.05155508,-34.94932506,64,120.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:47:10Z,-8.05154908,-34.94934239,64,120.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:47:11Z,-8.05154341,-34.94935938,64,121.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:47:12Z,-8.05153875,-34.94937637,64,122.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:47:13Z,-8.05153609,-34.9493927,64,123.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:47:14Z,-8.05153342,-34.94940802,64,117.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:47:15Z,-8.05153243,-34.94942269,64,121.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:47:16Z,-8.05153276,-34.94943768,64,121.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:47:17Z,-8.05153341,-34.94945168,64,120.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:47:18Z,-8.05153341,-34.94946634,64,120.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:47:19Z,-8.05153175,-34.94948167,63,120.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:47:20Z,-8.05152842,-34.94949799,64,120.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:47:21Z,-8.0515241,-34.94951466,64,120.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:47:22Z,-8.05151843,-34.94953266,64,120.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:47:23Z,-8.05151211,-34.94954965,63,120.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:47:24Z,-8.05150611,-34.94956764,63,121.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:47:25Z,-8.05150012,-34.94958364,63,121.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:47:26Z,-8.05149579,-34.94959796,63,121.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:47:27Z,-8.05149213,-34.94961163,64,121.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:47:28Z,-8.05148781,-34.94962563,64,121.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:47:29Z,-8.05148415,-34.94964095,64,122.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:47:30Z,-8.05148015,-34.94965861,64,122.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:47:31Z,-8.05147349,-34.94967694,64,122.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:47:32Z,-8.05146584,-34.94969628,63,122.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:47:33Z,-8.0514595,-34.9497136,63,124.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:47:34Z,-8.0514525,-34.94973027,63,124.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:47:35Z,-8.05145384,-34.9497436,63,124.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:47:36Z,-8.05145583,-34.94975859,64,124.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:47:37Z,-8.05146383,-34.94977259,64,124.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:47:38Z,-8.05147248,-34.94978458,64,124.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:47:39Z,-8.05147915,-34.9497959,63,124.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:47:40Z,-8.05148381,-34.94980824,63,124.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:47:41Z,-8.0514868,-34.94982056,64,124.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:47:42Z,-8.05148946,-34.94983222,64,124.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:47:43Z,-8.05149012,-34.94984322,64,125.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:47:44Z,-8.05149345,-34.94985521,64,125.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:47:45Z,-8.05149511,-34.94986621,63,125.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:47:46Z,-8.05149678,-34.94987554,63,125.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:47:47Z,-8.05149943,-34.94988553,64,124.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:47:48Z,-8.05150242,-34.9498932,64,124.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:47:49Z,-8.05150042,-34.94990086,64,123.0
2022-12-10T21:46:00Z,walk,2022-12-10T21:47:50Z,-8.05149877,-34.94991185,64,123.0
