activity_id,sport_type,timestamp,latitude,longitude,heart_rate,cadence,speed,duration_seconds
2025-02-25T22:20:05Z,Walk,2025-02-25 22:20:36+00:00,-8.05078833,-34.94977667,108,63,0.7400000095367432,0.0
2025-02-25T22:20:05Z,Walk,2025-02-25 22:20:37+00:00,-8.05078933,-34.949779,108,63,0.7400000095367432,1.0
2025-02-25T22:20:05Z,Walk,2025-02-25 22:20:38+00:00,-8.05080066,-34.94978499,108,63,0.5899999737739563,2.0
2025-02-25T22:20:05Z,Walk,2025-02-25 22:20:39+00:00,-8.05080666,-34.94978999,108,63,0.5899999737739563,3.0
2025-02-25T22:20:05Z,Walk,2025-02-25 22:20:40+00:00,-8.05080798,-34.94980066,108,63,0.5899999737739563,4.0
2025-02-25T22:20:05Z,Walk,2025-02-25 22:20:41+00:00,-8.05080765,-34.94981132,108,63,0.7400000095367432,5.0
2025-02-25T22:20:05Z,Walk,2025-02-25 22:20:42+00:00,-8.05080566,-34.94982498,110,63,0.8799999952316284,6.0
2025-02-25T22:20:05Z,Walk,2025-02-25 22:20:43+00:00,-8.05080333,-34.94983898,110,63,0.9700000286102295,7.0
2025-02-25T22:20:05Z,Walk,2025-02-25 22:20:44+00:00,-8.05080167,-34.94985465,110,63,1.090000033378601,8.0
2025-02-25T22:20:05Z,Walk,2025-02-25 22:20:45+00:00,-8.05079267,-34.94987797,111,63,1.2599999904632568,9.0
2025-02-25T22:20:05Z,Walk,2025-02-25 22:20:46+00:00,-8.05077968,-34.94989897,111,63,1.2599999904632568,10.0
2025-02-25T22:20:05Z,Walk,2025-02-25 22:20:47+00:00,-8.05076769,-34.94992429,113,63,1.3600000143051147,11.0
2025-02-25T22:20:05Z,Walk,2025-02-25 22:20:48+00:00,-8.05075635,-34.94994695,114,63,1.4299999475479126,12.0
2025-02-25T22:20:05Z,Walk,2025-02-25 22:20:49+00:00,-8.05074702,-34.94996362,115,63,1.659999966621399,13.0
2025-02-25T22:20:05Z,Walk,2025-02-25 22:20:50+00:00,-8.0507377,-34.94997394,116,63,1.940000057220459,14.0
2025-02-25T22:20:05Z,Walk,2025-02-25 22:20:51+00:00,-8.05072704,-34.94997794,116,63,2.009999990463257,15.0
2025-02-25T22:20:05Z,Walk,2025-02-25 22:20:52+00:00,-8.05071304,-34.94998027,116,63,2.009999990463257,16.0
2025-02-25T22:20:05Z,Walk,2025-02-25 22:20:53+00:00,-8.05069904,-34.94997827,117,63,2.009999990463257,17.0
2025-02-25T22:20:05Z,Walk,2025-02-25 22:20:54+00:00,-8.05068605,-34.94997827,118,63,2.0399999618530273,18.0
2025-02-25T22:20:05Z,Walk,2025-02-25 22:20:55+00:00,-8.05067472,-34.94998193,119,63,1.9199999570846558,19.0
2025-02-25T22:20:05Z,Walk,2025-02-25 22:20:56+00:00,-8.05066339,-34.94998393,120,63,1.7000000476837158,20.0
2025-02-25T22:20:05Z,Walk,2025-02-25 22:20:57+00:00,-8.05065073,-34.94998926,121,64,1.6299999952316284,21.0
2025-02-25T22:20:05Z,Walk,2025-02-25 22:20:58+00:00,-8.05063806,-34.94999325,121,64,1.6299999952316284,22.0
2025-02-25T22:20:05Z,Walk,2025-02-25 22:20:59+00:00,-8.05062474,-34.94999592,122,64,1.600000023841858,23.0
2025-02-25T22:20:05Z,Walk,2025-02-25 22:21:00+00:00,-8.05061074,-34.94999725,122,63,1.559999942779541,24.0
2025-02-25T22:20:05Z,Walk,2025-02-25 22:21:01+00:00,-8.05059508,-34.94999791,121,63,1.559999942779541,25.0
2025-02-25T22:20:05Z,Walk,2025-02-25 22:21:02+00:00,-8.05057909,-34.94999524,121,62,1.559999942779541,26.0
2025-02-25T22:20:05Z,Walk,2025-02-25 22:21:03+00:00,-8.05056309,-34.94999024,121,62,1.559999942779541,27.0
2025-02-25T22:20:05Z,Walk,2025-02-25 22:21:04+00:00,-8.05054743,-34.94998791,121,63,1.559999942779541,28.0
2025-02-25T22:20:05Z,Walk,2025-02-25 22:21:05+00:00,-8.05053177,-34.94998592,121,63,1.559999942779541,29.0
2025-02-25T22:20:05Z,Walk,2025-02-25 22:21:06+00:00,-8.05051244,-34.94997892,121,63,1.559999942779541,30.0
2025-02-25T22:20:05Z,Walk,2025-02-25 22:21:07+00:00,-8.05049578,-34.94997325,121,62,1.559999942779541,31.0
2025-02-25T22:20:05Z,Walk,2025-02-25 22:21:08+00:00,-8.05048012,-34.94996825,121,61,1.5700000524520874,32.0
2025-02-25T22:20:05Z,Walk,2025-02-25 22:21:09+00:00,-8.05046646,-34.9499676,120,61,1.5800000429153442,33.0
2025-02-25T22:20:05Z,Walk,2025-02-25 22:21:10+00:00,-8.05045413,-34.94996661,119,61,1.5800000429153442,34.0
2025-02-25T22:20:05Z,Walk,2025-02-25 22:21:11+00:00,-8.05044081,-34.94996394,119,61,1.5800000429153442,35.0
2025-02-25T22:20:05Z,Walk,2025-02-25 22:21:12+00:00,-8.05042614,-34.94995762,118,61,1.590000033378601,36.0
2025-02-25T22:20:05Z,Walk,2025-02-25 22:21:13+00:00,-8.05041147,-34.94994728,118,61,1.590000033378601,37.0
2025-02-25T22:20:05Z,Walk,2025-02-25 22:21:14+00:00,-8.05039747,-34.94993995,118,61,1.600000023841858,38.0
2025-02-25T22:20:05Z,Walk,2025-02-25 22:21:15+00:00,-8.05038348,-34.94993563,119,61,1.600000023841858,39.0
2025-02-25T22:20:05Z,Walk,2025-02-25 22:21:16+00:00,-8.05037048,-34.94993463,117,62,1.600000023841858,40.0
2025-02-25T22:20:05Z,Walk,2025-02-25 22:21:17+00:00,-8.05035716,-34.94993696,117,62,1.600000023841858,41.0
2025-02-25T22:20:05Z,Walk,2025-02-25 22:21:18+00:00,-8.05034384,-34.94994229,116,61,1.600000023841858,42.0
2025-02-25T22:20:05Z,Walk,2025-02-25 22:21:19+00:00,-8.0503305,-34.94994796,116,61,1.590000033378601,43.0
2025-02-25T22:20:05Z,Walk,2025-02-25 22:21:20+00:00,-8.05031685,-34.94995296,116,61,1.590000033378601,44.0
2025-02-25T22:20:05Z,Walk,2025-02-25 22:21:21+00:00,-8.05030351,-34.94995695,116,61,1.5800000429153442,45.0
2025-02-25T22:20:05Z,Walk,2025-02-25 22:21:22+00:00,-8.05029152,-34.94995928,117,62,1.5800000429153442,46.0
2025-02-25T22:20:05Z,Walk,2025-02-25 22:21:23+00:00,-8.05027953,-34.94996162,117,62,1.5800000429153442,47.0
2025-02-25T22:20:05Z,Walk,2025-02-25 22:21:24+00:00,-8.0502672,-34.94996328,117,60,1.5800000429153442,48.0
2025-02-25T22:20:05Z,Walk,2025-02-25 22:21:25+00:00,-8.05025554,-34.94996262,118,59,1.5700000524520874,49.0
2025-02-25T22:20:05Z,Walk,2025-02-25 22:21:26+00:00,-8.05024554,-34.94996395,118,59,1.5700000524520874,50.0
2025-02-25T22:20:05Z,Walk,2025-02-25 22:21:27+00:00,-8.05023655,-34.94996794,119,59,1.559999942779541,51.0
2025-02-25T22:20:05Z,Walk,2025-02-25 22:21:28+00:00,-8.05022789,-34.94997461,121,59,1.559999942779541,52.0
2025-02-25T22:20:05Z,Walk,2025-02-25 22:21:29+00:00,-8.0502199,-34.94998326,121,59,1.559999942779541,53.0
2025-02-25T22:20:05Z,Walk,2025-02-25 22:21:30+00:00,-8.05021056,-34.94999025,119,59,1.5499999523162842,54.0
