activity_id,sport_type,timestamp,latitude,longitude,speed,heart_rate,cadence
2024-04-29T22:50:10Z,walk,2024-04-29T22:50:23Z,-8.05176666,-34.948855,0.0,,
2024-04-29T22:50:10Z,walk,2024-04-29T22:50:24Z,-8.05176367,-34.94886232,0.0,,
2024-04-29T22:50:10Z,walk,2024-04-29T22:50:25Z,-8.051785,-34.948849,0.0,,
2024-04-29T22:50:10Z,walk,2024-04-29T22:50:26Z,-8.05180566,-34.94883333,0.0,,
2024-04-29T22:50:10Z,walk,2024-04-29T22:50:27Z,-8.051804,-34.94881133,0.0,94.0,
2024-04-29T22:50:10Z,walk,2024-04-29T22:50:28Z,-8.051775,-34.94878401,0.44999998807907104,93.0,
2024-04-29T22:50:10Z,walk,2024-04-29T22:50:29Z,-8.05174668,-34.94875868,0.9200000166893005,93.0,
2024-04-29T22:50:10Z,walk,2024-04-29T22:50:30Z,-8.05172469,-34.94873835,1.3700000047683716,93.0,
2024-04-29T22:50:10Z,walk,2024-04-29T22:50:31Z,-8.05170835,-34.94872036,2.069999933242798,93.0,64.0
2024-04-29T22:50:10Z,walk,2024-04-29T22:50:32Z,-8.05169703,-34.94870337,2.069999933242798,93.0,64.0
2024-04-29T22:50:10Z,walk,2024-04-29T22:50:33Z,-8.0516907,-34.94868804,2.319999933242798,92.0,63.0
2024-04-29T22:50:10Z,walk,2024-04-29T22:50:34Z,-8.05168871,-34.94867605,2.2899999618530273,92.0,63.0
2024-04-29T22:50:10Z,walk,2024-04-29T22:50:35Z,-8.0516907,-34.94866639,2.25,92.0,63.0
2024-04-29T22:50:10Z,walk,2024-04-29T22:50:36Z,-8.05169536,-34.94865774,2.1500000953674316,92.0,63.0
2024-04-29T22:50:10Z,walk,2024-04-29T22:50:37Z,-8.0517017,-34.94865007,1.9199999570846558,93.0,63.0
2024-04-29T22:50:10Z,walk,2024-04-29T22:50:38Z,-8.0517077,-34.94864207,1.5700000524520874,95.0,63.0
2024-04-29T22:50:10Z,walk,2024-04-29T22:50:39Z,-8.05170902,-34.94863075,1.5700000524520874,95.0,63.0
2024-04-29T22:50:10Z,walk,2024-04-29T22:50:40Z,-8.05170702,-34.94861675,1.3300000429153442,99.0,63.0
2024-04-29T22:50:10Z,walk,2024-04-29T22:50:41Z,-8.05170203,-34.94860142,1.2699999809265137,99.0,31.0
2024-04-29T22:50:10Z,walk,2024-04-29T22:50:42Z,-8.05169536,-34.94858576,1.2699999809265137,100.0,31.0
2024-04-29T22:50:10Z,walk,2024-04-29T22:50:43Z,-8.05168871,-34.9485711,1.2799999713897705,101.0,32.0
2024-04-29T22:50:10Z,walk,2024-04-29T22:50:44Z,-8.05168237,-34.94855777,1.3300000429153442,101.0,31.0
2024-04-29T22:50:10Z,walk,2024-04-29T22:50:45Z,-8.05167938,-34.94854578,1.3300000429153442,101.0,31.0
2024-04-29T22:50:10Z,walk,2024-04-29T22:50:46Z,-8.05168004,-34.94853611,1.399999976158142,101.0,31.0
2024-04-29T22:50:10Z,walk,2024-04-29T22:50:47Z,-8.05168171,-34.94852645,1.4299999475479126,101.0,31.0
2024-04-29T22:50:10Z,walk,2024-04-29T22:50:48Z,-8.05168436,-34.94851612,1.4299999475479126,101.0,31.0
2024-04-29T22:50:10Z,walk,2024-04-29T22:50:49Z,-8.05168735,-34.94850446,1.399999976158142,100.0,31.0
2024-04-29T22:50:10Z,walk,2024-04-29T22:50:50Z,-8.05168802,-34.94849247,1.3300000429153442,99.0,31.0
2024-04-29T22:50:10Z,walk,2024-04-29T22:50:51Z,-8.05168802,-34.94847981,1.3300000429153442,99.0,31.0
2024-04-29T22:50:10Z,walk,2024-04-29T22:50:52Z,-8.05168802,-34.94846682,1.2799999713897705,98.0,31.0
2024-04-29T22:50:10Z,walk,2024-04-29T22:50:53Z,-8.05168702,-34.94845415,1.2699999809265137,99.0,31.0
2024-04-29T22:50:10Z,walk,2024-04-29T22:50:54Z,-8.05168636,-34.94844183,1.2699999809265137,99.0,31.0
2024-04-29T22:50:10Z,walk,2024-04-29T22:50:55Z,-8.05168636,-34.94842849,1.2699999809265137,99.0,31.0
2024-04-29T22:50:10Z,walk,2024-04-29T22:50:56Z,-8.05168636,-34.94841449,1.2799999713897705,100.0,32.0
2024-04-29T22:50:10Z,walk,2024-04-29T22:50:57Z,-8.05168802,-34.94839884,1.2799999713897705,100.0,32.0
2024-04-29T22:50:10Z,walk,2024-04-29T22:50:58Z,-8.05169034,-34.94838284,1.2899999618530273,101.0,32.0
2024-04-29T22:50:10Z,walk,2024-04-29T22:50:59Z,-8.051694,-34.94836585,1.2999999523162842,102.0,32.0
2024-04-29T22:50:10Z,walk,2024-04-29T22:51:00Z,-8.051698,-34.94835051,1.350000023841858,102.0,32.0
2024-04-29T22:50:10Z,walk,2024-04-29T22:51:01Z,-8.051702,-34.94833385,1.4199999570846558,102.0,31.0
2024-04-29T22:50:10Z,walk,2024-04-29T22:51:02Z,-8.05170566,-34.94831952,1.4800000190734863,102.0,31.0
2024-04-29T22:50:10Z,walk,2024-04-29T22:51:03Z,-8.05170798,-34.94830587,1.4800000190734863,102.0,31.0
2024-04-29T22:50:10Z,walk,2024-04-29T22:51:04Z,-8.05170964,-34.94829187,1.5,101.0,31.0
2024-04-29T22:50:10Z,walk,2024-04-29T22:51:05Z,-8.0517113,-34.94827987,1.5,100.0,32.0
2024-04-29T22:50:10Z,walk,2024-04-29T22:51:06Z,-8.05171296,-34.94826887,1.5,100.0,32.0
2024-04-29T22:50:10Z,walk,2024-04-29T22:51:07Z,-8.05171529,-34.94825854,1.5,100.0,31.0
2024-04-29T22:50:10Z,walk,2024-04-29T22:51:08Z,-8.05171795,-34.94824854,1.5,100.0,31.0
2024-04-29T22:50:10Z,walk,2024-04-29T22:51:09Z,-8.05172062,-34.94823989,1.5,100.0,31.0
2024-04-29T22:50:10Z,walk,2024-04-29T22:51:10Z,-8.05172295,-34.94823056,1.5,100.0,31.0
2024-04-29T22:50:10Z,walk,2024-04-29T22:51:11Z,-8.05172527,-34.94822056,1.4900000095367432,101.0,31.0
2024-04-29T22:50:10Z,walk,2024-04-29T22:51:12Z,-8.05172661,-34.94820891,1.4700000286102295,103.0,31.0
2024-04-29T22:50:10Z,walk,2024-04-29T22:51:13Z,-8.05172726,-34.94819625,1.4500000476837158,104.0,31.0
2024-04-29T22:50:10Z,walk,2024-04-29T22:51:14Z,-8.05172926,-34.94818425,1.440000057220459,106.0,31.0
2024-04-29T22:50:10Z,walk,2024-04-29T22:51:15Z,-8.05172992,-34.94817493,1.440000057220459,106.0,31.0
2024-04-29T22:50:10Z,walk,2024-04-29T22:51:16Z,-8.05173159,-34.94816726,1.4199999570846558,107.0,31.0
2024-04-29T22:50:10Z,walk,2024-04-29T22:51:17Z,-8.05173159,-34.94816327,1.399999976158142,107.0,31.0
2024-04-29T22:50:10Z,walk,2024-04-29T22:51:19Z,-8.05173492,-34.94815527,1.3799999952316284,108.0,31.0
2024-04-29T22:50:10Z,walk,2024-04-29T22:51:20Z,-8.05173558,-34.9481536,1.3600000143051147,108.0,31.0
2024-04-29T22:50:10Z,walk,2024-04-29T22:51:21Z,-8.05173724,-34.94815095,1.3600000143051147,108.0,31.0
2024-04-29T22:50:10Z,walk,2024-04-29T22:51:22Z,-8.05173858,-34.94814762,1.3300000429153442,109.0,31.0
2024-04-29T22:50:10Z,walk,2024-04-29T22:51:23Z,-8.0517399,-34.94814363,0.8500000238418579,109.0,31.0
2024-04-29T22:50:10Z,walk,2024-04-29T22:51:24Z,-8.05174056,-34.9481383,0.4000000059604645,109.0,31.0
2024-04-29T22:50:10Z,walk,2024-04-29T22:51:25Z,-8.05173957,-34.94813231,0.41999998688697815,109.0,31.0
2024-04-29T22:50:10Z,walk,2024-04-29T22:51:26Z,-8.05174123,-34.94812764,0.41999998688697815,109.0,31.0
2024-04-29T22:50:10Z,walk,2024-04-29T22:51:27Z,-8.05175156,-34.94812898,0.41999998688697815,109.0,31.0
2024-04-29T22:50:10Z,walk,2024-04-29T22:51:28Z,-8.05176522,-34.94812731,0.4399999976158142,109.0,31.0
2024-04-29T22:50:10Z,walk,2024-04-29T22:51:29Z,-8.05177922,-34.94812264,0.5,109.0,31.0
2024-04-29T22:50:10Z,walk,2024-04-29T22:51:30Z,-8.05178988,-34.94811332,0.5799999833106995,109.0,31.0
2024-04-29T22:50:10Z,walk,2024-04-29T22:51:31Z,-8.05179587,-34.948099,0.699999988079071,109.0,31.0
2024-04-29T22:50:10Z,walk,2024-04-29T22:51:32Z,-8.05180086,-34.94808533,0.8799999952316284,108.0,31.0
2024-04-29T22:50:10Z,walk,2024-04-29T22:51:33Z,-8.05180585,-34.948072,0.8799999952316284,108.0,31.0
2024-04-29T22:50:10Z,walk,2024-04-29T22:51:34Z,-8.05181385,-34.94806066,1.1100000143051147,108.0,31.0
2024-04-29T22:50:10Z,walk,2024-04-29T22:51:35Z,-8.05182317,-34.94805101,1.2699999809265137,108.0,31.0
2024-04-29T22:50:10Z,walk,2024-04-29T22:51:36Z,-8.05183316,-34.94804101,1.2999999523162842,109.0,31.0
2024-04-29T22:50:10Z,walk,2024-04-29T22:51:37Z,-8.0518395,-34.94803102,1.2999999523162842,109.0,31.0
2024-04-29T22:50:10Z,walk,2024-04-29T22:51:38Z,-8.05184249,-34.94802068,1.2999999523162842,109.0,31.0
2024-04-29T22:50:10Z,walk,2024-04-29T22:51:39Z,-8.05183716,-34.94800869,1.2999999523162842,109.0,31.0
