activity_id,sport_type,timestamp,latitude,longitude,heart_rate,cadence
2023-03-04T20:51:36Z,run,2023-03-04T20:52:03Z,-8.04944,-34.95326667,162,87.0
2023-03-04T20:51:36Z,run,2023-03-04T20:52:04Z,-8.04943833,-34.953289,162,87.0
2023-03-04T20:51:36Z,run,2023-03-04T20:52:05Z,-8.04943833,-34.95332832,161,88.0
2023-03-04T20:51:36Z,run,2023-03-04T20:52:06Z,-8.049444,-34.95336399,160,88.0
2023-03-04T20:51:36Z,run,2023-03-04T20:52:07Z,-8.04945466,-34.95340465,158,88.0
2023-03-04T20:51:36Z,run,2023-03-04T20:52:08Z,-8.04946766,-34.95343765,158,88.0
2023-03-04T20:51:36Z,run,2023-03-04T20:52:09Z,-8.04948031,-34.95346998,158,88.0
2023-03-04T20:51:36Z,run,2023-03-04T20:52:10Z,-8.04949097,-34.95349664,158,88.0
2023-03-04T20:51:36Z,run,2023-03-04T20:52:11Z,-8.04950264,-34.95351996,158,88.0
2023-03-04T20:51:36Z,run,2023-03-04T20:52:12Z,-8.04951429,-34.95353863,158,88.0
2023-03-04T20:51:36Z,run,2023-03-04T20:52:13Z,-8.04952363,-34.95356296,157,88.0
2023-03-04T20:51:36Z,run,2023-03-04T20:52:14Z,-8.04953596,-34.95359028,156,88.0
2023-03-04T20:51:36Z,run,2023-03-04T20:52:15Z,-8.04954996,-34.95361262,156,88.0
2023-03-04T20:51:36Z,run,2023-03-04T20:52:16Z,-8.04956295,-34.95363295,156,88.0
2023-03-04T20:51:36Z,run,2023-03-04T20:52:17Z,-8.04957728,-34.95364994,157,88.0
2023-03-04T20:51:36Z,run,2023-03-04T20:52:18Z,-8.04959062,-34.9536696,157,88.0
2023-03-04T20:51:36Z,run,2023-03-04T20:52:19Z,-8.04960494,-34.9536856,157,88.0
2023-03-04T20:51:36Z,run,2023-03-04T20:52:20Z,-8.04961927,-34.95370393,157,89.0
2023-03-04T20:51:36Z,run,2023-03-04T20:52:21Z,-8.04963593,-34.95372092,157,89.0
2023-03-04T20:51:36Z,run,2023-03-04T20:52:22Z,-8.04965292,-34.95373691,157,89.0
2023-03-04T20:51:36Z,run,2023-03-04T20:52:23Z,-8.04967059,-34.95374991,156,88.0
2023-03-04T20:51:36Z,run,2023-03-04T20:52:33Z,-8.04994992,-34.95403658,155,89.0
2023-03-04T20:51:36Z,run,2023-03-04T20:52:34Z,-8.04994025,-34.95404923,154,88.0
2023-03-04T20:51:36Z,run,2023-03-04T20:52:35Z,-8.0499396,-34.9540599,154,88.0
2023-03-04T20:51:36Z,run,2023-03-04T20:52:39Z,-8.05044825,-34.95372324,154,88.0
2023-03-04T20:51:36Z,run,2023-03-04T20:52:41Z,-8.05070159,-34.95359991,154,88.0
2023-03-04T20:51:36Z,run,2023-03-04T20:52:42Z,-8.05070591,-34.95359891,155,88.0
2023-03-04T20:51:36Z,run,2023-03-04T20:52:43Z,-8.05072324,-34.95359192,155,88.0
2023-03-04T20:51:36Z,run,2023-03-04T20:52:44Z,-8.05073823,-34.95358725,155,88.0
2023-03-04T20:51:36Z,run,2023-03-04T20:52:45Z,-8.0507509,-34.9535836,155,88.0
2023-03-04T20:51:36Z,run,2023-03-04T20:52:46Z,-8.05075657,-34.95358625,155,88.0
2023-03-04T20:51:36Z,run,2023-03-04T20:52:47Z,-8.05076256,-34.95359392,155,88.0
2023-03-04T20:51:36Z,run,2023-03-04T20:52:48Z,-8.05076522,-34.95360824,155,88.0
2023-03-04T20:51:36Z,run,2023-03-04T20:52:49Z,-8.05077321,-34.95362123,157,88.0
2023-03-04T20:51:36Z,run,2023-03-04T20:52:50Z,-8.05078354,-34.95362957,158,88.0
2023-03-04T20:51:36Z,run,2023-03-04T20:52:51Z,-8.05079754,-34.95363457,161,89.0
2023-03-04T20:51:36Z,run,2023-03-04T20:52:52Z,-8.05081253,-34.9536389,161,89.0
2023-03-04T20:51:36Z,run,2023-03-04T20:52:53Z,-8.05082953,-34.95364256,163,88.0
2023-03-04T20:51:36Z,run,2023-03-04T20:52:54Z,-8.05084652,-34.95364588,164,87.0
