activity_id,sport_type,timestamp,latitude,longitude,heart_rate,speed
2025-05-13T21:16:39Z,Ride,2025-05-13T21:17:49Z,-8.04458167,-34.93956667,108,0.0
2025-05-13T21:16:39Z,Ride,2025-05-13T21:17:51Z,-8.04449167,-34.939395,108,0.0
2025-05-13T21:16:39Z,Ride,2025-05-13T21:17:52Z,-8.04448901,-34.939395,109,0.0
2025-05-13T21:16:39Z,Ride,2025-05-13T21:17:53Z,-8.04448434,-34.93939567,112,0.0
2025-05-13T21:16:39Z,Ride,2025-05-13T21:17:54Z,-8.04447569,-34.93939799,113,0.0
2025-05-13T21:16:39Z,Ride,2025-05-13T21:17:55Z,-8.04446469,-34.93939966,113,0.0
2025-05-13T21:16:39Z,Ride,2025-05-13T21:17:56Z,-8.04445335,-34.93940031,113,0.0
2025-05-13T21:16:39Z,Ride,2025-05-13T21:17:57Z,-8.04444403,-34.93939966,113,0.0
2025-05-13T21:16:39Z,Ride,2025-05-13T21:17:58Z,-8.04443904,-34.93940065,113,0.0
2025-05-13T21:16:39Z,Ride,2025-05-13T21:17:59Z,-8.04443704,-34.93940097,114,0.0
2025-05-13T21:16:39Z,Ride,2025-05-13T21:18:00Z,-8.04443471,-34.93940065,115,0.0
2025-05-13T21:16:39Z,Ride,2025-05-13T21:18:02Z,-8.04441004,-34.9394033,116,0.0
2025-05-13T21:16:39Z,Ride,2025-05-13T21:18:03Z,-8.04440672,-34.93940564,116,0.0
2025-05-13T21:16:39Z,Ride,2025-05-13T21:18:04Z,-8.04440238,-34.9394103,116,0.0
2025-05-13T21:16:39Z,Ride,2025-05-13T21:18:05Z,-8.04439805,-34.93941663,116,0.0
2025-05-13T21:16:39Z,Ride,2025-05-13T21:18:06Z,-8.04439639,-34.93942295,115,0.0
2025-05-13T21:16:39Z,Ride,2025-05-13T21:18:07Z,-8.04439639,-34.93942795,115,0.0
2025-05-13T21:16:39Z,Ride,2025-05-13T21:18:08Z,-8.0443954,-34.93942962,115,0.0
2025-05-13T21:16:39Z,Ride,2025-05-13T21:18:09Z,-8.04440339,-34.93943461,115,0.0
2025-05-13T21:16:39Z,Ride,2025-05-13T21:18:11Z,-8.04442506,-34.93944994,110,0.0
2025-05-13T21:16:39Z,Ride,2025-05-13T21:18:12Z,-8.04442573,-34.93945126,109,0.0
2025-05-13T21:16:39Z,Ride,2025-05-13T21:18:13Z,-8.04442772,-34.9394556,109,0.0
2025-05-13T21:16:39Z,Ride,2025-05-13T21:18:14Z,-8.04443072,-34.93946125,109,0.0
2025-05-13T21:16:39Z,Ride,2025-05-13T21:18:15Z,-8.04443337,-34.93946758,109,0.0
2025-05-13T21:16:39Z,Ride,2025-05-13T21:18:16Z,-8.04443603,-34.93947323,109,0.0
2025-05-13T21:16:39Z,Ride,2025-05-13T21:18:17Z,-8.04443636,-34.93947689,109,0.0
2025-05-13T21:16:39Z,Ride,2025-05-13T21:18:18Z,-8.04443371,-34.93948122,110,0.0
2025-05-13T21:16:39Z,Ride,2025-05-13T21:18:19Z,-8.04443138,-34.93948988,110,0.0
2025-05-13T21:16:39Z,Ride,2025-05-13T21:18:20Z,-8.04443405,-34.9395042,110,0.0
2025-05-13T21:16:39Z,Ride,2025-05-13T21:18:21Z,-8.04444137,-34.93952554,109,0.0
2025-05-13T21:16:39Z,Ride,2025-05-13T21:18:22Z,-8.04444636,-34.93955219,109,0.0
2025-05-13T21:16:39Z,Ride,2025-05-13T21:18:23Z,-8.04444636,-34.93957653,110,0.0
2025-05-13T21:16:39Z,Ride,2025-05-13T21:18:24Z,-8.04444271,-34.93959985,110,0.9900000095367432
2025-05-13T21:16:39Z,Ride,2025-05-13T21:18:25Z,-8.04443571,-34.93961885,110,0.9900000095367432
2025-05-13T21:16:39Z,Ride,2025-05-13T21:18:26Z,-8.04442404,-34.93963285,110,2.259999990463257
2025-05-13T21:16:39Z,Ride,2025-05-13T21:18:27Z,-8.04441272,-34.93964551,111,2.569999933242798
2025-05-13T21:16:39Z,Ride,2025-05-13T21:18:28Z,-8.04440138,-34.93965683,112,2.609999895095825
2025-05-13T21:16:39Z,Ride,2025-05-13T21:18:29Z,-8.04438773,-34.93966483,114,2.609999895095825
2025-05-13T21:16:39Z,Ride,2025-05-13T21:18:30Z,-8.04437106,-34.9396695,114,2.390000104904175
2025-05-13T21:16:39Z,Ride,2025-05-13T21:18:31Z,-8.04434974,-34.93967183,114,2.390000104904175
2025-05-13T21:16:39Z,Ride,2025-05-13T21:18:32Z,-8.04432374,-34.93967117,114,2.0899999141693115
2025-05-13T21:16:39Z,Ride,2025-05-13T21:18:33Z,-8.0442944,-34.93966684,115,2.0
2025-05-13T21:16:39Z,Ride,2025-05-13T21:18:34Z,-8.04426308,-34.93966018,115,2.0
2025-05-13T21:16:39Z,Ride,2025-05-13T21:18:35Z,-8.04423141,-34.93965453,114,2.0899999141693115
2025-05-13T21:16:39Z,Ride,2025-05-13T21:18:36Z,-8.04419808,-34.93965019,114,2.3399999141693115
2025-05-13T21:16:39Z,Ride,2025-05-13T21:18:37Z,-8.04416476,-34.9396462,114,2.3399999141693115
2025-05-13T21:16:39Z,Ride,2025-05-13T21:18:38Z,-8.04413276,-34.93964287,115,2.7899999618530273
2025-05-13T21:16:39Z,Ride,2025-05-13T21:18:39Z,-8.0441021,-34.93963921,116,3.180000066757202
2025-05-13T21:16:39Z,Ride,2025-05-13T21:18:40Z,-8.04407143,-34.93963222,116,3.2799999713897705
2025-05-13T21:16:39Z,Ride,2025-05-13T21:18:41Z,-8.04404077,-34.93962323,117,3.2799999713897705
2025-05-13T21:16:39Z,Ride,2025-05-13T21:18:42Z,-8.04401011,-34.93961457,117,3.309999942779541
2025-05-13T21:16:39Z,Ride,2025-05-13T21:18:43Z,-8.04398411,-34.93961124,117,3.309999942779541
2025-05-13T21:16:39Z,Ride,2025-05-13T21:18:44Z,-8.04396045,-34.93961391,117,3.309999942779541
2025-05-13T21:16:39Z,Ride,2025-05-13T21:18:45Z,-8.04393945,-34.9396229,118,3.2699999809265137
2025-05-13T21:16:39Z,Ride,2025-05-13T21:18:46Z,-8.04392012,-34.93963722,117,3.240000009536743
