activity_id,sport_type,timestamp,latitude,longitude,cadence,heart_rate
2023-04-05T22:03:04Z,walk,2023-04-05T22:03:19Z,-8.05178,-34.94862,25.0,
2023-04-05T22:03:04Z,walk,2023-04-05T22:03:20Z,-8.05178099,-34.94861668,25.0,94.0
2023-04-05T22:03:04Z,walk,2023-04-05T22:03:21Z,-8.05177499,-34.94859669,25.0,93.0
2023-04-05T22:03:04Z,walk,2023-04-05T22:03:22Z,-8.05176833,-34.94858236,25.0,93.0
2023-04-05T22:03:04Z,walk,2023-04-05T22:03:23Z,-8.05176133,-34.94856271,25.0,93.0
2023-04-05T22:03:04Z,walk,2023-04-05T22:03:24Z,-8.05175534,-34.94854404,25.0,93.0
2023-04-05T22:03:04Z,walk,2023-04-05T22:03:25Z,-8.05175534,-34.94852805,25.0,93.0
2023-04-05T22:03:04Z,walk,2023-04-05T22:03:26Z,-8.05176234,-34.94851605,25.0,93.0
2023-04-05T22:03:04Z,walk,2023-04-05T22:03:27Z,-8.05176867,-34.94850573,25.0,94.0
2023-04-05T22:03:04Z,walk,2023-04-05T22:03:28Z,-8.05177499,-34.94849806,25.0,95.0
2023-04-05T22:03:04Z,walk,2023-04-05T22:03:29Z,-8.05178099,-34.94849106,25.0,95.0
2023-04-05T22:03:04Z,walk,2023-04-05T22:03:30Z,-8.05178598,-34.94848573,62.0,95.0
2023-04-05T22:03:04Z,walk,2023-04-05T22:03:31Z,-8.0517923,-34.9484804,63.0,96.0
2023-04-05T22:03:04Z,walk,2023-04-05T22:03:32Z,-8.05179729,-34.94847607,65.0,97.0
2023-04-05T22:03:04Z,walk,2023-04-05T22:03:33Z,-8.05180462,-34.94846908,64.0,97.0
2023-04-05T22:03:04Z,walk,2023-04-05T22:03:34Z,-8.05181128,-34.94845941,63.0,98.0
2023-04-05T22:03:04Z,walk,2023-04-05T22:03:35Z,-8.05181627,-34.94844875,64.0,99.0
2023-04-05T22:03:04Z,walk,2023-04-05T22:03:36Z,-8.05181894,-34.94843542,64.0,99.0
2023-04-05T22:03:04Z,walk,2023-04-05T22:03:37Z,-8.05182026,-34.94842276,64.0,100.0
2023-04-05T22:03:04Z,walk,2023-04-05T22:03:38Z,-8.05181894,-34.94841043,64.0,102.0
2023-04-05T22:03:04Z,walk,2023-04-05T22:03:39Z,-8.05181661,-34.94839878,64.0,104.0
2023-04-05T22:03:04Z,walk,2023-04-05T22:03:40Z,-8.05181661,-34.94838978,63.0,105.0
2023-04-05T22:03:04Z,walk,2023-04-05T22:03:41Z,-8.05181927,-34.94838179,63.0,106.0
2023-04-05T22:03:04Z,walk,2023-04-05T22:03:42Z,-8.05182226,-34.94837279,63.0,106.0
2023-04-05T22:03:04Z,walk,2023-04-05T22:03:43Z,-8.05182559,-34.9483638,63.0,101.0
2023-04-05T22:03:04Z,walk,2023-04-05T22:03:44Z,-8.05182992,-34.94835313,62.0,100.0
2023-04-05T22:03:04Z,walk,2023-04-05T22:03:45Z,-8.05183358,-34.94834181,62.0,99.0
2023-04-05T22:03:04Z,walk,2023-04-05T22:03:46Z,-8.05183557,-34.94832915,62.0,99.0
2023-04-05T22:03:04Z,walk,2023-04-05T22:03:47Z,-8.0518359,-34.94831648,62.0,99.0
2023-04-05T22:03:04Z,walk,2023-04-05T22:03:48Z,-8.0518359,-34.94830483,62.0,99.0
2023-04-05T22:03:04Z,walk,2023-04-05T22:03:49Z,-8.05183657,-34.94829416,62.0,100.0
2023-04-05T22:03:04Z,walk,2023-04-05T22:03:50Z,-8.05183823,-34.94828384,63.0,101.0
2023-04-05T22:03:04Z,walk,2023-04-05T22:03:51Z,-8.05184022,-34.94827284,63.0,102.0
